"type","REST_ACRES","YEAR","STATE","BpS_Code","AREA_STRATA","REST_PCT"
"active",27529.0785663162,2013,"Oregon","Na0210290_fdw",57447.29724,0.479205809305646
"both",17322.2674802368,2013,"Oregon","Na0210290_fdw",57447.29724,0.301533201951501
"active",23742.8618284071,2013,"Oregon","Na0210290_fwo",216308.93843,0.10976366488013
"both",127489.556016571,2013,"Oregon","Na0210290_fwo",216308.93843,0.589386443953298
"active",20012.0971890402,2013,"Oregon","Na0210350_fvg",93108.557885,0.214932951853443
"both",13469.515594691,2013,"Oregon","Na0210350_fvg",93108.557885,0.144664635567951
"passive",7306.65147624645,2013,"Oregon","Na0210350_fvg",93108.557885,0.0784745424289679
"active",130801.043279731,2013,"Oregon","Na0710270_fdd",1403267.971,0.0932117357360614
"both",549699.317253274,2013,"Oregon","Na0710270_fdd",1403267.971,0.391727972570731
"passive",248538.370252819,2013,"Oregon","Na0710270_fdd",1403267.971,0.177113976367397
"active",54695.5050125291,2013,"Oregon","Na0710412_fmc",296241.037355,0.18463176304296
"active",100481.8002841,2013,"Oregon","Na0710412_fmh",662575.19644,0.151653428658341
"active",7311.34224840773,2013,"Oregon","Na0710412_fmi",70280.37832,0.104031059922839
"active",43239.8080246276,2013,"Oregon","R1RFWF_fcw",149554.85523,0.289123398622727
"active",1172.28214467504,2013,"Oregon","R1RFWF_frm",3802.50971,0.308291689983624
"active",64327.6189884648,2013,"Oregon","RaABAMlw_fsi",935569.284445,0.0687577286449985
"both",35876.9017484217,2013,"Oregon","RaABAMlw_fsi",935569.284445,0.0383476695365268
"passive",126470.543829915,2013,"Oregon","RaABAMlw_fsi",935569.284445,0.135180307789754
"active",24184.2508217383,2013,"Oregon","RaABAMlw_fsw",305401.487405,0.0791883858432786
"both",11345.3915723189,2013,"Oregon","RaABAMlw_fsw",305401.487405,0.0371491038525086
"passive",33801.0959841266,2013,"Oregon","RaABAMlw_fsw",305401.487405,0.110677574858377
"active",7153.45956530455,2013,"Oregon","RaABAMlw_fwc",91820.001255,0.0779074217766362
"both",2654.03337311761,2013,"Oregon","RaABAMlw_fwc",91820.001255,0.0289047411984552
"passive",7447.4731727905,2013,"Oregon","RaABAMlw_fwc",91820.001255,0.0811094867240045
"passive",10486.7305394439,2013,"Oregon","RaABAMup_fsi",49085.467635,0.213642266126979
"active",127.374656454437,2013,"Oregon","RaABAMup_fst",2646.722895,0.0481254220814217
"both",17.1490139145752,2013,"Oregon","RaABAMup_fst",2646.722895,0.00647933863683724
"passive",4.90943481564636,2013,"Oregon","RaABAMup_fst",2646.722895,0.00185491077472482
"active",20.1405487897218,2013,"Oregon","RaABAMup_fsw",510.17413,0.039477793179599
"passive",218.030004501061,2013,"Oregon","RaABAMup_fsw",510.17413,0.427363897305144
"active",82.6308139680455,2013,"Oregon","RaDFHEdy_fdg",1354.38555,0.0610098165681445
"both",271243.683377569,2013,"Oregon","RaDFHEdy_fwi",2964966.58168,0.091482880466018
"passive",517134.831070167,2013,"Oregon","RaDFHEdy_fwi",2964966.58168,0.174415062303046
"active",1888.26955734667,2013,"Oregon","RaDFHEdy_fwx",110789.849965,0.0170437053389205
