"type","REST_ACRES","YEAR","ew","BpS_Code","AREA_STRATA","REST_PCT"
"active",6840.51052039748,2007,"eastside","Na0210290_fdw",9646.16073,0.709143327782543
"both",1093.708534188,2007,"eastside","Na0210290_fdw",9646.16073,0.113382781481809
"active",21270.0518234071,2007,"eastside","Na0210290_fwo",216308.93843,0.0983318210416457
"both",127510.461146571,2007,"eastside","Na0210290_fwo",216308.93843,0.589483088734377
"active",129.772501385819,2007,"eastside","Na0210350_fvg",1960.63432,0.0661890389564428
"both",299.928705724337,2007,"eastside","Na0210350_fvg",1960.63432,0.152975342043557
"passive",250.619521326465,2007,"eastside","Na0210350_fvg",1960.63432,0.127825734136116
"active",110784.158909731,2007,"eastside","Na0710270_fdd",1403267.971,0.078947258256585
"both",549691.311033274,2007,"eastside","Na0710270_fdd",1403267.971,0.3917222671601
"passive",250026.192802819,2007,"eastside","Na0710270_fdd",1403267.971,0.178174231843006
"active",2917.93944660926,2007,"eastside","Na0710412_fmc",16639.371505,0.17536356140209
"both",570.479313249438,2007,"eastside","Na0710412_fmc",16639.371505,0.0342849075205763
"active",184977.299184286,2007,"eastside","Na0710412_fmh",1419398.947535,0.130320865395544
"active",5139.34696153998,2007,"eastside","Na0710412_fmi",48558.391485,0.105838492675927
"active",48030.3600623192,2007,"eastside","Na1010471_frn",685999.617,0.0700151412217467
"both",50475.2355862447,2007,"eastside","Na1010471_frn",685999.617,0.0735791017012255
"passive",211507.613444667,2007,"eastside","Na1010471_frn",685999.617,0.30832030835473
"active",44072.9741214228,2007,"eastside","R1RFWF_fcw",149284.8677,0.295227338178649
"active",1175.61806967504,2007,"eastside","R1RFWF_frm",3802.50971,0.309168985573751
"active",29896.4038976052,2007,"eastside","RaABAMlw_fsi",470463.056405,0.0635467620477064
"both",24147.0622690523,2007,"eastside","RaABAMlw_fsi",470463.056405,0.0513261603441721
"passive",50252.6674194328,2007,"eastside","RaABAMlw_fsi",470463.056405,0.106815331693489
"active",316.756474430807,2007,"eastside","RaABAMlw_fsw",21997.08945,0.0143999266426044
"both",1015.2873075776,2007,"eastside","RaABAMlw_fsw",21997.08945,0.0461555293433424
"passive",2794.72252390762,2007,"eastside","RaABAMlw_fsw",21997.08945,0.127049650375796
"active",313.717494821594,2007,"eastside","RaABAMlw_fwc",11407.52913,0.0275009155134714
"both",308.618288744976,2007,"eastside","RaABAMlw_fwc",11407.52913,0.0270539119583187
"passive",1616.84013401312,2007,"eastside","RaABAMlw_fwc",11407.52913,0.141734473398019
"active",1397.35936466492,2007,"eastside","RaABLA_faf",15372.83198,0.0908979794017708
"both",158.801915618778,2007,"eastside","RaABLA_faf",15372.83198,0.0103300365102135
"passive",2348.55646627399,2007,"eastside","RaABLA_faf",15372.83198,0.152773182542388
"both",44164.4606394925,2007,"eastside","RaDFHEdy_fwi",499288.78433,0.0884547420762859
"passive",88634.4855998898,2007,"eastside","RaDFHEdy_fwi",499288.78433,0.177521483321179
"active",2489.84803234667,2007,"eastside","RaDFHEdy_fwx",110789.849965,0.0224736113744467
"both",7974.2307341367,2007,"eastside","RaDFHEdy_fwx",110789.849965,0.0719761849723225
"passive",16623.5447924983,2007,"eastside","RaDFHEdy_fwx",110789.849965,0.150045737924096
"active",100.999917389901,2007,"eastside","RaDFHEwt_fdm",18634.92184,0.00541992707332442
"passive",5655.51151350574,2007,"eastside","RaDFHEwt_fdm",18634.92184,0.303489950860225
"passive",12091.1124367096,2007,"eastside","RaDFHEwt_fhc",31311.659235,0.386153679878907
"passive",127770.697762205,2007,"eastside","RaDFHEwt_fwm",306700.94139,0.416597018526044
"passive",88099.5788612117,2007,"eastside","RaDFHEwt_fwn",177401.37797,0.496611581428133
"passive",16198.5335050471,2007,"eastside","RaDFHEwt_fww",32283.30299,0.501761963763891
"active",12624.9283229084,2007,"eastside","RaDFWV_fwx",38536.827995,0.327606836882018
"active",204603.148356537,2007,"eastside","RaMCONdy_fdd",4248197.74101,0.048162341027914
"both",1606449.9042498,2007,"eastside","RaMCONdy_fdd",4248197.74101,0.378148570802608
"passive",138231.334783994,2007,"eastside","RaMCONdy_fdd",4248197.74101,0.0325388183910502
"active",19083.1994580613,2007,"eastside","RaMCONdy_fdg",1049415.73129,0.0181845944262749
"both",392024.542076877,2007,"eastside","RaMCONdy_fdg",1049415.73129,0.373564575399474
"active",737.517742228421,2007,"eastside","RaMCONdy_fdx",4451.680715,0.165671751737124
"both",1205.46129909306,2007,"eastside","RaMCONdy_fdx",4451.680715,0.270787906021931
"active",21772.8460730446,2007,"eastside","RaMCONdy_fmd",2050495.021305,0.0106183364733008
"both",754834.326290348,2007,"eastside","RaMCONdy_fmd",2050495.021305,0.368122974426901
"active",2861.45653084602,2007,"eastside","RaMCONdy_fmx",596169.8286,0.00479973389053526
"both",222303.546325191,2007,"eastside","RaMCONdy_fmx",596169.8286,0.372886274448394
"passive",3089.03635952292,2007,"eastside","RaMCONdy_fmx",596169.8286,0.00518147046585195
"active",18718.3812542821,2007,"eastside","RaMCONms_fcm",2203967.80925,0.00849303750069373
"both",294166.071712668,2007,"eastside","RaMCONms_fcm",2203967.80925,0.133471128969334
"passive",159106.804375734,2007,"eastside","RaMCONms_fcm",2203967.80925,0.0721910745283876
"active",57871.8318576196,2007,"eastside","RaMCONms_fmm",1769570.105205,0.0327038932718155
"both",93008.514129663,2007,"eastside","RaMCONms_fmm",1769570.105205,0.0525599488011741
"passive",114284.693231402,2007,"eastside","RaMCONms_fmm",1769570.105205,0.0645833091863643
