"type","REST_ACRES","YEAR","STATE","BpS_Code","BPS_LLID","AREA_STRATA","REST_PCT"
"active",2.99753080736215,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.345600235128205
"both",3.76968972606474,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.434626277230769
"active",26.6882943259093,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.674179895168539
"both",0.139513499474579,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.00352428653932582
"passive",1.73758935282091,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.0438936933707867
"active",1.23494120661622,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.793274005142857
"passive",0.0196051711783501,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.0125935328571429
"active",79.0208902439873,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.401488979152542
"both",64.9115460914691,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.329802287661017
"active",0.4163674119394,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.187219772
"both",1.3758416991957,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.618647766
"passive",0.0538177307778,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.024199164
"active",9.8657843858428,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.504108393636364
"both",3.56232364018968,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.182022754363636
"passive",1.4537521519564,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.0742818445454545
"active",15.1713826392648,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.32797203
"both",16.5466918723453,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.357703200307692
"active",315.983696963112,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.429381065962526
"both",181.206052911493,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.246235640970686
"active",2020.28602568936,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000301",3382.405555,0.597292664300085
"both",4.00317253124695,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000301",3382.405555,0.00118352825116707
"active",224.738236326399,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.262613402141372
"both",342.364184638388,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.40006286766736
"active",215.103827513082,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.468158380435624
"both",84.8897548474296,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.184756592220716
"active",141.098191708913,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000304",387.41209,0.364206991343284
"both",126.569214430892,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000304",387.41209,0.326704348413318
"active",198.048541961694,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000305",643.61113,0.307714600836213
"both",238.997809800804,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000305",643.61113,0.371338839029717
"active",656.986618462995,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000306",1904.813175,0.344908690828955
"both",596.488415224218,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000306",1904.813175,0.313147989027437
"active",37.3165203384631,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000406",72.50077,0.514705158834356
"both",17.1063866845412,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000406",72.50077,0.235947655239264
"active",176.758296006663,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000407",264.65005,0.667894436470588
"both",19.9756644619754,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000407",264.65005,0.0754795416134454
"active",230.286602189441,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000506",567.55204,0.405754161661442
"both",121.098985565501,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000506",567.55204,0.213370716746081
"passive",40.8244424067357,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000506",567.55204,0.0719307473667713
"active",5.7101860605006,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000606",16.90202,0.337840451052632
"both",4.10765632561836,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000606",16.90202,0.243027539052632
"passive",1.3566018585078,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000606",16.90202,0.0802627057894738
"active",32.4238303384631,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000607",72.50077,0.447220496257669
"both",9.87097371252086,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000607",72.50077,0.136149915546012
"passive",10.7937329720203,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000607",72.50077,0.148877494294479
"active",78.5358980510658,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000608",187.034195,0.419901280891795
"both",56.96632762954,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000608",187.034195,0.304577072815696
"passive",2.76844056585605,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000608",187.034195,0.0148017883353151
"active",473.121939536127,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000701",1175.357575,0.402534470870388
"both",363.975050698773,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000701",1175.357575,0.309671761547777
"active",1.23494120661622,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000702",1.556765,0.793274005142857
"passive",0.0196051711783501,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000702",1.556765,0.0125935328571429
"active",3.9282854379887,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000703",6.894245,0.569791969677419
"both",0.13949965405146,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000703",6.894245,0.0202342176774193
"active",0.92570614981552,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000802",1.556765,0.594634482285714
"both",0.00737466668211,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000802",1.556765,0.004737174
"active",2.6396415446386,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000803",4.00311,0.659397704444444
"both",0.66209641202988,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000803",4.00311,0.165395508
"active",10.4147929283634,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000804",42.477445,0.245184071884817
"both",20.2314714235935,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000804",42.477445,0.476287390251309
"passive",1.36097967072356,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000804",42.477445,0.0320400549214661
"active",74.9934743372709,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000805",107.416785,0.698154151022774
"active",0.34920596603874,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000807",1.33437,0.261701002
"both",0.00632114287038,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000807",1.33437,0.004737174
"active",20.5784139818666,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710020601",32.46967,0.633773425534247
"active",4.11148844944656,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710020602",4.670295,0.880348768
"active",857.873689768901,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710020603",2210.828695,0.38803263758475
"both",445.167347610502,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710020603",2210.828695,0.201357684843376
"active",340.603601205114,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030104",803.513135,0.423893009795184
"both",243.983765647998,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030104",803.513135,0.303646269140327
"active",697.946163806212,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030105",1248.08074,0.559215555081967
"both",300.722428017316,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030105",1248.08074,0.240947895740556
"active",326.167774445132,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030106",741.90972,0.43963270146283
"both",219.005570029538,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030106",741.90972,0.295191671069544
"active",1055.39102991983,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030107",2624.261,0.402166945254237
"both",931.760991219588,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030107",2624.261,0.355056524949153
"active",466.890894962751,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030108",1496.71835,0.31194305526003
"both",575.288242255415,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030108",1496.71835,0.384366398832095
"passive",39.8811845757567,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030108",1496.71835,0.0266457510698367
"active",129.94549642719,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030109",358.278345,0.362694252222222
"both",94.6973119811997,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030109",358.278345,0.264312128552452
"passive",33.8363593954746,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030109",358.278345,0.0944415420794539
"active",214.507677713376,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030110",949.18186,0.22599217995314
"both",370.037061549199,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030110",949.18186,0.3898484338388
"passive",114.541189369885,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030110",949.18186,0.120673597122774
"active",5830.37164458685,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030302",9757.80302,0.597508643353086
"both",954.940402456834,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030302",9757.80302,0.0978642836404412
"active",7975.23212321695,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030303",13356.59891,0.597100517650938
"both",664.588186871697,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030303",13356.59891,0.0497572916091778
"active",584.415201875725,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030304",1321.693485,0.442171508377924
"both",324.350987871865,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030304",1321.693485,0.245405603911156
"active",243.313292032196,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030305",527.298545,0.461433649569802
"both",107.529710237383,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030305",527.298545,0.203925672196542
"passive",18.7134229805526,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030305",527.298545,0.0354892369000423
"active",2629.18482121683,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030306",4139.66053,0.635120875773074
"both",55.748196306899,2015,"Oregon","Na0210290_fdw","Na0210290_fdw_1710030306",4139.66053,0.0134668521495648
"active",6432.67972340422,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030111",16117.85523,0.399102711347794
"both",4971.99581635349,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030111",16117.85523,0.308477508043326
"passive",642.33794728282,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030111",16117.85523,0.0398525695954411
"active",2.27481233073944,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030201",16.90202,0.134588193052632
"both",10.4563969138873,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030201",16.90202,0.618647766
"active",55.8606274381913,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030202",749.248755,0.0745555158622736
"both",427.380355951593,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030202",749.248755,0.570411833319086
"active",1.41665448648541,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030203",202.37945,0.00699999178021981
"both",125.201594626809,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030203",202.37945,0.618647766
"passive",1.7838835007798,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030203",202.37945,0.00881454861538461
"active",22.5348512549756,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030204",343.600275,0.0655844971456311
"both",212.345147525736,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030204",343.600275,0.618000516809061
"active",217.631082611811,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030205",612.03104,0.355588309069767
"both",217.762164772568,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030205",612.03104,0.355802484744186
"active",4.6183121569613,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030206",21.79471,0.211900601428571
"both",11.6109671321627,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030206",21.79471,0.53274244677551
"active",48.5960490276595,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030207",231.957985,0.209503669501438
"both",126.291995758157,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030207",231.957985,0.544460652036433
"passive",5.3675155055742,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030207",231.957985,0.0231400333365295
"active",0.4614176512885,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030208",1.111975,0.41495326
"both",0.5175081700083,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030208",1.111975,0.465395508
"active",673.489453924806,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030209",1379.516185,0.488206996951475
"both",232.057692712297,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030209",1379.516185,0.168216723540867
"active",460.752544712108,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030210",1115.08853,0.413198174240128
"both",400.376178884323,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030210",1115.08853,0.359053266276825
"active",1270.65772636958,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030211",2882.2392,0.440857832469136
"both",627.493226661514,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030211",2882.2392,0.217710322814815
"active",241.387515375196,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030212",895.139875,0.269664576583851
"both",416.594076856681,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030212",895.139875,0.465395508
"active",3043.29939159938,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030213",10783.48876,0.282218441483254
"both",4557.74518574451,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030213",10783.48876,0.422659612967827
"passive",321.311420727977,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030213",10783.48876,0.0297966110856295
"active",8123.79805339506,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030301",16306.44619,0.498195496353891
"both",3496.74537126972,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030301",16306.44619,0.214439451154851
"active",6.70033477993277,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030501",32.692065,0.204952938272109
"both",12.1167905590078,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030501",32.692065,0.370633992040816
"passive",0.278644741308076,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030501",32.692065,0.0085233141836735
"active",81.3737057657576,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030701",108.52876,0.749789325573771
"both",7.94239439281009,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030701",108.52876,0.0731823932459017
"active",8.07330794035005,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030702",38.474335,0.209836191849711
"both",16.8239654517365,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030702",38.474335,0.437277615109827
"passive",0.103279230550651,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030702",38.474335,0.00268436687861275
"active",242.003156141801,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030703",1460.023175,0.165752955354151
"both",792.242492220898,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030703",1460.023175,0.542623230772277
"active",695.079949157844,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030704",3165.348035,0.219590370939366
"both",1704.11820374563,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030704",3165.348035,0.538366771964027
"active",218.77638577099,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030705",1718.22377,0.127327062743981
"both",964.937588296825,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030705",1718.22377,0.561590175356977
"active",398.606650128576,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030706",1301.90033,0.306172938852067
"both",682.135571445718,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030706",1301.90033,0.523953758768705
"active",2234.09901306951,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030707",8802.171705,0.253812250879001
"both",4906.8540731517,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030707",8802.171705,0.557459481319185
"active",6327.22596481418,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030708",36390.716245,0.173869234180944
"both",22474.7833681092,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030708",36390.716245,0.617596620434673
"active",4991.34524122223,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030801",29538.05911,0.168980135852339
"both",18183.8067003774,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030801",29538.05911,0.615606009611559
"active",3068.2402463154,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030802",14062.92543,0.218179372534396
"both",8130.45419546097,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030802",14062.92543,0.578148141077142
"active",398.498575512509,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030803",830.645325,0.47974576334672
"both",274.0467329962,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030803",830.645325,0.329920273729585
"active",2391.66280358233,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030804",4204.822265,0.568790463152272
"both",618.621242069386,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030804",4204.822265,0.147121852740043
"active",133.97008890573,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030901",922.04967,0.145295956676315
"both",468.081378570882,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030901",922.04967,0.507653105684515
"active",723.105884665121,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030902",2386.29835,0.30302408945014
"both",1203.97843283781,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030902",2386.29835,0.504538098866729
"active",1589.78746874712,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030903",6444.11752,0.246703674135837
"both",3641.3845858321,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030903",6444.11752,0.565071101594699
"active",2393.44607844137,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030904",8018.451725,0.298492297581473
"both",3813.59277392985,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030904",8018.451725,0.475602136761614
"active",391.020023851468,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030905",1311.24092,0.298206086987788
"both",265.363083892709,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030905",1311.24092,0.202375535910448
"passive",147.885059181079,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030905",1311.24092,0.112782522971506
"active",1677.36139941368,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030906",4184.806715,0.400821713796567
"both",996.940580009236,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710030906",4184.806715,0.238228584473402
"active",4862.95757767667,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710031001",7384.40358,0.658544393598362
"both",864.625601391119,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710031001",7384.40358,0.117088075160583
"active",234.936559010125,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710031002",276.21459,0.850558107774557
"active",229.548986145181,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710031003",823.528685,0.278738300591412
"both",397.855662708147,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710031003",823.528685,0.483110873919525
"active",14.0393065428041,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710031004",41.36547,0.339396761182796
"both",11.2895629243088,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710031004",41.36547,0.27292238972043
"active",1.83050137357255,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710031005",5.115085,0.357863334347826
"both",0.957209582038181,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710031005",5.115085,0.187134638434783
"active",13.0682645468638,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710031006",26.465005,0.49379414615126
"active",4.47644894222464,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710031105",5.33748,0.838682101333333
"active",1.3364484236078,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710031108",3.11353,0.429238974285714
"both",1.18214887602324,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1710031108",3.11353,0.379681222285714
"active",359.764431000882,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1801020602",1036.3607,0.347142101201717
"both",255.474714447736,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1801020602",1036.3607,0.246511387828326
"active",90.4307872193345,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1801020603",620.03726,0.145847343463415
"both",383.139875735761,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1801020603",620.03726,0.617930405885222
"passive",2.10547334085064,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1801020603",620.03726,0.00339572067144906
"active",599.211061023416,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1801020604",4568.215695,0.13116960779222
"both",2810.6033530281,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1801020604",4568.215695,0.615251892791393
"active",714.844793640851,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1801020606",4139.66053,0.172681984056517
"both",2560.10215888288,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1801020606",4139.66053,0.618432873983238
"passive",42.7984140697969,2015,"Oregon","Na0210290_fwo","Na0210290_fwo_1801020606",4139.66053,0.0103386289188783
"active",198.56506209966,2015,"Oregon","Na0210350_fvg","Na0210350_fvg_17070105B",798.39805,0.248704342526462
