"type","REST_ACRES","YEAR","STATE","BpS_Code","AREA_STRATA","REST_PCT"
"active",-131.554248764387,2009,"Oregon","Na0210290_fdw",50778.783165,-0.0025907325966618
"both",0,2009,"Oregon","Na0210290_fdw",50778.783165,0
"active",48911.1077989071,2009,"Oregon","Na0210290_fwo",195510.11324,0.250171753206781
"both",96135.6153334673,2009,"Oregon","Na0210290_fwo",195510.11324,0.491716841345467
"active",-129552.038703439,2009,"Oregon","Na0710412_fmh",643545.968265,-0.201309688960854
"both",0,2009,"Oregon","Na0710412_fmh",643545.968265,0
"passive",0,2009,"Oregon","Na0710412_fmh",643545.968265,0
"active",-26445.2140197411,2009,"Oregon","R1RFWF_fcw",117672.75282,-0.224735237223467
"both",0,2009,"Oregon","R1RFWF_fcw",117672.75282,0
"passive",0,2009,"Oregon","R1RFWF_fcw",117672.75282,0
"active",837.254715217469,2009,"Oregon","R1RFWF_frm",3843.87518,0.217815271311039
"both",62.6400399897701,2009,"Oregon","R1RFWF_frm",3843.87518,0.0162960650532284
"active",-1426.82035017053,2009,"Oregon","RaABAMup_fsi",8184.136,-0.174339765391304
"passive",-596.734424743576,2009,"Oregon","RaABAMup_fsi",8184.136,-0.0729135518695652
"passive",347.581027559484,2009,"Oregon","RaABAMup_fst",2458.576725,0.141374895493442
"active",0,2009,"Oregon","RaABAMup_fsw",485.488285,0
"passive",1.83766923692332,2009,"Oregon","RaABAMup_fsw",485.488285,0.00378519790013743
"both",141.411920165062,2009,"Oregon","RaDFHEdy_fdg",1247.19116,0.1133843188602
"passive",356.930145765457,2009,"Oregon","RaDFHEdy_fdg",1247.19116,0.28618719985592
"active",1463.49032177633,2009,"Oregon","RaDFHEdy_fwx",103787.076205,0.0141008917033721
"both",11890.6999415551,2009,"Oregon","RaDFHEdy_fwx",103787.076205,0.114568213850332
"passive",20180.9021657681,2009,"Oregon","RaDFHEdy_fwx",103787.076205,0.194445232524971
"both",5.6843418860808e-14,2009,"Oregon","RaDFHEwt_fhc",39601.655255,1.43537987224994e-18
"passive",1957.70784623835,2009,"Oregon","RaDFHEwt_fhc",39601.655255,0.0494350004723899
"active",0.519540389942877,2009,"Oregon","RaDFHEwt_fwc",350.272125,0.0014832478888889
"both",4.44089209850063e-16,2009,"Oregon","RaDFHEwt_fwc",350.272125,1.26784056781584e-18
"passive",8.40953316014387,2009,"Oregon","RaDFHEwt_fwc",350.272125,0.0240085709365079
"active",0,2009,"Oregon","RaDFHEwt_fww",18449.666805,0
