"type","REST_ACRES","YEAR","BpS_Code","AREA_STRATA","REST_PCT"
"active",26405.3166313162,2007,"Na0210290_fdw",57447.29724,0.459644193894825
"both",18321.2658202368,2007,"Na0210290_fdw",57447.29724,0.31892302511109
"active",21270.0518234071,2007,"Na0210290_fwo",216308.93843,0.0983318210416457
"both",127510.461146571,2007,"Na0210290_fwo",216308.93843,0.589483088734377
"active",19997.8639090402,2007,"Na0210350_fvg",93108.557885,0.214780084272596
"both",11934.322909691,2007,"Na0210350_fvg",93108.557885,0.128176433840069
"passive",8309.65292624645,2007,"Na0210350_fvg",93108.557885,0.0892469297667551
"active",110784.158909731,2007,"Na0710270_fdd",1403267.971,0.078947258256585
"both",549691.311033274,2007,"Na0710270_fdd",1403267.971,0.3917222671601
"passive",250026.192802819,2007,"Na0710270_fdd",1403267.971,0.178174231843006
"passive",221374.816415212,2007,"Na0710411_fmt",503602.80254,0.439582177260875
"active",159648.224123092,2007,"Na0710412_fmc",833037.183225,0.191645976119618
"active",185108.438160254,2007,"Na0710412_fmh",1420041.44669,0.13035425028736
"active",17059.085539146,2007,"Na0710412_fmi",107664.08824,0.158447313472982
"active",48030.3600623192,2007,"Na1010471_frn",685999.617,0.0700151412217467
"both",50475.2355862447,2007,"Na1010471_frn",685999.617,0.0735791017012255
"passive",211507.613444667,2007,"Na1010471_frn",685999.617,0.30832030835473
"active",44153.1842896276,2007,"R1RFWF_fcw",149554.85523,0.295230697938389
"active",1175.61806967504,2007,"R1RFWF_frm",3802.50971,0.309168985573751
"active",164510.223414582,2007,"RaABAMlw_fsi",2302986.736655,0.0714334219976998
"both",112034.40278819,2007,"RaABAMlw_fsi",2302986.736655,0.0486474372626721
"passive",336528.159834607,2007,"RaABAMlw_fsi",2302986.736655,0.146126833680076
"active",24009.9897231996,2007,"RaABAMlw_fsw",305406.380095,0.0786165296079638
"both",12047.1116250998,2007,"RaABAMlw_fsw",305406.380095,0.039446168810725
"passive",33074.8706778652,2007,"RaABAMlw_fsw",305406.380095,0.108297903493624
"active",12730.8113745115,2007,"RaABAMlw_fwc",381817.52138,0.0333426588923909
