"type","REST_ACRES","YEAR","BpS_Code","BPS_LLID","AREA_STRATA","REST_PCT"
"active",2.77513580736215,2011,"Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.319959209487179
"both",2.45317377235679,2011,"Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.282838605179487
"passive",1.31651595370795,2011,"Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.151787672051282
"active",28.1621778253839,2011,"Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.711412046876404
"passive",1.7375893528209,2011,"Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.0438936933707866
"active",0.21868193978295,2011,"Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.14047203
"both",0.79386426683327,2011,"Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.509944832285714
"passive",0.01960517117835,2011,"Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.0125935328571429
"active",65.4547952439873,2011,"Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.332562425480226
"both",80.0344060914691,2011,"Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.406638445853107
"active",0.4163674119394,2011,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.187219772
"both",1.3758416991957,2011,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.618647766
"passive",0.0538177307778,2011,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.024199164
"active",11.2001543858428,2011,"Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.572290211818182
"both",2.79212579214608,2011,"Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.142668235272727
"active",14.7265926392648,2011,"Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.318356645384615
"both",16.5677817859029,2011,"Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.358159118
"passive",1.09088508644241,2011,"Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.023582543846154
"active",307.087896963112,2011,"Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.417292821779994
"both",200.563821993042,2011,"Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.272540351000907
"passive",1.76975591845138,2011,"Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.00240486990329395
"active",2013.39178068936,2011,"Na0210290_fdw","Na0210290_fdw_1709000301",3382.405555,0.595254397484384
"both",98.965837531247,2011,"Na0210290_fdw","Na0210290_fdw_1709000301",3382.405555,0.0292590098738905
"active",220.067941326399,2011,"Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.257156021683992
"both",335.304115539203,2011,"Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.391812964153846
"passive",3.72414409918451,2011,"Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.00435177461538475
"active",193.309117513082,2011,"Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.420723724094869
"both",98.2611693253622,2011,"Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.213858537167473
"passive",19.3206505220673,2011,"Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.0420500395643756
"active",127.754491708913,2011,"Na0210290_fdw","Na0210290_fdw_1709000304",387.41209,0.329763822571757
"both",125.902029430892,2011,"Na0210290_fdw","Na0210290_fdw_1709000304",387.41209,0.324982189974742
"active",200.717281961694,2011,"Na0210290_fdw","Na0210290_fdw_1709000305",643.61113,0.311861110856945
"both",251.229534800804,2011,"Na0210290_fdw","Na0210290_fdw_1709000305",643.61113,0.390343676624741
"active",610.950853462995,2011,"Na0210290_fdw","Na0210290_fdw_1709000306",1904.813175,0.320740564734384
