"type","REST_ACRES","YEAR","STATE","ew","BpS_Code","AREA_STRATA","REST_PCT"
"active",6705.07196539748,2016,"Oregon","eastside","Na0210290_fdw",9646.16073,0.69510265825702
"both",1058.347729188,2016,"Oregon","eastside","Na0210290_fdw",9646.16073,0.109716990916033
"active",23626.3268484071,2016,"Oregon","eastside","Na0210290_fwo",216308.93843,0.109224921632413
"both",127406.380286571,2016,"Oregon","eastside","Na0210290_fwo",216308.93843,0.58900192110092
"active",13.9047063858188,2016,"Oregon","eastside","Na0210350_fvg",1960.63432,0.00709194276769511
"both",403.787170724337,2016,"Oregon","eastside","Na0210350_fvg",1960.63432,0.205947211372051
"passive",258.848136326465,2016,"Oregon","eastside","Na0210350_fvg",1960.63432,0.132022648836661
"active",119700.864039731,2016,"Oregon","eastside","Na0710270_fdd",1403267.971,0.0853015008633237
"both",548573.331368274,2016,"Oregon","eastside","Na0710270_fdd",1403267.971,0.390925569958921
"passive",248123.603577819,2016,"Oregon","eastside","Na0710270_fdd",1403267.971,0.176818404399981
"active",2687.09343660926,2016,"Oregon","eastside","Na0710412_fmc",16639.371505,0.161490080067135
"both",81.6551032494376,2016,"Oregon","eastside","Na0710412_fmc",16639.371505,0.00490734299819563
"active",91856.0089214969,2016,"Oregon","eastside","Na0710412_fmh",661932.697285,0.138769408579235
"active",4488.5426350927,2016,"Oregon","eastside","Na0710412_fmi",48558.391485,0.0924359826968165
"active",43017.9322414228,2016,"Oregon","eastside","R1RFWF_fcw",149284.8677,0.28816003191878
"both",3.63797880709171e-12,2016,"Oregon","eastside","R1RFWF_fcw",149284.8677,2.43693742248714e-17
"active",1191.40811467504,2016,"Oregon","eastside","R1RFWF_frm",3802.50971,0.313321518033688
"active",5556.05157214856,2016,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.0411505845616901
"both",5781.33841049521,2016,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.0428191589029529
"passive",19166.9063159829,2016,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.141958617356181
"active",727.201062969504,2016,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.0330663221553273
"both",1051.02907479672,2016,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.0477909999745166
"passive",3004.769035169,2016,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.136628871956719
"active",295.036314821594,2016,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.0258632970785667
"both",244.790923744976,2016,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.0214587156390611
"passive",1603.71882901312,2016,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.140584241402074
"both",38859.2456650253,2016,"Oregon","eastside","RaDFHEdy_fwi",491309.474125,0.0790932145858409
"passive",89350.4776600487,2016,"Oregon","eastside","RaDFHEdy_fwi",491309.474125,0.181861906528829
"active",2226.97714234667,2016,"Oregon","eastside","RaDFHEdy_fwx",110789.849965,0.0201009130624349
"both",7919.7439591367,2016,"Oregon","eastside","RaDFHEdy_fwx",110789.849965,0.0714843820227093
"passive",13683.7052874983,2016,"Oregon","eastside","RaDFHEdy_fwx",110789.849965,0.123510459593737
"passive",5019.56530620035,2016,"Oregon","eastside","RaDFHEwt_fdm",18634.92184,0.26936336783693
"passive",10782.9838069698,2016,"Oregon","eastside","RaDFHEwt_fhc",31311.659235,0.344375995089926
"passive",114870.889242231,2016,"Oregon","eastside","RaDFHEwt_fwm",306700.94139,0.37453712636689
"passive",77311.8470784062,2016,"Oregon","eastside","RaDFHEwt_fwn",176075.681375,0.439083049258518
"passive",15173.6502237918,2016,"Oregon","eastside","RaDFHEwt_fww",32217.696465,0.470972536483975
"active",11986.6653147827,2016,"Oregon","eastside","RaDFWV_fwx",38027.543445,0.315210087975291
"both",567068.428410645,2016,"Oregon","eastside","RaMCONdy_fdd",1523190.91643,0.372289791315011
"passive",31838.1749750454,2016,"Oregon","eastside","RaMCONdy_fdd",1523190.91643,0.0209022878429886
"active",48407.8637461878,2016,"Oregon","eastside","RaMCONdy_fdg",1043084.14564,0.0464083975856871
"both",389137.370485749,2016,"Oregon","eastside","RaMCONdy_fdg",1043084.14564,0.373064217409793
"active",596.074522228421,2016,"Oregon","eastside","RaMCONdy_fdx",4451.680715,0.133898758781136
"both",1236.14858635044,2016,"Oregon","eastside","RaMCONdy_fdx",4451.680715,0.277681322064545
"passive",122.320472742625,2016,"Oregon","eastside","RaMCONdy_fdx",4451.680715,0.0274773687902785
