"type","REST_ACRES","YEAR","STATE","BpS_Code","AREA_STRATA","REST_PCT"
"active",27829.9790013162,2014,"Oregon","Na0210290_fdw",57447.29724,0.484443661205674
"both",16985.5614502368,2014,"Oregon","Na0210290_fdw",57447.29724,0.295672072774381
"active",23791.5663334071,2014,"Oregon","Na0210290_fwo",216308.93843,0.109988826657324
"both",127500.898161571,2014,"Oregon","Na0210290_fwo",216308.93843,0.589438878887713
"active",20482.4626140402,2014,"Oregon","Na0210350_fvg",93108.557885,0.219984747689235
"both",13453.280759691,2014,"Oregon","Na0210350_fvg",93108.557885,0.144490270983548
"passive",6949.04031624645,2014,"Oregon","Na0210350_fvg",93108.557885,0.0746337444601959
"active",121321.456404731,2014,"Oregon","Na0710270_fdd",1403267.971,0.0864563710652319
"both",549056.150913274,2014,"Oregon","Na0710270_fdd",1403267.971,0.391269637916701
"passive",247890.756012819,2014,"Oregon","Na0710270_fdd",1403267.971,0.176652472040794
"active",55182.3276675291,2014,"Oregon","Na0710412_fmc",296241.037355,0.186275095983415
"active",98474.9078040997,2014,"Oregon","Na0710412_fmh",662575.19644,0.148624500786028
"active",7400.74503840773,2014,"Oregon","Na0710412_fmi",70280.37832,0.10530314741208
"active",43008.9620146276,2014,"Oregon","R1RFWF_fcw",149554.85523,0.287579844522495
"active",1182.73470967504,2014,"Oregon","R1RFWF_frm",3802.50971,0.311040549499357
"active",64741.0512934648,2014,"Oregon","RaABAMlw_fsi",935569.284445,0.0691996331750786
"both",35761.0339534217,2014,"Oregon","RaABAMlw_fsi",935569.284445,0.0382238221668809
"passive",125913.666749915,2014,"Oregon","RaABAMlw_fsi",935569.284445,0.134585079740631
"active",24556.5400517383,2014,"Oregon","RaABAMlw_fsw",305401.487405,0.0804074016154784
"both",11231.3029373189,2014,"Oregon","RaABAMlw_fsw",305401.487405,0.0367755345029634
"passive",33562.0213591266,2014,"Oregon","RaABAMlw_fsw",305401.487405,0.10989475409666
"active",7195.26982530455,2014,"Oregon","RaABAMlw_fwc",91820.001255,0.0783627720209025
"both",2653.58858311761,2014,"Oregon","RaABAMlw_fwc",91820.001255,0.0288998970469205
"passive",7353.8448777905,2014,"Oregon","RaABAMlw_fwc",91820.001255,0.0800897928259399
"passive",11120.7786844439,2014,"Oregon","RaABAMup_fsi",49085.467635,0.226559493476524
"active",126.485076454437,2014,"Oregon","RaABAMup_fst",2646.722895,0.0477893158718595
"both",16.9266189145752,2014,"Oregon","RaABAMup_fst",2646.722895,0.00639531208444668
"passive",11.5812848156463,2014,"Oregon","RaABAMup_fst",2646.722895,0.00437570734644146
"active",12.5791187897218,2014,"Oregon","RaABAMup_fsw",510.17413,0.0246565202938099
"passive",221.118012851617,2014,"Oregon","RaABAMup_fsw",510.17413,0.433416749006103
"active",81.9636289680454,2014,"Oregon","RaDFHEdy_fdg",1354.38555,0.060517205730706
"both",264965.917317569,2014,"Oregon","RaDFHEdy_fwi",2964966.58168,0.0893655661938136
"passive",513387.030530167,2014,"Oregon","RaDFHEdy_fwi",2964966.58168,0.173151034383421
"active",1862.24934234667,2014,"Oregon","RaDFHEdy_fwx",110789.849965,0.0168088443384929
"both",7784.3054041367,2014,"Oregon","RaDFHEdy_fwx",110789.849965,0.0702619004050991
"passive",13774.8872374983,2014,"Oregon","RaDFHEdy_fwx",110789.849965,0.124333476774722
"passive",39686.6676451312,2014,"Oregon","RaDFHEwt_fdm",143058.69728,0.277415273588399
"passive",46266.142200828,2014,"Oregon","RaDFHEwt_fhc",136162.22833,0.339786905430913
"passive",178.508801687683,2014,"Oregon","RaDFHEwt_fwc",365.394985,0.488536539951917
"passive",239611.725467529,2014,"Oregon","RaDFHEwt_fwm",728744.82558,0.328800585687624
"passive",716896.900291867,2014,"Oregon","RaDFHEwt_fwn",1863633.62722,0.3846769503517
"passive",183421.785960623,2014,"Oregon","RaDFHEwt_fww",504339.37478,0.363687221606749
"active",202563.005324842,2014,"Oregon","RaDFWV_fwx",1274299.998525,0.158960217813159
"both",129947.758877016,2014,"Oregon","RaDFWV_fwx",1274299.998525,0.101975797714377
"both",567751.403455645,2014,"Oregon","RaMCONdy_fdd",1523190.91643,0.372738175714913
"passive",33053.5636500455,2014,"Oregon","RaMCONdy_fdd",1523190.91643,0.0217002105865464
"active",47264.9758411878,2014,"Oregon","RaMCONdy_fdg",1043084.14564,0.0453127161780296
"both",389393.569525749,2014,"Oregon","RaMCONdy_fdg",1043084.14564,0.373309834257744
"active",760.82839738943,2014,"Oregon","RaMCONdy_fdx",4596.682255,0.165516856546229
"both",1265.97868378739,2014,"Oregon","RaMCONdy_fdx",4596.682255,0.275411397516184
"passive",44.2375121168163,2014,"Oregon","RaMCONdy_fdx",4596.682255,0.00962379160941511
"active",7602.77246104866,2014,"Oregon","RaMCONdy_fmd",595788.865965,0.0127608501859706
"both",213468.388680186,2014,"Oregon","RaMCONdy_fmd",595788.865965,0.358295364137815
"active",7037.96388837539,2014,"Oregon","RaMCONdy_fmx",596169.8286,0.0118053003535969
"both",221490.692600191,2014,"Oregon","RaMCONdy_fmx",596169.8286,0.371522814430786
"passive",4419.62564452292,2014,"Oregon","RaMCONdy_fmx",596169.8286,0.0074133668503514
"active",35641.6811568303,2014,"Oregon","RaMCONms_fcm",1811014.747825,0.0196805029885236
"both",216114.251378906,2014,"Oregon","RaMCONms_fcm",1811014.747825,0.119333236594818
"passive",137937.313461751,2014,"Oregon","RaMCONms_fcm",1811014.747825,0.0761657593497855
"active",23942.7495632659,2014,"Oregon","RaMCONms_fmm",842058.6364,0.028433589453612
"both",79674.5869269593,2014,"Oregon","RaMCONms_fmm",842058.6364,0.0946188109507279
"passive",56910.3267231063,2014,"Oregon","RaMCONms_fmm",842058.6364,0.0675847551025799
