"type","REST_ACRES","YEAR","STATE","ew","BpS_Code","AREA_STRATA","REST_PCT"
"active",6704.40478039748,2015,"Oregon","eastside","Na0210290_fdw",9646.16073,0.695033492397289
"both",1052.120669188,2015,"Oregon","eastside","Na0210290_fdw",9646.16073,0.109071442891871
"active",23554.0484734071,2015,"Oregon","eastside","Na0210290_fwo",216308.93843,0.108890777442512
"both",127445.077016571,2015,"Oregon","eastside","Na0210290_fwo",216308.93843,0.589180816759513
"active",44.5952163858188,2015,"Oregon","eastside","Na0210350_fvg",1960.63432,0.0227453002994556
"both",404.899145724337,2015,"Oregon","eastside","Na0210350_fvg",1960.63432,0.20651436200726
"passive",228.380021326465,2015,"Oregon","eastside","Na0210350_fvg",1960.63432,0.116482721431942
"active",118578.214079731,2015,"Oregon","eastside","Na0710270_fdd",1403267.971,0.0845014755059431
"both",548763.479093274,2015,"Oregon","eastside","Na0710270_fdd",1403267.971,0.391061073461409
"passive",247905.656477819,2015,"Oregon","eastside","Na0710270_fdd",1403267.971,0.176663090443913
"active",2608.58800160926,2015,"Oregon","eastside","Na0710412_fmc",16639.371505,0.156772027166134
"both",137.698643249438,2015,"Oregon","eastside","Na0710412_fmc",16639.371505,0.00827547141477431
"active",95517.9649914969,2015,"Oregon","eastside","Na0710412_fmh",661932.697285,0.144301626711108
"active",4324.6375200927,2015,"Oregon","eastside","Na0710412_fmi",48558.391485,0.0890605596239449
"active",43124.2370514228,2015,"Oregon","eastside","R1RFWF_fcw",149284.8677,0.288872125593362
"active",1193.18727467504,2015,"Oregon","eastside","R1RFWF_frm",3802.50971,0.313789409015089
"active",5017.18848714856,2015,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.0371595253250152
"both",5780.44883049521,2015,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.0428125702785423
"passive",19230.9560759829,2015,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.142432998313739
"active",651.809157969504,2015,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.0296382014531187
"both",1060.36966479672,2015,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.0482157228933743
"passive",3040.797025169,2015,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.138267088929456
"active",283.471774821594,2015,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.0248495332855305
"both",248.349243744976,2015,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.0217706429599953
"passive",1589.70794401312,2015,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.139356027575896
"both",39196.3964850253,2015,"Oregon","eastside","RaDFHEdy_fwi",491309.474125,0.0797794436079872
