"type","REST_ACRES","YEAR","BpS_Code","AREA_STRATA","REST_PCT"
"active",26360.8376313162,2003,"Na0210290_fdw",57447.29724,0.458869936407755
"both",18309.7012802368,2003,"Na0210290_fdw",57447.29724,0.318721718164452
"active",19696.6071984071,2003,"Na0210290_fwo",216308.93843,0.0910577590614969
"both",126934.680491571,2003,"Na0210290_fwo",216308.93843,0.586821244710829
"active",21754.5620140402,2003,"Na0210350_fvg",93108.557885,0.233647287727404
"both",10696.472339691,2003,"Na0210350_fvg",93108.557885,0.114881731418313
"passive",7738.32017124645,2003,"Na0210350_fvg",93108.557885,0.0831107295293327
"active",101427.111679731,2003,"Na0710270_fdd",1403267.971,0.0722792180651368
"both",548569.550653274,2003,"Na0710270_fdd",1403267.971,0.390922875737234
"passive",248911.549062819,2003,"Na0710270_fdd",1403267.971,0.177379911896257
"passive",221727.312490212,2003,"Na0710411_fmt",503602.80254,0.44028212585771
"active",162560.264253092,2003,"Na0710412_fmc",833037.183225,0.195141666574546
"active",205797.622615254,2003,"Na0710412_fmh",1420041.44669,0.14492367324556
"active",17011.0717769217,2003,"Na0710412_fmi",107664.08824,0.158001354537099
"active",50649.0611873192,2003,"Na1010471_frn",685999.617,0.0738324919317253
"both",50305.1034112447,2003,"Na1010471_frn",685999.617,0.0733310954767555
"passive",210648.723954667,2003,"Na1010471_frn",685999.617,0.307068282160086
"active",41463.0943696276,2003,"R1RFWF_fcw",149554.85523,0.277243385417756
"active",1137.36612967504,2003,"R1RFWF_frm",3802.50971,0.299109329473623
"active",154510.677029582,2003,"RaABAMlw_fsi",2302986.736655,0.0670914315616089
"both",111893.62675319,2003,"RaABAMlw_fsi",2302986.736655,0.0485863096700728
"passive",335281.858254607,2003,"RaABAMlw_fsi",2302986.736655,0.145585666177822
"active",21757.5731631996,2003,"RaABAMlw_fsw",305406.380095,0.0712413838782009
"both",11259.8333250998,2003,"RaABAMlw_fsw",305406.380095,0.0368683631350377
"passive",34152.3744528653,2003,"RaABAMlw_fsw",305406.380095,0.111826001939586
"active",11161.3698595115,2003,"RaABAMlw_fwc",381817.52138,0.0292322097193735
"both",16420.4280602193,2003,"RaABAMlw_fwc",381817.52138,0.0430059574030838
"passive",78961.6502982299,2003,"RaABAMlw_fwc",381817.52138,0.206804679923644
"active",623.341523176056,2003,"RaABAMup_fsi",49085.467635,0.012699105319954
"passive",9601.8648479725,2003,"RaABAMup_fsi",49085.467635,0.195615226065932
"active",65860.3724136737,2003,"RaABAMup_fst",1466341.86174,0.0449147460985135
"passive",236015.590391731,2003,"RaABAMup_fst",1466341.86174,0.160955365559617
"active",14.3582787897218,2003,"RaABAMup_fsw",510.17413,0.0281438786198779
"passive",227.592989501061,2003,"RaABAMup_fsw",510.17413,0.446108448307759
"active",13219.4105938078,2003,"RaABLA_faf",171601.76116,0.0770354016441717
"both",2192.70722048716,2003,"RaABLA_faf",171601.76116,0.0127778829638158
"passive",18370.1490031674,2003,"RaABLA_faf",171601.76116,0.107051051684949
"both",170222.796743249,2003,"RaDFHEdy_fdg",1480643.6394,0.114965405728706
"passive",421701.545063288,2003,"RaDFHEdy_fdg",1480643.6394,0.284809615117229
"both",623294.058936498,2003,"RaDFHEdy_fwi",5928320.79961,0.105138382352302
"passive",1324305.25261031,2003,"RaDFHEdy_fwi",5928320.79961,0.223386233197338
"active",2126.89939234667,2003,"RaDFHEdy_fwx",110789.849965,0.0191976015223289
"both",7335.9570841367,2003,"RaDFHEdy_fwx",110789.849965,0.0662150647054241
"passive",17667.9117124983,2003,"RaDFHEdy_fwx",110789.849965,0.159472295684847
"passive",40992.7934801312,2003,"RaDFHEwt_fdm",143058.69728,0.286545273090936
"passive",49677.681500828,2003,"RaDFHEwt_fhc",136162.22833,0.364841866280495
"passive",173.616111687683,2003,"RaDFHEwt_fwc",365.394985,0.47514639996409
"passive",833906.854127351,2003,"RaDFHEwt_fwm",2203764.762615,0.378401029127007
"passive",1266642.82543768,2003,"RaDFHEwt_fwn",2998723.91873,0.422393944813072
"passive",310238.539967011,2003,"RaDFHEwt_fww",922874.088265,0.336165619895406
"active",206326.546112946,2003,"RaDFWV_fwx",1274809.283075,0.161848951723399
"both",78114.9726433402,2003,"RaDFWV_fwx",1274809.283075,0.0612758109628109
"passive",37810.5796422229,2003,"RaDFWV_fwx",1274809.283075,0.0296597931504068
