"type","REST_ACRES","YEAR","BpS_Code","BPS_LLID","AREA_STRATA","REST_PCT"
"active",5.0090835590195,2014,"Na0210290_fdw","Na0210290_fdw_1709000105",7.783825,0.643524688571429
"both",0.9538171900581,2014,"Na0210290_fdw","Na0210290_fdw_1709000105",7.783825,0.122538365142857
"active",31.9017075433712,2014,"Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.407517484545455
"both",15.8060595607587,2014,"Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.201909118
"passive",14.0436236078256,2014,"Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.179395480909091
"active",5.1828144098162,2014,"Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.448164337692308
"both",1.86239669647572,2014,"Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.161043733384615
"passive",2.2742762716106,2014,"Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.196659466923077
"active",54.5543686532363,2014,"Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.31816333998703
"both",62.3713849612073,2014,"Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.363752503214008
"passive",5.90831385407255,2014,"Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.0344575313748378
"active",1.9578516425936,2014,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.880348768
"both",0.0105352381173,2014,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.004737174
"active",8.63256133761245,2014,"Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.504108393636364
"both",3.17263193516597,2014,"Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.18526950761039
"passive",1.77242188296185,2014,"Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.103502623766234
"active",20.442669024824,2014,"Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.431551842206573
"both",16.8418050423536,2014,"Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.355536353070423
"active",208.11597878161,2014,"Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.303730712246024
"both",213.371488016186,2014,"Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.311400760323921
"passive",98.6672803429281,2014,"Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.143997993375527
"active",1066.32203666151,2014,"Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.34812468374283
"both",974.671225299233,2014,"Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.318203226037465
"passive",318.220401805631,2014,"Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.103890169133087
"active",216.440997590673,2014,"Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.268996076434494
"both",287.266440343253,2014,"Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.357018985330017
"passive",105.127508474753,2014,"Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.130654024051963
"active",180.868178201995,2014,"Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.301212770740741
"both",230.018615778547,2014,"Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.383066525407407
"passive",37.648861025935,2014,"Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.062699352962963
"active",150.214681704302,2014,"Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.419008010148883
"both",92.6503125907473,2014,"Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.258438274327543
"passive",1.7825094199286,2014,"Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.00497212200992556
"active",190.897337237388,2014,"Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.346117191290323
"both",197.316541678073,2014,"Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.357755892193548
"passive",34.236875646044,2014,"Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.0620750996774194
"active",565.953326628257,2014,"Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.336348318659794
"both",532.848831837217,2014,"Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.31667418540682
"passive",111.959320019343,2014,"Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.0665378703066351
"active",39.3860576047225,2014,"Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.261594629704579
"both",67.087947663732,2014,"Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.445585262756278
"passive",8.85388655539187,2014,"Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.0588058139290991
"active",81.6697820039697,2014,"Na0210290_fdw","Na0210290_fdw_1709000407",258.42299,0.316031410378658
"both",97.5326382943228,2014,"Na0210290_fdw","Na0210290_fdw_1709000407",258.42299,0.377414711803786
"passive",7.70235841560611,2014,"Na0210290_fdw","Na0210290_fdw_1709000407",258.42299,0.0298052368158348
"active",306.411885803882,2014,"Na0210290_fdw","Na0210290_fdw_1709000506",566.440065,0.540943172520613
"both",93.575444802228,2014,"Na0210290_fdw","Na0210290_fdw_1709000506",566.440065,0.165199198616412
"active",39.416403555925,2014,"Na0210290_fdw","Na0210290_fdw_1709000606",111.1975,0.35447203
"both",42.41022700083,2014,"Na0210290_fdw","Na0210290_fdw_1709000606",111.1975,0.381395508
"active",44.6099417369958,2014,"Na0210290_fdw","Na0210290_fdw_1709000607",100.96733,0.441825506696035
"both",30.4880328367536,2014,"Na0210290_fdw","Na0210290_fdw_1709000607",100.96733,0.301959384651982
"active",86.4715699069419,2014,"Na0210290_fdw","Na0210290_fdw_1709000608",216.61273,0.399198929383984
"both",69.8532075176168,2014,"Na0210290_fdw","Na0210290_fdw_1709000608",216.61273,0.322479696911704
"active",641.923204739901,2014,"Na0210290_fdw","Na0210290_fdw_1709000701",1107.304705,0.579716858278771
"both",199.711651694265,2014,"Na0210290_fdw","Na0210290_fdw_1709000701",1107.304705,0.180358351944567
"active",0.6360081210308,2014,"Na0210290_fdw","Na0210290_fdw_1709000702",0.88958,0.71495326
"both",0.14713253600664,2014,"Na0210290_fdw","Na0210290_fdw_1709000702",0.88958,0.165395508
"active",3.6102813774733,2014,"Na0210290_fdw","Na0210290_fdw_1709000703",6.449455,0.559780846206896
"both",2.06748838604814,2014,"Na0210290_fdw","Na0210290_fdw_1709000703",6.449455,0.320567921793104
"active",1.7918349760266,2014,"Na0210290_fdw","Na0210290_fdw_1709000802",8.00622,0.223805363333333
"both",2.81190194371396,2014,"Na0210290_fdw","Na0210290_fdw_1709000802",8.00622,0.351214673555556
