"strataID","BpS","SCLASS","YEAR","ew","PVT","BpS_Code","BPS_LLID","sclass","AREA_TOTAL","AREA_STRATA","avg","low","high","departure"
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000802","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000802","D",9790.94706086267,25601.000425,10611.9264195447,9790.94706086267,11432.9057526257,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000802","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000802","E",3678.2736324117,25601.000425,3152.23938026905,2626.20515372741,3678.2736324117,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000803","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000803","A",2995.42928269301,16513.71833,2306.30395334904,1926.59154341629,2686.01634676807,309.41293592494
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000803","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000803","B",186.793058839624,16513.71833,108.370863697667,29.9486685557098,186.793058839624,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000803","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000803","C",5321.91235,16513.71833,5220.57955338913,4748.80398945255,5692.35513383943,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000803","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000803","D",6315.57123795593,16513.71833,6845.1373353331,6315.57123795593,7374.70341619656,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000803","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000803","E",1694.01240051144,16513.71833,2033.32652514875,1694.01240051144,2372.64066629978,-2.27373675443232e-13
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000804","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000804","A",13496.040575,81677.454885,11407.0637112994,9528.99224297273,13285.1350979487,210.905477051332
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000804","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000804","B",5077.96243679782,81677.454885,536.00625574644,148.127210113605,923.885301379275,4154.07713541854
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000804","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000804","C",23487.7582295676,81677.454885,25821.1774250054,23487.7582295676,28154.5967021207,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000804","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000804","D",31237.0463485524,81677.454885,33856.2996362006,31237.0463485524,36475.5528421714,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000804","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000804","E",8378.6472950822,81677.454885,10056.9073666833,8378.6472950822,11735.1675199619,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000805","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000805","A",6177.57813637189,52950.91513,7395.11855884782,6177.57813637189,8612.65892837283,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000805","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000805","B",3687.80810364813,52950.91513,347.489056767747,96.0298204959082,598.948293039585,3088.85981060855
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000805","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000805","C",15226.9471956355,52950.91513,16739.6863224154,15226.9471956355,18252.4255021462,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000805","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000805","D",20250.7557617082,52950.91513,21948.7991046785,20250.7557617082,23646.842394698,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000805","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000805","E",7607.82593263634,52950.91513,6519.82176958503,5431.81765948463,7607.82593263634,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000806","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000806","A",14708.76051,103098.541285,14398.7301102352,12028.107407972,16769.3527093999,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000806","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000806","B",8736.54173449037,103098.541285,676.58159971928,186.975699828448,1166.18749961011,7570.35423488026
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000806","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000806","C",29647.76038789,103098.541285,32593.15230289,29647.76038789,35538.5443209886,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000806","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000806","D",39429.4106877114,103098.541285,42735.6007935697,39429.4106877114,46041.7907963295,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000806","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000806","E",10576.0679649082,103098.541285,12694.4758599945,10576.0679649082,14812.8838581793,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000807","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000807","A",12681.185295,77980.13801,10890.6968728203,9097.64060657205,12683.7530610884,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000807","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000807","B",5052.02297278294,77980.13801,511.742706187175,141.42189302983,882.06351934452,4169.95945343842
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000807","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000807","C",22424.5311128513,77980.13801,24652.3227494985,22424.5311128513,26880.1144641257,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000807","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000807","D",29823.029974606,77980.13801,32323.7167692855,29823.029974606,34824.403485985,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1702000807","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1702000807","E",7999.36865475976,77980.13801,9601.65844432768,7999.36865475976,11203.9483118757,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011601","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011601","A",1085.21585227637,9301.89327,1299.10131646479,1085.21585227637,1512.98677135132,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011601","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011601","B",105.217314609665,9301.89327,61.0434420370432,16.869569464421,105.217314609665,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011601","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011601","C",3599.79951563671,9301.89327,2940.66259595515,2674.91954188114,3206.40565933105,393.393856305651
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011601","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011601","D",3557.45256280799,9301.89327,3855.74802956935,3557.45256280799,4154.04348702881,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011601","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011601","E",954.208024669265,9301.89327,1145.3378301623,954.208024669265,1336.46764495723,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011602","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011602","A",523.304129597909,4485.484755,626.442271596099,523.304129597909,729.580409108804,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011602","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011602","B",230.283444407284,4485.484755,29.4358815675686,8.13470918873207,50.7370539464052,179.546390460878
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011602","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011602","C",1556.32021,4485.484755,1418.02285415338,1289.87835892031,1546.16735387195,10.1528561280538
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011602","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011602","D",1715.44639074438,4485.484755,1859.28805069536,1715.44639074438,2003.12970616086,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011602","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011602","E",460.130580250428,4485.484755,552.295670074678,460.130580250428,644.460764384413,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011603","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011603","A",243.295295911527,2085.397915,291.246426731946,243.295295911527,339.197555466967,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011603","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011603","B",23.5887428655581,2085.397915,13.6853716822396,3.78200049892114,23.5887428655581,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011603","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011603","C",807.041554490637,2085.397915,659.269190510005,599.692070583357,718.846312522051,88.1952419685865
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011603","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011603","D",797.547761714019,2085.397915,864.422829657911,797.547761714019,931.297895516406,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011603","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011603","E",213.924560018259,2085.397915,256.774083905511,213.924560018259,299.623609878161,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011605","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011605","A",11.7563405701999,72.278375,10.0943893236518,8.43243800482525,11.7563405701999,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011605","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011605","B",0.817568671356124,72.278375,0.474325028978125,0.131081386600125,0.817568671356125,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011605","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011605","C",24.9146903668195,72.278375,22.8497906490084,20.7848910034756,24.9146903668195,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011605","RaMCONdy","D",NA,NA,NA,NA,NA,NA,27.6424253553435,72.278375,29.9602665712724,27.6424253553435,32.2781077149229,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011605","RaMCONdy","E",NA,NA,NA,NA,NA,NA,7.147350036281,72.278375,8.89960299341912,7.41446966043875,10.3847363986779,-0.26711962415775
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011606","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011606","A",223.161228552314,1912.819395,267.144130993011,223.161228552314,311.12703152089,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011606","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011606","B",27.5426332761689,1912.819395,12.5528294592026,3.46901848045438,21.6366404379509,5.90599283821805
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011606","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011606","C",734.34829,1912.819395,604.710921144988,550.064146218135,659.35769798466,74.99059201534
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011606","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011606","D",731.546155327106,1912.819395,792.886931629273,731.546155327106,854.22770601862,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011606","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011606","E",196.221087844411,1912.819395,235.524570296609,196.221087844411,274.828054661626,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011611","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011611","A",366.097539224875,3137.99345,438.251794943773,366.097539224875,510.406047524678,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011611","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011611","B",35.4950583164151,3137.99345,20.5930035657887,5.69094881516235,35.4950583164151,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011611","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011611","C",1214.39227192736,3137.99345,992.032449407718,902.384037104742,1081.68086484869,132.711407078677
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011611","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011611","D",1200.1065285043,3137.99345,1300.73649637124,1200.1065285043,1401.36646110019,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011611","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011611","E",321.902052027048,3137.99345,386.37968688352,321.902052027048,450.857324877984,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011612","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011612","A",494.960024683215,3043.030785,424.989320355467,355.018612984689,494.960024683215,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011612","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011612","B",34.4208988620488,3043.030785,19.9698134507929,5.51872803953696,34.4208988620488,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011612","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011612","C",1048.94679473597,3043.030785,962.011339847328,875.075888001714,1048.94679473597,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011612","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011612","D",1163.7886342682,3043.030785,1261.37331536837,1163.7886342682,1358.95799342551,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011612","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011612","E",300.914432450563,3043.030785,374.686977719858,312.160579580872,437.213378901875,-11.2461471303094
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011613","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011613","A",0.44479,3.11353,0.43483523240346,0.36324348328478,0.50642697840861,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011613","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011613","B",0.03521834276611,3.11353,0.02043246278675,0.00564658280739,0.03521834276611,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011613","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011613","C",1.12337848732327,3.11353,0.98429867411113,0.89534915091895,1.07324820041684,0.0501302869064295
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011613","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011613","D",1.19075063069172,3.11353,1.29059609845481,1.19075063069172,1.39044156310437,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011613","RaMCONdy","E",NA,NA,NA,NA,NA,NA,0.3193925392189,3.11353,0.38336751356267,0.3193925392189,0.44734249101997,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011801","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011801","A",10.3853540676535,46.035765,6.42934950767973,5.37081435999639,7.48788460932731,2.89746945832622
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011801","RaMCONdy","B",NA,NA,NA,NA,NA,NA,0.083488760080695,46.035765,0.302108556918375,0.083488760080695,0.520728353756055,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011801","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011801","C",13.2383767314445,46.035765,14.5535589672146,13.2383767314445,15.8687412490204,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011801","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011801","D",17.6060986109419,46.035765,19.0823851700104,17.6060986109419,20.5586716830432,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011801","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011801","E",4.72244682987945,46.035765,5.66836252196233,4.72244682987945,6.61427826008098,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011802","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011802","A",60.9882775426369,374.95797,52.3665858451595,43.7448937727242,60.9882775426369,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011802","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011802","B",4.24129470740439,374.95797,2.46065230417575,0.68000990094711,4.24129470740439,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011802","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011802","C",129.249747564485,374.95797,118.53768318224,107.825619174954,129.249747564485,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011802","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011802","D",143.400397381874,374.95797,155.424644428201,143.400397381874,167.448891099569,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011802","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011802","E",37.0782528035993,374.95797,46.1684019904758,38.4639872230761,53.8728171328335,-1.38573441947683
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011901","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011901","A",880.698832678068,4649.167475,649.302180956738,542.400358433452,756.203998830857,124.494833847212
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011901","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011901","B",52.5885325375377,4649.167475,30.5100453255006,8.43155811346343,52.5885325375378,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011901","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011901","C",1460.912755,4649.167475,1469.76884159237,1336.94814285433,1602.58954497957,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011901","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011901","D",1778.04585247217,4649.167475,1927.13653129984,1778.04585247217,2076.22720547835,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011901","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011901","E",476.921502312222,4649.167475,572.449847930544,476.921502312222,667.978198198034,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011902","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011902","A",408.094825,3313.6855,462.788925915111,386.594850067373,538.982998449164,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011902","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011902","B",37.4823790867885,3313.6855,21.7459782516125,6.0095774164365,37.4823790867885,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011902","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011902","C",1260.88449365119,3313.6855,1047.57501744685,952.907310620883,1142.24272758649,118.641766064701
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011902","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011902","D",1267.2988855219,3313.6855,1373.56299049833,1267.2988855219,1479.82709216108,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011902","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011902","E",339.924916740115,3313.6855,408.012568005985,339.924916740115,476.100222585539,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011904","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011904","A",77.519501052118,476.592485,66.5608502171868,55.6021989056631,77.519501052118,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011904","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011904","B",5.39092203912669,476.592485,3.12762626800038,0.864330496874055,5.39092203912669,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011904","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011904","C",164.283635249521,476.592485,150.668004187154,137.052373601379,164.283635249521,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011904","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011904","D",182.269900112311,476.592485,197.55338849919,182.269900112311,212.836876409476,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705011904","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705011904","E",47.1285265469236,476.592485,58.6826129689144,48.889872253293,68.4753541611283,-1.76134570636945
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020103","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020103","A",1098.6313,5847.20934,816.620566453698,682.171261608817,951.06986545137,147.56143454863
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020103","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020103","B",231.063461482066,5847.20934,38.3721651135165,10.6042825122784,66.1400477147546,164.923413767312
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020103","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020103","C",1681.46570542579,5847.20934,1848.5129099807,1681.46570542579,2015.56012038283,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020103","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020103","D",2236.22968443905,5847.20934,2423.73947289813,2236.22968443905,2611.24925551001,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020103","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020103","E",599.819188653094,5847.20934,719.964190470694,599.819188653094,840.109198135504,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020106","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020106","A",2651.170795,18311.11472,2557.32812108366,2136.28681712398,2978.36940673224,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020106","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020106","B",760.407999334542,18311.11472,120.166232572132,33.2083601449474,207.124104999317,553.283894335226
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020106","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020106","C",5265.67626357591,18311.11472,5788.80111654386,5265.67626357591,6311.92598782292,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020106","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020106","D",7002.97456633096,18311.11472,7590.18002588395,7002.97456633096,8177.38546712582,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020106","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020106","E",2630.88509575859,18311.11472,2254.63911404971,1878.39315065195,2630.88509575859,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020107","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020107","A",1228.23169860609,5683.749015,793.791716752516,663.100978736366,924.482449084918,303.749249521168
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020107","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020107","B",64.2910847195337,5683.749015,37.2994608172121,10.3078369148904,64.2910847195338,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020107","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020107","C",1634.45987500254,5683.749015,1796.83722958987,1634.45987500254,1959.21458986094,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020107","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020107","D",2173.71527632774,5683.749015,2355.98317772926,2173.71527632774,2538.25107344703,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020107","RaMCONdy","E",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020107","E",583.051080344102,5683.749015,699.837396008654,583.051080344102,816.623717356955,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020201","RaMCONdy","A",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020201","A",2015.4564670056,17275.421205,2412.6832869906,2015.4564670056,2809.91008970017,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020201","RaMCONdy","B",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020201","B",195.408974837761,17275.421205,113.369519772282,31.3300647068034,195.408974837761,0
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020201","RaMCONdy","C",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020201","C",6685.52638490756,17275.421205,5461.3811933056,4967.84476387379,5954.91764001284,730.608744894726
"2009_RaMCONdy_fdd_RaMCONdy_fdd_1705020201","RaMCONdy","D",2009,"eastside","fdd","RaMCONdy_fdd","RaMCONdy_fdd_1705020201","D",6606.87987439301,17275.421205,7160.87245227651,6606.87987439301,7714.8650128846,0
