"type","REST_ACRES","YEAR","BpS_Code","AREA_STRATA","REST_PCT"
"active",26774.2699363162,2011,"Na0210290_fdw",57447.29724,0.46606665975007
"both",17973.8848302368,2011,"Na0210290_fdw",57447.29724,0.312876074137075
"active",23092.1340584071,2011,"Na0210290_fwo",216308.93843,0.106755339035053
"both",127485.552906571,2011,"Na0210290_fwo",216308.93843,0.589367937505857
"active",19389.3911890402,2011,"Na0210350_fvg",93108.557885,0.208244995191402
"both",13503.986819691,2011,"Na0210350_fvg",93108.557885,0.145034861740314
"passive",7628.67943624645,2011,"Na0210350_fvg",93108.557885,0.0819331714456233
"active",128983.408944731,2011,"Na0710270_fdd",1403267.971,0.0919164490391771
"both",549998.216133274,2011,"Na0710270_fdd",1403267.971,0.391940974567625
"passive",249617.430792819,2011,"Na0710270_fdd",1403267.971,0.177882938933564
"passive",223738.430475212,2011,"Na0710411_fmt",503602.80254,0.444275586527223
"active",158160.179178092,2011,"Na0710412_fmc",833037.183225,0.189859687374091
"active",169381.330945254,2011,"Na0710412_fmh",1420041.44669,0.119279145929203
"active",16205.533529146,2011,"Na0710412_fmi",107664.08824,0.150519395966289
"active",47456.1361723192,2011,"Na1010471_frn",685999.617,0.0691780796902678
"both",50560.8576612447,2011,"Na1010471_frn",685999.617,0.0737039152913182
"passive",210974.977419667,2011,"Na1010471_frn",685999.617,0.30754387056701
"active",42797.2419746276,2011,"R1RFWF_fcw",149554.85523,0.286164176407445
"active",1146.48432467504,2011,"R1RFWF_frm",3802.50971,0.301507270753305
"active",172377.224144582,2011,"RaABAMlw_fsi",2302986.736655,0.0748494211455831
"both",111634.31418319,2011,"RaABAMlw_fsi",2302986.736655,0.0484737112925516
"passive",337044.338629607,2011,"RaABAMlw_fsi",2302986.736655,0.146350968186274
"active",23927.9259681996,2011,"RaABAMlw_fsw",305406.380095,0.0783478261349897
"both",11607.8815000998,2011,"RaABAMlw_fsw",305406.380095,0.0380079862656735
"passive",34010.9312328653,2011,"RaABAMlw_fsw",305406.380095,0.111362870750394
"active",15647.7441945115,2011,"RaABAMlw_fwc",381817.52138,0.040982258063894
"both",16258.9692902193,2011,"RaABAMlw_fwc",381817.52138,0.0425830884644965
"passive",81716.9019532299,2011,"RaABAMlw_fwc",381817.52138,0.214020827692457
"passive",9537.5486794439,2011,"RaABAMup_fsi",49085.467635,0.194304936653863
"active",73007.4805286737,2011,"RaABAMup_fst",1466341.86174,0.0497888537684119
"passive",234468.833166731,2011,"RaABAMup_fst",1466341.86174,0.15990052475792
"active",22.3644987897218,2011,"RaABAMup_fsw",510.17413,0.0438369910871839
"passive",221.588324501061,2011,"RaABAMup_fsw",510.17413,0.43433861395728
"active",13042.8289638078,2011,"RaABLA_faf",171601.76116,0.0760063817273227
"both",2192.48482548716,2011,"RaABLA_faf",171601.76116,0.0127765869689583
"passive",19704.2966081674,2011,"RaABLA_faf",171601.76116,0.114825724835046
"both",167140.402043249,2011,"RaDFHEdy_fdg",1480643.6394,0.11288361196147
"passive",431983.977888288,2011,"RaDFHEdy_fdg",1480643.6394,0.291754184729649
"both",611306.301251498,2011,"RaDFHEdy_fwi",5928320.79961,0.103116265451039
"passive",1366285.86718031,2011,"RaDFHEdy_fwi",5928320.79961,0.230467600078287
