"type","REST_ACRES","YEAR","STATE","ew","BpS_Code","AREA_STRATA","REST_PCT"
"active",6461.77183539748,2009,"Oregon","eastside","Na0210290_fdw",9646.16073,0.66988017474155
"both",1243.380369188,2009,"Oregon","eastside","Na0210290_fdw",9646.16073,0.128898989348273
"active",22143.6193834071,2009,"Oregon","eastside","Na0210290_fwo",216308.93843,0.102370339127586
"both",127548.713086571,2009,"Oregon","eastside","Na0210290_fwo",216308.93843,0.589659928121032
"active",109.089766385819,2009,"Oregon","eastside","Na0210350_fvg",1960.63432,0.0556400371415608
"both",316.385935724337,2009,"Oregon","eastside","Na0210350_fvg",1960.63432,0.161369171444646
"passive",261.294481326465,2009,"Oregon","eastside","Na0210350_fvg",1960.63432,0.13327038023412
"active",119753.349259731,2009,"Oregon","eastside","Na0710270_fdd",1403267.971,0.0853389029996831
"both",549987.096383274,2009,"Oregon","eastside","Na0710270_fdd",1403267.971,0.391933050386193
"passive",249858.951762819,2009,"Oregon","eastside","Na0710270_fdd",1403267.971,0.178055052154268
"active",3001.11517660926,2009,"Oregon","eastside","Na0710412_fmc",16639.371505,0.18036229167114
"both",526.000313249438,2009,"Oregon","eastside","Na0710412_fmc",16639.371505,0.0316117897296408
"active",118295.216101497,2009,"Oregon","eastside","Na0710412_fmh",661932.697285,0.178711848782663
"active",4770.61605153998,2009,"Oregon","eastside","Na0710412_fmi",48558.391485,0.0982449357494401
"active",41896.2670096319,2009,"Oregon","eastside","R1RFWF_fcw",149284.8677,0.280646442302685
"both",49.7213317908499,2009,"Oregon","eastside","R1RFWF_fcw",149284.8677,0.000333063441438478
"active",1162.94155467504,2009,"Oregon","eastside","R1RFWF_frm",3802.50971,0.305835262331267
"active",5075.01118714856,2009,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.0375877859116993
"both",5626.32909549521,2009,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.0416710910994191
"passive",17838.9857709829,2009,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.132123448267371
