"Order","Donate","Receive","Primary","Secondary","ActiveOnly","ActivePassive","PassiveOnly","BpS","REST_ACRES","strataID"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210290",1569.10133754595,"2012_Oregon_eastside_Na0210290_fdw"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210290",4627.45359190343,"2012_Oregon_eastside_Na0210290_fdw"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210290",1166.209304188,"2012_Oregon_eastside_Na0210290_fdw"
6,"B","A","Regen / high fire","None",1,0,0,"Na0210290",376.636800948098,"2012_Oregon_eastside_Na0210290_fdw"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210290",17802.5675694266,"2012_Oregon_eastside_Na0210290_fwo"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210290",5730.35337898047,"2012_Oregon_eastside_Na0210290_fwo"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210290",127453.528026571,"2012_Oregon_eastside_Na0210290_fwo"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210350",68.8362713858188,"2012_Oregon_eastside_Na0210350_fvg"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210350",345.964470724337,"2012_Oregon_eastside_Na0210350_fvg"
11,"C","D","Grow w/ fire","None",0,0,1,"Na0210350",71.7123519914539,"2012_Oregon_eastside_Na0210350_fvg"
19,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,"Na0210350",188.692549335011,"2012_Oregon_eastside_Na0210350_fvg"
1,"B","C","Thin / low fire","None",1,0,0,"Na0710270",83484.6651424207,"2012_Oregon_eastside_Na0710270_fdd"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0710270",549932.832003274,"2012_Oregon_eastside_Na0710270_fdd"
6,"B","A","Regen / high fire","None",1,0,0,"Na0710270",47733.5911573104,"2012_Oregon_eastside_Na0710270_fdd"
13,"B","E","Grow w/o fire","None",0,0,1,"Na0710270",248771.440212819,"2012_Oregon_eastside_Na0710270_fdd"
4,"E","A","Regen / high fire","None",1,0,0,"Na0710412",704.835080627661,"2012_Oregon_eastside_Na0710412_fmc"
6,"E","C","Overstory removal","None",1,0,0,"Na0710412",1944.6736009816,"2012_Oregon_eastside_Na0710412_fmc"
16,"E","B","Regen / high fire","Grow w/o fire",0,1,0,"Na0710412",252.454463249438,"2012_Oregon_eastside_Na0710412_fmc"
1,"B","A","Regen / high fire","None",1,0,0,"Na0710412",46910.7581353033,"2012_Oregon_eastside_Na0710412_fmh"
6,"E","C","Overstory removal","None",1,0,0,"Na0710412",58527.5360678473,"2012_Oregon_eastside_Na0710412_fmh"
7,"B","C","Thin / low fire","None",1,0,0,"Na0710412",1770.75354334645,"2012_Oregon_eastside_Na0710412_fmh"
1,"B","A","Regen / high fire","None",1,0,0,"Na0710412",681.576465553274,"2012_Oregon_eastside_Na0710412_fmi"
5,"D","C","Overstory removal","None",1,0,0,"Na0710412",602.321901563319,"2012_Oregon_eastside_Na0710412_fmi"
7,"B","C","Thin / low fire","None",1,0,0,"Na0710412",2793.80526896462,"2012_Oregon_eastside_Na0710412_fmi"
1,"B","C","Thin / low fire","None",1,0,0,"R1RFWF",5531.08348762136,"2012_Oregon_eastside_R1RFWF_fcw"
2,"E","D","Thin / low fire","None",1,0,0,"R1RFWF",19115.0893366877,"2012_Oregon_eastside_R1RFWF_fcw"
6,"B","A","Regen / high fire","None",1,0,0,"R1RFWF",17875.3707850648,"2012_Oregon_eastside_R1RFWF_fcw"
9,"E","A","Regen / high fire","None",1,0,0,"R1RFWF",552.654567048961,"2012_Oregon_eastside_R1RFWF_fcw"
1,"B","C","Thin / low fire","None",1,0,0,"R1RFWF",182.167079220064,"2012_Oregon_eastside_R1RFWF_frm"
