"strataID","BpS","SCLASS","YEAR","ew","MAP_ZONE","PVT","BpS_Code","sclass","AREA_TOTAL","AREA_STRATA","avg","low","high","departure"
"2013_Na0210290_fdw","Na0210290","A",2013,"eastside","OSW","fdw","Na0210290_fdw","A",1064.160075,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-2717.90615303249
"2013_Na0210290_fdw","Na0210290","A",2013,"westside","OCR","fdw","Na0210290_fdw","A",2189.70117,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-1592.36505803249
"2013_Na0210290_fdw","Na0210290","A",2013,"westside","OWC","fdw","Na0210290_fdw","A",409.2068,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-3372.85942803249
"2013_Na0210290_fdw","Na0210290","B",2013,"eastside","OSW","fdw","Na0210290_fdw","B",3917.97979223411,50778.783165,554.968531797495,240.547931360876,869.389132234113,3048.59066
"2013_Na0210290_fdw","Na0210290","B",2013,"westside","OCR","fdw","Na0210290_fdw","B",12710.3661172341,50778.783165,554.968531797495,240.547931360876,869.389132234113,11840.976985
"2013_Na0210290_fdw","Na0210290","B",2013,"westside","OWC","fdw","Na0210290_fdw","B",869.389132234113,50778.783165,554.968531797495,240.547931360876,869.389132234113,0
"2013_Na0210290_fdw","Na0210290","C",2013,"eastside","OSW","fdw","Na0210290_fdw","C",668.917082765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-8837.87512382285
"2013_Na0210290_fdw","Na0210290","C",2013,"westside","OCR","fdw","Na0210290_fdw","C",3032.30874776589,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-6474.48345882285
"2013_Na0210290_fdw","Na0210290","C",2013,"westside","OWC","fdw","Na0210290_fdw","C",355.340132765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-9151.45207382285
"2013_Na0210290_fdw","Na0210290","D",2013,"eastside","OSW","fdw","Na0210290_fdw","D",-233.141686530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31647.3224517559
"2013_Na0210290_fdw","Na0210290","D",2013,"westside","OCR","fdw","Na0210290_fdw","D",3803.77235346973,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-27610.4084117559
"2013_Na0210290_fdw","Na0210290","D",2013,"westside","OWC","fdw","Na0210290_fdw","D",-171.538271530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31585.7190367559
"2013_Na0210290_fdw","Na0210290","E",2013,"eastside","OSW","fdw","Na0210290_fdw","E",2804.02788653027,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,430.234432058911
"2013_Na0210290_fdw","Na0210290","E",2013,"westside","OCR","fdw","Na0210290_fdw","E",18129.4897315303,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,15755.6962770589
"2013_Na0210290_fdw","Na0210290","E",2013,"westside","OWC","fdw","Na0210290_fdw","E",1228.80410153027,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,0
"2013_Na0210290_fwo","Na0210290","A",2013,"eastside","OSW","fwo","Na0210290_fwo","A",14561.8337115545,195510.11324,18100.2953931613,14561.8337115545,21638.756879258,0
"2013_Na0210290_fwo","Na0210290","B",2013,"eastside","OSW","fwo","Na0210290_fwo","B",14253.3695854912,195510.11324,2136.75779003604,926.165425177584,3347.3501548945,10906.0194305967
"2013_Na0210290_fwo","Na0210290","C",2013,"eastside","OSW","fwo","Na0210290_fwo","C",36603.358824487,195510.11324,41408.4943604048,36603.358824487,46213.6336110148,0
"2013_Na0210290_fwo","Na0210290","D",2013,"eastside","OSW","fwo","Na0210290_fwo","D",120951.894786333,195510.11324,126929.144537233,120951.894786333,132906.394288132,0
"2013_Na0210290_fwo","Na0210290","E",2013,"eastside","OSW","fwo","Na0210290_fwo","E",9139.65633213431,195510.11324,6935.41900855393,4731.18129395333,9139.65633213431,0
"2013_Na0210350_fvg","Na0210350","A",2013,"eastside","OEC","fvg","Na0210350_fvg","A",11.342145,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,-2887.1197065385
"2013_Na0210350_fvg","Na0210350","A",2013,"eastside","OSW","fvg","Na0210350_fvg","A",55.59875,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,-2842.8631015385
"2013_Na0210350_fvg","Na0210350","A",2013,"westside","OCR","fvg","Na0210350_fvg","A",3252.971665,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,0
"2013_Na0210350_fvg","Na0210350","A",2013,"westside","OWC","fvg","Na0210350_fvg","A",202.157055,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,-2696.3047965385
"2013_Na0210350_fvg","Na0210350","B",2013,"eastside","OEC","fvg","Na0210350_fvg","B",290.225475,77698.363545,7911.92700373783,6478.46235795486,9345.39087253716,-6188.23688295486
"2013_Na0210350_fvg","Na0210350","B",2013,"eastside","OSW","fvg","Na0210350_fvg","B",154.119735,77698.363545,7911.92700373783,6478.46235795486,9345.39087253716,-6324.34262295486
"2013_Na0210350_fvg","Na0210350","B",2013,"westside","OCR","fvg","Na0210350_fvg","B",22046.90593,77698.363545,7911.92700373783,6478.46235795486,9345.39087253716,12701.5150574628
"2013_Na0210350_fvg","Na0210350","B",2013,"westside","OWC","fvg","Na0210350_fvg","B",986.54422,77698.363545,7911.92700373783,6478.46235795486,9345.39087253716,-5491.91813795486
"2013_Na0210350_fvg","Na0210350","C",2013,"eastside","OEC","fvg","Na0210350_fvg","C",44.03421,77698.363545,6987.61095435016,5615.37502768993,8359.84618172513,-5571.34081768993
"2013_Na0210350_fvg","Na0210350","C",2013,"eastside","OSW","fvg","Na0210350_fvg","C",20.01555,77698.363545,6987.61095435016,5615.37502768993,8359.84618172513,-5595.35947768993
"2013_Na0210350_fvg","Na0210350","C",2013,"westside","OCR","fvg","Na0210350_fvg","C",4862.44428,77698.363545,6987.61095435016,5615.37502768993,8359.84618172513,-752.930747689926
"2013_Na0210350_fvg","Na0210350","C",2013,"westside","OWC","fvg","Na0210350_fvg","C",118.536535,77698.363545,6987.61095435016,5615.37502768993,8359.84618172513,-5496.83849268993
"2013_Na0210350_fvg","Na0210350","D",2013,"eastside","OEC","fvg","Na0210350_fvg","D",4.00311,77698.363545,34149.2375978346,31598.5922376102,36699.8829580589,-31594.5891276102
"2013_Na0210350_fvg","Na0210350","D",2013,"eastside","OSW","fvg","Na0210350_fvg","D",2.22395,77698.363545,34149.2375978346,31598.5922376102,36699.8829580589,-31596.3682876102
"2013_Na0210350_fvg","Na0210350","D",2013,"westside","OCR","fvg","Na0210350_fvg","D",7284.993015,77698.363545,34149.2375978346,31598.5922376102,36699.8829580589,-24313.5992226102
"2013_Na0210350_fvg","Na0210350","D",2013,"westside","OWC","fvg","Na0210350_fvg","D",35.5832,77698.363545,34149.2375978346,31598.5922376102,36699.8829580589,-31563.0090376102
"2013_Na0210350_fvg","Na0210350","E",2013,"eastside","OEC","fvg","Na0210350_fvg","E",448.79311,77698.363545,24721.416842206,22399.3148470834,27043.5203135974,-21950.5217370834
"2013_Na0210350_fvg","Na0210350","E",2013,"eastside","OSW","fvg","Na0210350_fvg","E",148.55986,77698.363545,24721.416842206,22399.3148470834,27043.5203135974,-22250.7549870834
"2013_Na0210350_fvg","Na0210350","E",2013,"westside","OCR","fvg","Na0210350_fvg","E",37083.92146,77698.363545,24721.416842206,22399.3148470834,27043.5203135974,10040.4011464025
"2013_Na0210350_fvg","Na0210350","E",2013,"westside","OWC","fvg","Na0210350_fvg","E",645.39029,77698.363545,24721.416842206,22399.3148470834,27043.5203135974,-21753.9245570834
"2013_Na0710270_fdd","Na0710270","A",2013,"eastside","OSW","fdd","Na0710270_fdd","A",110156.024215,1233970.22204,111386.377886831,90406.0040256523,132366.752981979,0
"2013_Na0710270_fdd","Na0710270","B",2013,"eastside","OEC","fdd","Na0710270_fdd","B",0.44479,1233970.22204,77837.9074908251,58510.556437181,97165.2523746181,-58510.111647181
"2013_Na0710270_fdd","Na0710270","B",2013,"eastside","OSW","fdd","Na0710270_fdd","B",710139.70467,1233970.22204,77837.9074908251,58510.556437181,97165.2523746181,612974.452295382
"2013_Na0710270_fdd","Na0710270","C",2013,"eastside","OSW","fdd","Na0710270_fdd","C",76558.58917,1233970.22204,247417.916306829,219233.419450325,275602.413163334,-142674.830280325
"2013_Na0710270_fdd","Na0710270","D",2013,"eastside","OSW","fdd","Na0710270_fdd","D",32208.4892122585,1233970.22204,521691.102916833,487980.515980996,555401.644195771,-455772.026768738
"2013_Na0710270_fdd","Na0710270","E",2013,"eastside","OSW","fdd","Na0710270_fdd","E",304906.969982741,1233970.22204,275636.917438682,246366.887106088,304906.969982741,0
"2013_Na0710411_fmt","Na0710411","A",2013,"westside","WCR","fmt","Na0710411_fmt","A",4593.34633,378447.125155,3476.80357842424,1314.51413929263,5639.09301755585,0
"2013_Na0710411_fmt","Na0710411","A",2013,"westside","WNC","fmt","Na0710411_fmt","A",21415.30413,378447.125155,3476.80357842424,1314.51413929263,5639.09301755585,15776.2111124442
"2013_Na0710411_fmt","Na0710411","A",2013,"westside","WWC","fmt","Na0710411_fmt","A",545.534935,378447.125155,3476.80357842424,1314.51413929263,5639.09301755585,-768.979204292634
"2013_Na0710411_fmt","Na0710411","B",2013,"westside","WCR","fmt","Na0710411_fmt","B",68391.0115793283,378447.125155,18193.5617064828,13057.3564193283,23329.7673720844,45061.2442072439
"2013_Na0710411_fmt","Na0710411","B",2013,"westside","WNC","fmt","Na0710411_fmt","B",137976.850314328,378447.125155,18193.5617064828,13057.3564193283,23329.7673720844,114647.082942244
"2013_Na0710411_fmt","Na0710411","B",2013,"westside","WWC","fmt","Na0710411_fmt","B",13057.3564193283,378447.125155,18193.5617064828,13057.3564193283,23329.7673720844,0
"2013_Na0710411_fmt","Na0710411","C",2013,"westside","WCR","fmt","Na0710411_fmt","C",-9010.65699932826,378447.125155,16720.7151296505,11786.3372081297,21655.094943407,-20796.9942074579
"2013_Na0710411_fmt","Na0710411","C",2013,"westside","WNC","fmt","Na0710411_fmt","C",9186.59148067174,378447.125155,16720.7151296505,11786.3372081297,21655.094943407,-2599.74572745794
"2013_Na0710411_fmt","Na0710411","C",2013,"westside","WWC","fmt","Na0710411_fmt","C",-10798.9351943283,378447.125155,16720.7151296505,11786.3372081297,21655.094943407,-22585.2724024579
"2013_Na0710411_fmt","Na0710411","D",2013,"westside","WCR","fmt","Na0710411_fmt","D",1307.23781,378447.125155,13105.676548268,8682.43120621718,17528.9237825545,-7375.19339621718
"2013_Na0710411_fmt","Na0710411","D",2013,"westside","WNC","fmt","Na0710411_fmt","D",2981.42737,378447.125155,13105.676548268,8682.43120621718,17528.9237825545,-5701.00383621718
"2013_Na0710411_fmt","Na0710411","D",2013,"westside","WWC","fmt","Na0710411_fmt","D",46.70295,378447.125155,13105.676548268,8682.43120621718,17528.9237825545,-8635.72825621717
"2013_Na0710411_fmt","Na0710411","E",2013,"westside","WCR","fmt","Na0710411_fmt","E",59571.391885,378447.125155,326950.37273354,318704.786071466,335195.959017167,-259133.394186466
