"type","REST_ACRES","YEAR","BpS_Code","AREA_STRATA","REST_PCT"
"active",26354.1657813162,2009,"Na0210290_fdw",57447.29724,0.458753797784695
"both",18254.6926834622,2009,"Na0210290_fdw",57447.29724,0.317764169255846
"passive",75.0241467745655,2009,"Na0210290_fdw",57447.29724,0.00130596477778813
"active",22143.6193834071,2009,"Na0210290_fwo",216308.93843,0.102370339127586
"both",127548.713086571,2009,"Na0210290_fwo",216308.93843,0.589659928121032
"active",19417.6353540402,2009,"Na0210350_fvg",93108.557885,0.208548341797145
"both",12813.450344691,2009,"Na0210350_fvg",93108.557885,0.137618395513301
"passive",7998.07753124645,2009,"Na0210350_fvg",93108.557885,0.085900562879784
"active",119753.349259731,2009,"Na0710270_fdd",1403267.971,0.0853389029996831
"both",549987.096383274,2009,"Na0710270_fdd",1403267.971,0.391933050386193
"passive",249858.951762819,2009,"Na0710270_fdd",1403267.971,0.178055052154268
"passive",223162.205030212,2009,"Na0710411_fmt",503602.80254,0.443131380335173
"active",161644.219248092,2009,"Na0710412_fmc",833037.183225,0.194042021776635
"active",173805.879470254,2009,"Na0710412_fmh",1420041.44669,0.122394934229125
"active",16985.250399146,2009,"Na0710412_fmi",107664.08824,0.157761521755362
"active",47497.7240373192,2009,"Na1010471_frn",685999.617,0.0692387034340271
"both",50510.5963912447,2009,"Na1010471_frn",685999.617,0.073630648092978
"passive",211331.921394667,2009,"Na1010471_frn",685999.617,0.308064197351683
"active",42002.515397996,2009,"R1RFWF_fcw",149554.85523,0.280850229391753
"both",23.4607166316018,2009,"R1RFWF_fcw",149554.85523,0.000156870310867017
"active",1162.94155467504,2009,"R1RFWF_frm",3802.50971,0.305835262331267
"active",171431.600604582,2009,"RaABAMlw_fsi",2302986.736655,0.0744388136831304
"both",112430.04349319,2009,"RaABAMlw_fsi",2302986.736655,0.0488192318712571
"passive",333897.449379607,2009,"RaABAMlw_fsi",2302986.736655,0.14498452989989
"active",24854.2011431996,2009,"RaABAMlw_fsw",305406.380095,0.0813807528692375
"both",12217.6885900998,2009,"RaABAMlw_fsw",305406.380095,0.0400046933737906
"passive",33379.7742228652,2009,"RaABAMlw_fsw",305406.380095,0.109296257047682
"active",14215.0756045115,2009,"RaABAMlw_fwc",381817.52138,0.03723002431406
"both",16227.1668052193,2009,"RaABAMlw_fwc",381817.52138,0.042499796097805
"passive",81101.5349882299,2009,"RaABAMlw_fwc",381817.52138,0.212409149520182
"passive",9051.6156044439,2009,"RaABAMup_fsi",49085.467635,0.184405202610105
"active",73956.6623886737,2009,"RaABAMup_fst",1466341.86174,0.0504361665709487
"passive",235378.651111731,2009,"RaABAMup_fst",1466341.86174,0.160520992582469
"active",16.8046237897218,2009,"RaABAMup_fsw",510.17413,0.0329389963182214
"passive",228.037779501061,2009,"RaABAMup_fsw",510.17413,0.446980287889276
"active",12790.6330338078,2009,"RaABLA_faf",171601.76116,0.0745367235589263
"both",2163.35108048716,2009,"RaABLA_faf",171601.76116,0.0126068116426268
"passive",19467.2235381674,2009,"RaABLA_faf",171601.76116,0.113444194316959
"both",168752.543398249,2009,"RaDFHEdy_fdg",1480643.6394,0.11397242314608
"passive",430630.926708288,2009,"RaDFHEdy_fdg",1480643.6394,0.290840358374681
"both",618355.333171498,2009,"RaDFHEdy_fwi",5928320.79961,0.104305309053481
"passive",1371521.04548031,2009,"RaDFHEdy_fwi",5928320.79961,0.231350679533155
"active",2646.85890234667,2009,"RaDFHEdy_fwx",110789.849965,0.0238908068129242
"both",8118.3426941367,2009,"RaDFHEdy_fwx",110789.849965,0.0732769535900752
"passive",15706.8326024983,2009,"RaDFHEdy_fwx",110789.849965,0.141771404216725
