"type","REST_ACRES","YEAR","STATE","ew","BpS_Code","AREA_STRATA","REST_PCT"
"active",6847.40476539748,2008,"Oregon","eastside","Na0210290_fdw",9646.16073,0.709858041666436
"both",1116.615219188,2008,"Oregon","eastside","Na0210290_fdw",9646.16073,0.115757475999262
"active",21595.8604984071,2008,"Oregon","eastside","Na0210290_fwo",216308.93843,0.0998380402361217
"both",127595.416036571,2008,"Oregon","eastside","Na0210290_fwo",216308.93843,0.589875836674507
"active",128.215736385819,2008,"Oregon","eastside","Na0210350_fvg",1960.63432,0.0653950280671506
"both",314.161985724337,2008,"Oregon","eastside","Na0210350_fvg",1960.63432,0.160234870174229
"passive",237.053426326465,2008,"Oregon","eastside","Na0210350_fvg",1960.63432,0.12090649638657
"active",114434.105649731,2008,"Oregon","eastside","Na0710270_fdd",1403267.971,0.0815482915698438
"both",549787.830463274,2008,"Oregon","eastside","Na0710270_fdd",1403267.971,0.39179104905493
"passive",249846.497642819,2008,"Oregon","eastside","Na0710270_fdd",1403267.971,0.178046177071064
"active",2965.75437160926,2008,"Oregon","eastside","Na0710412_fmc",16639.371505,0.178237163027346
"both",559.137168249438,2008,"Oregon","eastside","Na0710412_fmc",16639.371505,0.0336032624838878
"active",126088.604086497,2008,"Oregon","eastside","Na0710412_fmh",661932.697285,0.190485535166438
"active",4866.91308653998,2008,"Oregon","eastside","Na0710412_fmi",48558.391485,0.100228054054126
"active",44571.8061064228,2008,"Oregon","eastside","R1RFWF_fcw",149284.8677,0.29856881540059
"active",1184.73626467504,2008,"Oregon","eastside","R1RFWF_frm",3802.50971,0.311566926853433
"active",4943.13095214856,2008,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.0366110223428391
"both",5632.33376049521,2008,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.0417155643141901
"passive",18003.3356759829,2008,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.133340696627216
"active",375.149777969504,2008,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.0170583130945716
"both",1019.00419479672,2008,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.0463348071098617
"passive",2843.532660169,2008,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.129297345381199
"active",308.602409821594,2008,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.0270525199896284
"both",315.734928744976,2008,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.0276777666001872
"passive",1627.51509401312,2008,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.142670255360822
