"type","REST_ACRES","YEAR","STATE","ew","BpS_Code","AREA_STRATA","REST_PCT"
"active",6573.19173039748,2012,"Oregon","eastside","Na0210290_fdw",9646.16073,0.681430873316734
"both",1166.209304188,2012,"Oregon","eastside","Na0210290_fdw",9646.16073,0.120898804905981
"active",23532.9209484071,2012,"Oregon","eastside","Na0210290_fwo",216308.93843,0.108793104525464
"both",127453.528026571,2012,"Oregon","eastside","Na0210290_fwo",216308.93843,0.589219885926332
"active",68.8362713858188,2012,"Oregon","eastside","Na0210350_fvg",1960.63432,0.0351091841470055
"both",345.964470724337,2012,"Oregon","eastside","Na0210350_fvg",1960.63432,0.176455378341198
"passive",260.404901326465,2012,"Oregon","eastside","Na0210350_fvg",1960.63432,0.132816659725953
"active",131218.256299731,2012,"Oregon","eastside","Na0710270_fdd",1403267.971,0.0935090510233922
"both",549932.832003274,2012,"Oregon","eastside","Na0710270_fdd",1403267.971,0.391894380380805
"passive",248771.440212819,2012,"Oregon","eastside","Na0710270_fdd",1403267.971,0.177280067210213
"active",2649.50868160926,2012,"Oregon","eastside","Na0710412_fmc",16639.371505,0.159231295533795
"both",252.454463249438,2012,"Oregon","eastside","Na0710412_fmc",16639.371505,0.0151721153153878
"active",107209.047746497,2012,"Oregon","eastside","Na0710412_fmh",661932.697285,0.161963668188969
"active",4077.70363608121,2012,"Oregon","eastside","Na0710412_fmi",48558.391485,0.0839752617699629
"active",43074.1981764228,2012,"Oregon","eastside","R1RFWF_fcw",149284.8677,0.288536935056163
"active",1162.27436967504,2012,"Oregon","eastside","R1RFWF_frm",3802.50971,0.305659803213241
"active",5120.15737214856,2012,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.0379221586005333
"both",5678.59192049521,2012,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.0420581727835373
"passive",18679.6388709829,2012,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.138349698335317
"active",562.851157969504,2012,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.0255932212735216
"both",1059.03529479672,2012,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.0481550481906804
"passive",3042.576185169,2012,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.138347988533048
"active",309.714384821594,2012,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.0271499972774204
"both",262.804918744976,2012,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.0230378477012906
"passive",1593.93344901312,2012,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.139726441269505
"both",41560.0105450253,2012,"Oregon","eastside","RaDFHEdy_fwi",491309.474125,0.0845902892856723
"passive",88913.9162750487,2012,"Oregon","eastside","RaDFHEdy_fwi",491309.474125,0.180973339529836
"active",2290.13732234667,2012,"Oregon","eastside","RaDFHEdy_fwx",110789.849965,0.0206710030121907
