"type","REST_ACRES","YEAR","STATE","BpS_Code","BPS_LLID","AREA_STRATA","REST_PCT"
"active",4.10950580736215,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.473805363333333
"both",1.11880377235679,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.128992451333333
"passive",1.76130595370795,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.203069723333333
"active",27.9397828253839,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.705794069348315
"both",1.11022302462516e-16,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,2.80456305380612e-18
"passive",1.9599843528209,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.0495116708988764
"active",0.21868193978295,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.14047203
"both",0.79386426683327,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.509944832285714
"passive",0.01960517117835,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.0125935328571429
"active",69.9026952439872,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.355161295536723
"both",76.9208760914691,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.390819236813559
"passive",1.4210854715202e-14,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,7.22024458959532e-17
"active",0.4163674119394,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.187219772
"both",1.3758416991957,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.618647766
"passive",0.0538177307778,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.024199164
"active",11.8673393858428,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.606381120909091
"both",2.00555864018968,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.102477299818182
"passive",0.786567151956399,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.0401909354545454
"active",14.7265926392648,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.318356645384615
"both",15.9005967859029,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.343736041076923
"passive",1.5356750864424,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.0331979284615385
"active",296.412936963112,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.402786928760955
"both",207.013276993041,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.281304328033243
"passive",6.88484091845146,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.00935561030825024
"active",1992.04186068936,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000301",3382.405555,0.588942345409955
"both",125.653237531247,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000301",3382.405555,0.0371490749669276
"active",218.066386326399,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.254817144345114
"both",323.961970539203,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.378559325900208
"passive",17.0678440991845,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.0199442902079004
"active",187.304452513082,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.407654992245886
"both",101.819489325362,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.22160297085576
"passive",21.9893905220673,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.0478583648305905
"active",118.858691708913,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000304",387.41209,0.306801710057405
"both",131.461904430892,2010,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000304",387.41209,0.339333510296211
