"type","REST_ACRES","YEAR","ew","BpS_Code","AREA_STRATA","REST_PCT"
"active",6461.77183539748,2009,"eastside","Na0210290_fdw",9646.16073,0.66988017474155
"both",1243.380369188,2009,"eastside","Na0210290_fdw",9646.16073,0.128898989348273
"active",22143.6193834071,2009,"eastside","Na0210290_fwo",216308.93843,0.102370339127586
"both",127548.713086571,2009,"eastside","Na0210290_fwo",216308.93843,0.589659928121032
"active",109.089766385819,2009,"eastside","Na0210350_fvg",1960.63432,0.0556400371415608
"both",316.385935724337,2009,"eastside","Na0210350_fvg",1960.63432,0.161369171444646
"passive",261.294481326465,2009,"eastside","Na0210350_fvg",1960.63432,0.13327038023412
"active",119753.349259731,2009,"eastside","Na0710270_fdd",1403267.971,0.0853389029996831
"both",549987.096383274,2009,"eastside","Na0710270_fdd",1403267.971,0.391933050386193
"passive",249858.951762819,2009,"eastside","Na0710270_fdd",1403267.971,0.178055052154268
"active",3001.11517660926,2009,"eastside","Na0710412_fmc",16639.371505,0.18036229167114
"both",526.000313249438,2009,"eastside","Na0710412_fmc",16639.371505,0.0316117897296408
"active",173674.518099286,2009,"eastside","Na0710412_fmh",1419398.947535,0.122357789824276
"active",4770.61605153998,2009,"eastside","Na0710412_fmi",48558.391485,0.0982449357494401
"active",47497.7240373192,2009,"eastside","Na1010471_frn",685999.617,0.0692387034340271
"both",50510.5963912447,2009,"eastside","Na1010471_frn",685999.617,0.073630648092978
"passive",211331.921394667,2009,"eastside","Na1010471_frn",685999.617,0.308064197351683
"active",41896.2670096319,2009,"eastside","R1RFWF_fcw",149284.8677,0.280646442302685
"both",49.7213317908499,2009,"eastside","R1RFWF_fcw",149284.8677,0.000333063441438478
"active",1162.94155467504,2009,"eastside","R1RFWF_frm",3802.50971,0.305835262331267
"active",31027.7272626052,2009,"eastside","RaABAMlw_fsi",470463.056405,0.0659514638613725
"both",24183.5350490523,2009,"eastside","RaABAMlw_fsi",470463.056405,0.0514036856237949
"passive",47619.2882244328,2009,"eastside","RaABAMlw_fsi",470463.056405,0.101217911961698
"active",469.541839430807,2009,"eastside","RaABAMlw_fsw",21997.08945,0.021345634862198
"both",1010.6170125776,2009,"eastside","RaABAMlw_fsw",21997.08945,0.0459432151182894
"passive",2841.87026390761,2009,"eastside","RaABAMlw_fsw",21997.08945,0.129193013028713
"active",260.787484821593,2009,"eastside","RaABAMlw_fwc",11407.52913,0.0228609966145748
"both",253.019538744976,2009,"eastside","RaABAMlw_fwc",11407.52913,0.0221800475687215
"passive",1693.34401401312,2009,"eastside","RaABAMlw_fwc",11407.52913,0.148440910798105
"active",1449.17739966492,2009,"eastside","RaABLA_faf",15372.83198,0.094268733409062
"both",167.697715618778,2009,"eastside","RaABLA_faf",15372.83198,0.0109087067260575
"passive",2353.00436627399,2009,"eastside","RaABLA_faf",15372.83198,0.15306251765031
"both",43482.5975694925,2009,"eastside","RaDFHEdy_fwi",499288.78433,0.0870890733663128
