"type","REST_ACRES","YEAR","STATE","BpS_Code","AREA_STRATA","REST_PCT"
"active",28351.0504863162,2016,"Oregon","Na0210290_fdw",57447.29724,0.493514087666698
"both",16393.5459602368,2016,"Oregon","Na0210290_fdw",57447.29724,0.285366705621481
"active",23626.3268484071,2016,"Oregon","Na0210290_fwo",216308.93843,0.109224921632413
"both",127406.380286571,2016,"Oregon","Na0210290_fwo",216308.93843,0.58900192110092
"active",20816.2775090402,2016,"Oregon","Na0210350_fvg",93108.557885,0.223569970171279
"both",13858.929239691,2016,"Oregon","Na0210350_fvg",93108.557885,0.148846997037677
"passive",6199.12437624645,2016,"Oregon","Na0210350_fvg",93108.557885,0.0665795337943382
"active",119700.864039731,2016,"Oregon","Na0710270_fdd",1403267.971,0.0853015008633237
"both",548573.331368274,2016,"Oregon","Na0710270_fdd",1403267.971,0.390925569958921
"passive",248123.603577819,2016,"Oregon","Na0710270_fdd",1403267.971,0.176818404399981
"active",55774.7879475291,2016,"Oregon","Na0710412_fmc",296241.037355,0.188275022412548
"active",92002.5461190996,2016,"Oregon","Na0710412_fmh",662575.19644,0.13885600700634
"active",7717.21312340773,2016,"Oregon","Na0710412_fmi",70280.37832,0.109806083972254
"active",43099.6991746276,2016,"Oregon","R1RFWF_fcw",149554.85523,0.288186559428944
"active",1191.40811467504,2016,"Oregon","R1RFWF_frm",3802.50971,0.313321518033688
"active",65435.1460884648,2016,"Oregon","RaABAMlw_fsi",935569.284445,0.0699415288385427
"both",35849.1023734217,2016,"Oregon","RaABAMlw_fsi",935569.284445,0.0383179556762471
"passive",124306.195689915,2016,"Oregon","RaABAMlw_fsi",935569.284445,0.132866905483816
"active",25116.5306617383,2016,"Oregon","RaABAMlw_fsw",305401.487405,0.0822410227112964
"both",10929.7353173189,2016,"Oregon","RaABAMlw_fsw",305401.487405,0.0357880880351599
"passive",33014.4848691266,2016,"Oregon","RaABAMlw_fsw",305401.487405,0.108101912500987
"active",7252.87013030455,2016,"Oregon","RaABAMlw_fwc",91820.001255,0.0789900896446524
"both",2528.38019811761,2016,"Oregon","RaABAMlw_fwc",91820.001255,0.0275362683898888
"passive",7202.3938827905,2016,"Oregon","RaABAMlw_fwc",91820.001255,0.0784403592283582
"passive",12179.8236744439,2016,"Oregon","RaABAMup_fsi",49085.467635,0.248135023689968
"active",124.705916454437,2016,"Oregon","RaABAMup_fst",2646.722895,0.0471171034527351
"both",19.3729639145752,2016,"Oregon","RaABAMup_fst",2646.722895,0.00731960416074279
"passive",14.2500248156464,2016,"Oregon","RaABAMup_fst",2646.722895,0.00538402597512815
"active",9.91037878972183,2016,"Oregon","RaABAMup_fsw",510.17413,0.0194254828047079
"passive",218.226877851617,2016,"Oregon","RaABAMup_fsw",510.17413,0.427749791726242
"active",81.9636289680454,2016,"Oregon","RaDFHEdy_fdg",1354.38555,0.060517205730706
"both",249134.284452569,2016,"Oregon","RaDFHEdy_fwi",2964966.58168,0.0840260008297988
"passive",509039.208280167,2016,"Oregon","RaDFHEdy_fwi",2964966.58168,0.171684635983903
"active",2226.97714234667,2016,"Oregon","RaDFHEdy_fwx",110789.849965,0.0201009130624349
"both",7919.7439591367,2016,"Oregon","RaDFHEdy_fwx",110789.849965,0.0714843820227093
"passive",13683.7052874983,2016,"Oregon","RaDFHEdy_fwx",110789.849965,0.123510459593737
"passive",38739.2649451312,2016,"Oregon","RaDFHEwt_fdm",143058.69728,0.270792798212815
"passive",44419.4771905447,2016,"Oregon","RaDFHEwt_fhc",136162.22833,0.326224664030105
"passive",175.172876687683,2016,"Oregon","RaDFHEwt_fwc",365.394985,0.479406899051126
"passive",237221.201612529,2016,"Oregon","RaDFHEwt_fwm",728744.82558,0.325520255219277
"passive",715747.785326867,2016,"Oregon","RaDFHEwt_fwn",1863633.62722,0.384060351172432
"passive",183986.224470623,2016,"Oregon","RaDFHEwt_fww",504339.37478,0.364806385682023
"active",211705.886169842,2016,"Oregon","RaDFWV_fwx",1274299.998525,0.166135043878907
"both",132802.198702016,2016,"Oregon","RaDFWV_fwx",1274299.998525,0.104215803857596
"both",567068.428410645,2016,"Oregon","RaMCONdy_fdd",1523190.91643,0.372289791315011
"passive",31838.1749750454,2016,"Oregon","RaMCONdy_fdd",1523190.91643,0.0209022878429886
"active",48407.8637461878,2016,"Oregon","RaMCONdy_fdg",1043084.14564,0.0464083975856871
"both",389137.370485749,2016,"Oregon","RaMCONdy_fdg",1043084.14564,0.373064217409793
"active",653.85640238943,2016,"Oregon","RaMCONdy_fdx",4596.682255,0.142245290432725
"both",1299.56032878739,2016,"Oregon","RaMCONdy_fdx",4596.682255,0.282717024300256
"passive",97.3899171168164,2016,"Oregon","RaMCONdy_fdx",4596.682255,0.0211870022146694
"active",9154.19998104865,2016,"Oregon","RaMCONdy_fmd",595788.865965,0.0153648389622414
"both",214961.326315186,2016,"Oregon","RaMCONdy_fmd",595788.865965,0.360801180745486
"active",9577.49239337539,2016,"Oregon","RaMCONdy_fmx",596169.8286,0.0160650404195503
"both",221026.109445191,2016,"Oregon","RaMCONdy_fmx",596169.8286,0.370743534546578
"passive",5400.38759452292,2016,"Oregon","RaMCONdy_fmx",596169.8286,0.00905847182371637
"active",37530.7042868302,2016,"Oregon","RaMCONms_fcm",1811014.747825,0.0207235773932289
"both",211286.500718906,2016,"Oregon","RaMCONms_fcm",1811014.747825,0.116667465559106
"passive",138912.737931751,2016,"Oregon","RaMCONms_fcm",1811014.747825,0.0767043659354974
"active",27916.0586332659,2016,"Oregon","RaMCONms_fmm",842058.6364,0.0331521552378035
"both",73547.1598869593,2016,"Oregon","RaMCONms_fmm",842058.6364,0.0873420884338777
"passive",57092.9130181063,2016,"Oregon","RaMCONms_fmm",842058.6364,0.0678015883337911
"active",46086.6516791845,2016,"Oregon","RaMCONsw_fdm",252622.9284,0.182432576374111
"both",101162.349126087,2016,"Oregon","RaMCONsw_fdm",252622.9284,0.400448010664765
"active",311922.825708626,2016,"Oregon","RaMCONsw_fiw",1211519.002,0.257464245458551
"both",381041.659616039,2016,"Oregon","RaMCONsw_fiw",1211519.002,0.314515627891108
"active",17835.7441958209,2016,"Oregon","RaMCONsw_fvw",114448.9149,0.155840221040146
"both",44433.768871679,2016,"Oregon","RaMCONsw_fvw",114448.9149,0.388241067296296
"active",269290.86850582,2016,"Oregon","RaMEVG_ftd",430468.873975,0.625575703114504
"active",19422.2695520339,2016,"Oregon","RaMEVG_fuc",108908.16587,0.178336210116858
"passive",33995.1297222641,2016,"Oregon","RaMEVG_fuc",108908.16587,0.312144910812684
"active",36410.4336478849,2016,"Oregon","RaOAPI_fop",77063.648215,0.472472229011315
"active",42238.7689879261,2016,"Oregon","RaPICOpu_fld",357333.388645,0.118205491930364
"both",17767.660518741,2016,"Oregon","RaPICOpu_fld",357333.388645,0.0497229228595613
"active",12513.1069703503,2016,"Oregon","RaPICOpu_flp",24914.91185,0.502233644079711
"both",2222.35261882101,2016,"Oregon","RaPICOpu_flp",24914.91185,0.0891976914147104
"active",17654.1798412501,2016,"Oregon","RaPICOpu_flw",75354.765035,0.234280869073777
"both",2922.13823404494,2016,"Oregon","RaPICOpu_flw",75354.765035,0.0387784134511957
"active",33359.5597834268,2016,"Oregon","RaPIJEsp_fjp",81797.103395,0.407833020960813
"both",727.267105410276,2016,"Oregon","RaPIJEsp_fjp",81797.103395,0.00889111075117523
