"type","REST_ACRES","YEAR","BpS_Code","BPS_LLID","AREA_STRATA","REST_PCT"
"active",4.65172969891475,2009,"Na0210290_fdw","Na0210290_fdw_1709000105",7.783825,0.597614887142857
"both",1.1762121900581,2009,"Na0210290_fdw","Na0210290_fdw_1709000105",7.783825,0.151109793714286
"active",34.5704475433712,2009,"Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.441608393636364
"both",12.4701345607587,2009,"Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.159295481636364
"passive",15.1555986078256,2009,"Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.193600026363636
"active",6.5171844098162,2009,"Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.563548953076923
"both",0.52802669647572,2009,"Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.045659118
"passive",2.2742762716106,2009,"Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.196659466923077
"active",52.3304186532364,2009,"Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.305193171374838
"both",61.7041999612073,2009,"Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.35986145263035
"passive",7.02028885407255,2009,"Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.0409426156809338
"active",1.9578516425936,2009,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.880348768
"both",0.0105352381173,2009,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.004737174
"active",7.29819133761245,2009,"Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.426186315714286
"both",4.72939693516597,2009,"Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.276178598519481
"passive",0.88284188296185,2009,"Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.0515545718181818
"active",14.882794024824,2009,"Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.314180950187793
"both",18.5645098336409,2009,"Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.391903249455399
"passive",2.50280020871265,2009,"Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.0528349815492958
"active",192.54832878161,2009,"Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.281010816108406
"both",206.477243016186,2009,"Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.301339092034404
"passive",113.122955342928,2009,"Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.16509503978903
"active",1025.84614666151,2009,"Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.334910423959195
"both",933.750545299232,2009,"Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.304843754607856
"passive",386.050876805631,2009,"Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.126034945144123
"active",207.767592590673,2009,"Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.258216640281924
"both",284.597700343253,2009,"Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.35370223574461
"passive",114.690493474753,2009,"Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.142539043399668
"active",178.644228201995,2009,"Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.297509067037037
"both",206.889535778547,2009,"Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.344548006888889
"passive",66.560211025935,2009,"Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.110847501111111
"active",128.864761704302,2009,"Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.359454660272953
"both",113.333047590747,2009,"Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.316130582019851
"passive",7.34238441992863,2009,"Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.0204808068734492
"active",161.541197237388,2009,"Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.29289138483871
"both",195.982171678073,2009,"Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.355336537354839
"passive",58.700325646044,2009,"Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.106429938387097
"active",538.598741628257,2009,"Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.320091379722443
"both",524.842611837217,2009,"Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.311916056937351
"passive",167.113280019342,2009,"Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.0993160886518637
"active",41.3876126047224,2009,"Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.274888573574594
