"strataID","BpS","SCLASS","YEAR","ew","MAP_ZONE","PVT","BpS_Code","sclass","AREA_TOTAL","AREA_STRATA","avg","low","high","departure"
"2017_Na0210290_fdw","Na0210290","A",2017,"eastside","OSW","fdw","Na0210290_fdw","A",1054.1523,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-2727.91392803249
"2017_Na0210290_fdw","Na0210290","A",2017,"westside","OCR","fdw","Na0210290_fdw","A",2014.676305,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-1767.38992303249
"2017_Na0210290_fdw","Na0210290","A",2017,"westside","OWC","fdw","Na0210290_fdw","A",342.710695,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-3439.35553303249
"2017_Na0210290_fdw","Na0210290","B",2017,"eastside","OSW","fdw","Na0210290_fdw","B",4035.62674723411,50778.783165,554.968531797495,240.547931360876,869.389132234113,3166.237615
"2017_Na0210290_fdw","Na0210290","B",2017,"westside","OCR","fdw","Na0210290_fdw","B",12472.8482572341,50778.783165,554.968531797495,240.547931360876,869.389132234113,11603.459125
"2017_Na0210290_fdw","Na0210290","B",2017,"westside","OWC","fdw","Na0210290_fdw","B",869.389132234113,50778.783165,554.968531797495,240.547931360876,869.389132234113,0
"2017_Na0210290_fdw","Na0210290","C",2017,"eastside","OSW","fdw","Na0210290_fdw","C",568.172147765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-8938.62005882285
"2017_Na0210290_fdw","Na0210290","C",2017,"westside","OCR","fdw","Na0210290_fdw","C",2726.07083276589,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-6780.72137382285
"2017_Na0210290_fdw","Na0210290","C",2017,"westside","OWC","fdw","Na0210290_fdw","C",270.607637765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-9236.18456882285
"2017_Na0210290_fdw","Na0210290","D",2017,"eastside","OSW","fdw","Na0210290_fdw","D",-124.390531530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31538.5712967559
"2017_Na0210290_fdw","Na0210290","D",2017,"westside","OCR","fdw","Na0210290_fdw","D",4404.01645846973,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-27010.1643067559
"2017_Na0210290_fdw","Na0210290","D",2017,"westside","OWC","fdw","Na0210290_fdw","D",-20.3096715302741,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31434.4904367559
"2017_Na0210290_fdw","Na0210290","E",2017,"eastside","OSW","fdw","Na0210290_fdw","E",2688.38248653027,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,314.589032058911
"2017_Na0210290_fdw","Na0210290","E",2017,"westside","OCR","fdw","Na0210290_fdw","E",18248.0262665303,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,15874.2328120589
"2017_Na0210290_fdw","Na0210290","E",2017,"westside","OWC","fdw","Na0210290_fdw","E",1228.80410153027,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,0
"2017_Na0210290_fwo","Na0210290","A",2017,"eastside","OSW","fwo","Na0210290_fwo","A",14561.8337115545,195510.11324,18100.2953931613,14561.8337115545,21638.756879258,0
"2017_Na0210290_fwo","Na0210290","B",2017,"eastside","OSW","fwo","Na0210290_fwo","B",14253.3695854912,195510.11324,2136.75779003604,926.165425177584,3347.3501548945,10906.0194305967
"2017_Na0210290_fwo","Na0210290","C",2017,"eastside","OSW","fwo","Na0210290_fwo","C",36603.358824487,195510.11324,41408.4943604048,36603.358824487,46213.6336110148,0
"2017_Na0210290_fwo","Na0210290","D",2017,"eastside","OSW","fwo","Na0210290_fwo","D",120951.894786333,195510.11324,126929.144537233,120951.894786333,132906.394288132,0
"2017_Na0210290_fwo","Na0210290","E",2017,"eastside","OSW","fwo","Na0210290_fwo","E",9139.65633213431,195510.11324,6935.41900855393,4731.18129395333,9139.6563321343,1.81898940354586e-12
"2017_Na0210350_fvg","Na0210350","A",2017,"eastside","OEC","fvg","Na0210350_fvg","A",9.78538,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,-2888.6764715385
"2017_Na0210350_fvg","Na0210350","A",2017,"eastside","OSW","fvg","Na0210350_fvg","A",55.376355,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,-2843.0854965385
"2017_Na0210350_fvg","Na0210350","A",2017,"westside","OCR","fvg","Na0210350_fvg","A",3069.051,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,0
"2017_Na0210350_fvg","Na0210350","A",2017,"westside","OWC","fvg","Na0210350_fvg","A",274.43543,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,-2624.0264215385
"2017_Na0210350_fvg","Na0210350","B",2017,"eastside","OEC","fvg","Na0210350_fvg","B",302.01241,77698.363545,7911.92700373783,6478.46235795486,9345.39087253716,-6176.44994795486
"2017_Na0210350_fvg","Na0210350","B",2017,"eastside","OSW","fvg","Na0210350_fvg","B",163.905115,77698.363545,7911.92700373783,6478.46235795486,9345.39087253716,-6314.55724295486
"2017_Na0210350_fvg","Na0210350","B",2017,"westside","OCR","fvg","Na0210350_fvg","B",21400.848455,77698.363545,7911.92700373783,6478.46235795486,9345.39087253716,12055.4575824628
"2017_Na0210350_fvg","Na0210350","B",2017,"westside","OWC","fvg","Na0210350_fvg","B",883.35294,77698.363545,7911.92700373783,6478.46235795486,9345.39087253716,-5595.10941795486
"2017_Na0210350_fvg","Na0210350","C",2017,"eastside","OEC","fvg","Na0210350_fvg","C",44.03421,77698.363545,6987.61095435016,5615.37502768993,8359.84618172513,-5571.34081768993
"2017_Na0210350_fvg","Na0210350","C",2017,"eastside","OSW","fvg","Na0210350_fvg","C",15.345255,77698.363545,6987.61095435016,5615.37502768993,8359.84618172513,-5600.02977268993
"2017_Na0210350_fvg","Na0210350","C",2017,"westside","OCR","fvg","Na0210350_fvg","C",4376.28881,77698.363545,6987.61095435016,5615.37502768993,8359.84618172513,-1239.08621768993
"2017_Na0210350_fvg","Na0210350","C",2017,"westside","OWC","fvg","Na0210350_fvg","C",134.993765,77698.363545,6987.61095435016,5615.37502768993,8359.84618172513,-5480.38126268993
"2017_Na0210350_fvg","Na0210350","D",2017,"eastside","OEC","fvg","Na0210350_fvg","D",3.780715,77698.363545,34149.2375978346,31598.5922376102,36699.8829580589,-31594.8115226102
"2017_Na0210350_fvg","Na0210350","D",2017,"eastside","OSW","fvg","Na0210350_fvg","D",2.446345,77698.363545,34149.2375978346,31598.5922376102,36699.8829580589,-31596.1458926102
"2017_Na0210350_fvg","Na0210350","D",2017,"westside","OCR","fvg","Na0210350_fvg","D",8338.92292,77698.363545,34149.2375978346,31598.5922376102,36699.8829580589,-23259.6693176102
"2017_Na0210350_fvg","Na0210350","D",2017,"westside","OWC","fvg","Na0210350_fvg","D",41.587865,77698.363545,34149.2375978346,31598.5922376102,36699.8829580589,-31557.0043726102
"2017_Na0210350_fvg","Na0210350","E",2017,"eastside","OEC","fvg","Na0210350_fvg","E",438.785335,77698.363545,24721.416842206,22399.3148470834,27043.5203135974,-21960.5295120834
"2017_Na0210350_fvg","Na0210350","E",2017,"eastside","OSW","fvg","Na0210350_fvg","E",143.444775,77698.363545,24721.416842206,22399.3148470834,27043.5203135974,-22255.8700720834
"2017_Na0210350_fvg","Na0210350","E",2017,"westside","OCR","fvg","Na0210350_fvg","E",37346.125165,77698.363545,24721.416842206,22399.3148470834,27043.5203135974,10302.6048514025
"2017_Na0210350_fvg","Na0210350","E",2017,"westside","OWC","fvg","Na0210350_fvg","E",653.8413,77698.363545,24721.416842206,22399.3148470834,27043.5203135974,-21745.4735470834
"2017_Na0710270_fdd","Na0710270","A",2017,"eastside","OSW","fdd","Na0710270_fdd","A",114003.902505,1233970.22204,111386.377886831,90406.0040256523,132366.752981979,0
"2017_Na0710270_fdd","Na0710270","B",2017,"eastside","OEC","fdd","Na0710270_fdd","B",0.222395,1233970.22204,77837.9074908251,58510.556437181,97165.2523746182,-58510.334042181
