"strataID","BpS","SCLASS","YEAR","ew","MAP_ZONE","PVT","BpS_Code","sclass","AREA_TOTAL","AREA_STRATA","avg","low","high","departure"
"2003_Na0210290_fdw","Na0210290","A",2003,"eastside","OSW","fdw","Na0210290_fdw","A",1268.54108,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-2513.52514803249
"2003_Na0210290_fdw","Na0210290","A",2003,"westside","OCR","fdw","Na0210290_fdw","A",3280.103855,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-501.962373032493
"2003_Na0210290_fdw","Na0210290","A",2003,"westside","OWC","fdw","Na0210290_fdw","A",413.432305,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-3368.63392303249
"2003_Na0210290_fdw","Na0210290","B",2003,"eastside","OSW","fdw","Na0210290_fdw","B",3467.18512723411,50778.783165,554.968531797495,240.547931360876,869.389132234113,2597.795995
"2003_Na0210290_fdw","Na0210290","B",2003,"westside","OCR","fdw","Na0210290_fdw","B",11898.6243672341,50778.783165,554.968531797495,240.547931360876,869.389132234113,11029.235235
"2003_Na0210290_fdw","Na0210290","B",2003,"westside","OWC","fdw","Na0210290_fdw","B",869.389132234113,50778.783165,554.968531797495,240.547931360876,869.389132234113,0
"2003_Na0210290_fdw","Na0210290","C",2003,"eastside","OSW","fdw","Na0210290_fdw","C",816.587362765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-8690.20484382285
"2003_Na0210290_fdw","Na0210290","C",2003,"westside","OCR","fdw","Na0210290_fdw","C",3766.65703776589,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-5740.13516882285
"2003_Na0210290_fdw","Na0210290","C",2003,"westside","OWC","fdw","Na0210290_fdw","C",395.816022765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-9110.97618382285
"2003_Na0210290_fdw","Na0210290","D",2003,"eastside","OSW","fdw","Na0210290_fdw","D",-237.589586530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31651.7703517559
"2003_Na0210290_fdw","Na0210290","D",2003,"westside","OCR","fdw","Na0210290_fdw","D",3345.19386346973,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-28068.9869017559
"2003_Na0210290_fdw","Na0210290","D",2003,"westside","OWC","fdw","Na0210290_fdw","D",-216.239666530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31630.4204317559
"2003_Na0210290_fdw","Na0210290","E",2003,"eastside","OSW","fdw","Na0210290_fdw","E",2907.21916653027,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,533.42571205891
"2003_Na0210290_fdw","Na0210290","E",2003,"westside","OCR","fdw","Na0210290_fdw","E",17575.0589965303,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,15201.2655420589
"2003_Na0210290_fdw","Na0210290","E",2003,"westside","OWC","fdw","Na0210290_fdw","E",1228.80410153027,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,0
"2003_Na0210290_fwo","Na0210290","A",2003,"eastside","OSW","fwo","Na0210290_fwo","A",14561.8337115545,195510.11324,18100.2953931613,14561.8337115545,21638.756879258,0
"2003_Na0210290_fwo","Na0210290","B",2003,"eastside","OSW","fwo","Na0210290_fwo","B",14253.3695854912,195510.11324,2136.75779003604,926.165425177584,3347.3501548945,10906.0194305967
"2003_Na0210290_fwo","Na0210290","C",2003,"eastside","OSW","fwo","Na0210290_fwo","C",36603.358824487,195510.11324,41408.4943604048,36603.358824487,46213.6336110148,0
"2003_Na0210290_fwo","Na0210290","D",2003,"eastside","OSW","fwo","Na0210290_fwo","D",120951.894786333,195510.11324,126929.144537233,120951.894786333,132906.394288132,0
"2003_Na0210290_fwo","Na0210290","E",2003,"eastside","OSW","fwo","Na0210290_fwo","E",9139.65633213431,195510.11324,6935.41900855393,4731.18129395333,9139.65633213431,0
"2003_Na0210350_fvg","Na0210350","A",2003,"eastside","OEC","fvg","Na0210350_fvg","A",18.013995,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,-2880.4478565385
"2003_Na0210350_fvg","Na0210350","A",2003,"eastside","OSW","fvg","Na0210350_fvg","A",62.937785,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,-2835.5240665385
"2003_Na0210350_fvg","Na0210350","A",2003,"westside","OCR","fvg","Na0210350_fvg","A",5154.893705,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,197.011864224945
"2003_Na0210350_fvg","Na0210350","A",2003,"westside","OWC","fvg","Na0210350_fvg","A",121.650065,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,-2776.8117865385
"2003_Na0210350_fvg","Na0210350","B",2003,"eastside","OEC","fvg","Na0210350_fvg","B",282.44165,77698.363545,7911.92700373783,6478.46235795486,9345.39087253716,-6196.02070795486
"2003_Na0210350_fvg","Na0210350","B",2003,"eastside","OSW","fvg","Na0210350_fvg","B",123.20683,77698.363545,7911.92700373783,6478.46235795486,9345.39087253716,-6355.25552795486
"2003_Na0210350_fvg","Na0210350","B",2003,"westside","OCR","fvg","Na0210350_fvg","B",21576.095715,77698.363545,7911.92700373783,6478.46235795486,9345.39087253716,12230.7048424628
"2003_Na0210350_fvg","Na0210350","B",2003,"westside","OWC","fvg","Na0210350_fvg","B",984.32027,77698.363545,7911.92700373783,6478.46235795486,9345.39087253716,-5494.14208795486
"2003_Na0210350_fvg","Na0210350","C",2003,"eastside","OEC","fvg","Na0210350_fvg","C",47.370135,77698.363545,6987.61095435016,5615.37502768993,8359.84618172513,-5568.00489268993
"2003_Na0210350_fvg","Na0210350","C",2003,"eastside","OSW","fvg","Na0210350_fvg","C",30.69051,77698.363545,6987.61095435016,5615.37502768993,8359.84618172513,-5584.68451768993
"2003_Na0210350_fvg","Na0210350","C",2003,"westside","OCR","fvg","Na0210350_fvg","C",6188.585665,77698.363545,6987.61095435016,5615.37502768993,8359.84618172513,0
"2003_Na0210350_fvg","Na0210350","C",2003,"westside","OWC","fvg","Na0210350_fvg","C",206.160165,77698.363545,6987.61095435016,5615.37502768993,8359.84618172513,-5409.21486268993
"2003_Na0210350_fvg","Na0210350","D",2003,"eastside","OEC","fvg","Na0210350_fvg","D",2.891135,77698.363545,34149.2375978346,31598.5922376102,36699.8829580589,-31595.7011026102
"2003_Na0210350_fvg","Na0210350","D",2003,"eastside","OSW","fvg","Na0210350_fvg","D",3.55832,77698.363545,34149.2375978346,31598.5922376102,36699.8829580589,-31595.0339176102
"2003_Na0210350_fvg","Na0210350","D",2003,"westside","OCR","fvg","Na0210350_fvg","D",6302.007115,77698.363545,34149.2375978346,31598.5922376102,36699.8829580589,-25296.5851226102
"2003_Na0210350_fvg","Na0210350","D",2003,"westside","OWC","fvg","Na0210350_fvg","D",67.830475,77698.363545,34149.2375978346,31598.5922376102,36699.8829580589,-31530.7617626102
"2003_Na0210350_fvg","Na0210350","E",2003,"eastside","OEC","fvg","Na0210350_fvg","E",447.681135,77698.363545,24721.416842206,22399.3148470834,27043.5203135974,-21951.6337120834
"2003_Na0210350_fvg","Na0210350","E",2003,"eastside","OSW","fvg","Na0210350_fvg","E",160.1244,77698.363545,24721.416842206,22399.3148470834,27043.5203135974,-22239.1904470834
"2003_Na0210350_fvg","Na0210350","E",2003,"westside","OCR","fvg","Na0210350_fvg","E",35309.65415,77698.363545,24721.416842206,22399.3148470834,27043.5203135974,8266.13383640255
"2003_Na0210350_fvg","Na0210350","E",2003,"westside","OWC","fvg","Na0210350_fvg","E",608.250325,77698.363545,24721.416842206,22399.3148470834,27043.5203135974,-21791.0645220834
"2003_Na0710270_fdd","Na0710270","A",2003,"eastside","OSW","fdd","Na0710270_fdd","A",119343.38406,1233970.22204,111386.377886831,90406.0040256523,132366.752981979,0
"2003_Na0710270_fdd","Na0710270","B",2003,"eastside","OEC","fdd","Na0710270_fdd","B",0.44479,1233970.22204,77837.9074908251,58510.556437181,97165.2523746181,-58510.111647181
"2003_Na0710270_fdd","Na0710270","B",2003,"eastside","OSW","fdd","Na0710270_fdd","B",698403.698125,1233970.22204,77837.9074908251,58510.556437181,97165.2523746181,601238.445750382
"2003_Na0710270_fdd","Na0710270","C",2003,"eastside","OSW","fdd","Na0710270_fdd","C",91549.124145,1233970.22204,247417.916306829,219233.419450325,275602.413163334,-127684.295305325
"2003_Na0710270_fdd","Na0710270","D",2003,"eastside","OSW","fdd","Na0710270_fdd","D",28859.30957,1233970.22204,521691.102916833,487980.515980996,555401.644195771,-459121.206410996
"2003_Na0710270_fdd","Na0710270","E",2003,"eastside","OSW","fdd","Na0710270_fdd","E",295814.26135,1233970.22204,275636.917438682,246366.887106088,304906.969982741,0
"2003_Na0710411_fmt","Na0710411","A",2003,"westside","WCR","fmt","Na0710411_fmt","A",7190.63482929263,378447.125155,3476.80357842424,1314.51413929263,5639.09301755585,1551.54181173679
"2003_Na0710411_fmt","Na0710411","A",2003,"westside","WNC","fmt","Na0710411_fmt","A",26478.7307842926,378447.125155,3476.80357842424,1314.51413929263,5639.09301755585,20839.6377667368
"2003_Na0710411_fmt","Na0710411","A",2003,"westside","WWC","fmt","Na0710411_fmt","A",1314.51413929263,378447.125155,3476.80357842424,1314.51413929263,5639.09301755585,0
"2003_Na0710411_fmt","Na0710411","B",2003,"westside","WCR","fmt","Na0710411_fmt","B",64861.6029293283,378447.125155,18193.5617064828,13057.3564193283,23329.7673720844,41531.8355572439
"2003_Na0710411_fmt","Na0710411","B",2003,"westside","WNC","fmt","Na0710411_fmt","B",131332.132504328,378447.125155,18193.5617064828,13057.3564193283,23329.7673720844,108002.365132244
"2003_Na0710411_fmt","Na0710411","B",2003,"westside","WWC","fmt","Na0710411_fmt","B",13057.3564193283,378447.125155,18193.5617064828,13057.3564193283,23329.7673720844,0
"2003_Na0710411_fmt","Na0710411","C",2003,"westside","WCR","fmt","Na0710411_fmt","C",-7764.51510862089,378447.125155,16720.7151296505,11786.3372081297,21655.094943407,-19550.8523167506
"2003_Na0710411_fmt","Na0710411","C",2003,"westside","WNC","fmt","Na0710411_fmt","C",11170.6399813791,378447.125155,16720.7151296505,11786.3372081297,21655.094943407,-615.697226750577
"2003_Na0710411_fmt","Na0710411","C",2003,"westside","WWC","fmt","Na0710411_fmt","C",-11468.9486236209,378447.125155,16720.7151296505,11786.3372081297,21655.094943407,-23255.2858317506
"2003_Na0710411_fmt","Na0710411","D",2003,"westside","WCR","fmt","Na0710411_fmt","D",1639.94073,378447.125155,13105.676548268,8682.43120621718,17528.9237825545,-7042.49047621718
"2003_Na0710411_fmt","Na0710411","D",2003,"westside","WNC","fmt","Na0710411_fmt","D",2616.477175,378447.125155,13105.676548268,8682.43120621718,17528.9237825545,-6065.95403121718
"2003_Na0710411_fmt","Na0710411","D",2003,"westside","WWC","fmt","Na0710411_fmt","D",54.041985,378447.125155,13105.676548268,8682.43120621718,17528.9237825545,-8628.38922121718
"2003_Na0710411_fmt","Na0710411","E",2003,"westside","WCR","fmt","Na0710411_fmt","E",58924.667225,378447.125155,326950.37273354,318704.786071466,335195.959017167,-259780.118846466
