"type","REST_ACRES","YEAR","ew","BpS_Code","AREA_STRATA","REST_PCT"
"active",6784.02219039748,2005,"eastside","Na0210290_fdw",9646.16073,0.703287284991931
"both",1076.584119188,2005,"eastside","Na0210290_fdw",9646.16073,0.111607524415364
"active",20566.3940434071,2005,"eastside","Na0210290_fwo",216308.93843,0.095078798835965
"both",127171.975956571,2005,"eastside","Na0210290_fwo",216308.93843,0.587918265789672
"active",179.811376385819,2005,"eastside","Na0210350_fvg",1960.63432,0.0917108175408348
"both",297.482360724337,2005,"eastside","Na0210350_fvg",1960.63432,0.151727610646098
"passive",201.692621326465,2005,"eastside","Na0210350_fvg",1960.63432,0.102871106186933
"active",105688.199879731,2005,"eastside","Na0710270_fdd",1403267.971,0.0753157643899015
"both",549248.077798274,2005,"eastside","Na0710270_fdd",1403267.971,0.391406409288218
"passive",249349.444817819,2005,"eastside","Na0710270_fdd",1403267.971,0.177691966161051
"active",2840.99077660926,2005,"eastside","Na0710412_fmc",16639.371505,0.170739067623772
"both",614.735918249438,2005,"eastside","Na0710412_fmc",16639.371505,0.0369446597225571
"active",191153.875519286,2005,"eastside","Na0710412_fmh",1419398.947535,0.134672408945528
"active",5042.60513653998,2005,"eastside","Na0710412_fmi",48558.391485,0.103846214471451
"active",49493.4967673192,2005,"eastside","Na1010471_frn",685999.617,0.0721479947521883
"both",50392.9494362447,2005,"eastside","Na1010471_frn",685999.617,0.0734591509782792
"passive",211398.862289667,2005,"eastside","Na1010471_frn",685999.617,0.308161778885755
"active",42840.4610314228,2005,"eastside","R1RFWF_fcw",149284.8677,0.286971222813515
"both",3.63797880709171e-12,2005,"eastside","R1RFWF_fcw",149284.8677,2.43693742248714e-17
"active",1155.38012467504,2005,"eastside","R1RFWF_frm",3802.50971,0.303846725660311
"active",28109.4600726052,2005,"eastside","RaABAMlw_fsi",470463.056405,0.0597484960613083
"both",24067.8896490523,2005,"eastside","RaABAMlw_fsi",470463.056405,0.0511578737615762
"passive",48080.3130594328,2005,"eastside","RaABAMlw_fsi",470463.056405,0.102197850404735
"active",241.142174430807,2005,"eastside","RaABAMlw_fsw",21997.08945,0.0109624582369831
"both",990.601462577603,2005,"eastside","RaABAMlw_fsw",21997.08945,0.045033297010919
"passive",2690.19687390762,2005,"eastside","RaABAMlw_fsw",21997.08945,0.122297855815084
"active",469.616389821594,2005,"eastside","RaABAMlw_fwc",11407.52913,0.041167231261902
"both",265.918448744976,2005,"eastside","RaABAMlw_fwc",11407.52913,0.023310784107108
"passive",1593.04386901312,2005,"eastside","RaABAMlw_fwc",11407.52913,0.139648459439272
"active",1366.89124966492,2005,"eastside","RaABLA_faf",15372.83198,0.0889160339125051
"both",184.599735618778,2005,"eastside","RaABLA_faf",15372.83198,0.0120081801361611
"passive",2101.03083127399,2005,"eastside","RaABLA_faf",15372.83198,0.136671683786529
"both",43807.2942694925,2005,"eastside","RaDFHEdy_fwi",499288.78433,0.0877393917996333
"passive",85641.2712948898,2005,"eastside","RaDFHEdy_fwi",499288.78433,0.171526527297849
"active",2168.26486234667,2005,"eastside","RaDFHEdy_fwx",110789.849965,0.0195709702922393
"both",7537.0021641367,2005,"eastside","RaDFHEdy_fwx",110789.849965,0.0680297172215482
"passive",17323.6442524983,2005,"eastside","RaDFHEdy_fwx",110789.849965,0.156364903986882
"active",86.7666373899006,2005,"eastside","RaDFHEwt_fdm",18634.92184,0.00465613100687416
"passive",5710.66547350574,2005,"eastside","RaDFHEwt_fdm",18634.92184,0.30644966061772
"passive",11801.3317517096,2005,"eastside","RaDFHEwt_fhc",31311.659235,0.37689895840838
"passive",126948.281052205,2005,"eastside","RaDFHEwt_fwm",306700.94139,0.413915524604725
"passive",87345.6598112117,2005,"eastside","RaDFHEwt_fwn",177401.37797,0.492361788903255
"passive",16158.2800100471,2005,"eastside","RaDFHEwt_fww",32283.30299,0.500515080970874
"active",12649.8365629084,2005,"eastside","RaDFWV_fwx",38536.827995,0.328253185875849
"active",219806.242282125,2005,"eastside","RaMCONdy_fdd",4248197.74101,0.051741057192377
"both",1606040.6974498,2005,"eastside","RaMCONdy_fdd",4248197.74101,0.378052246002082
"passive",135430.047363994,2005,"eastside","RaMCONdy_fdd",4248197.74101,0.0318794123109241
"active",20589.7031880613,2005,"eastside","RaMCONdy_fdg",1049415.73129,0.019620158697975
"both",391832.170401877,2005,"eastside","RaMCONdy_fdg",1049415.73129,0.373381262276501
"active",920.83924043638,2005,"eastside","RaMCONdy_fdx",4451.680715,0.206852040698606
"both",1128.95741909306,2005,"eastside","RaMCONdy_fdx",4451.680715,0.253602513605485
"active",22365.3063530446,2005,"eastside","RaMCONdy_fmd",2050495.021305,0.0109072717176414
"both",754236.306135348,2005,"eastside","RaMCONdy_fmd",2050495.021305,0.367831327703165
"both",222562.191710191,2005,"eastside","RaMCONdy_fmx",596169.8286,0.373320119592163
"passive",4033.54792452292,2005,"eastside","RaMCONdy_fmx",596169.8286,0.00676576997194742
"active",28749.2853342821,2005,"eastside","RaMCONms_fcm",2203967.80925,0.0130443308716316
"both",298406.254782668,2005,"eastside","RaMCONms_fcm",2203967.80925,0.135395015086094
"passive",152320.643345734,2005,"eastside","RaMCONms_fcm",2203967.80925,0.0691120091257448
"active",53827.1339926196,2005,"eastside","RaMCONms_fmm",1769570.105205,0.0304181980890686
"both",101979.483639663,2005,"eastside","RaMCONms_fmm",1769570.105205,0.0576295244476053
"passive",114048.064951402,2005,"eastside","RaMCONms_fmm",1769570.105205,0.0644495884146899
"active",46929.0839391845,2005,"eastside","RaMCONsw_fdm",252622.9284,0.185767318257342
"both",102152.006876087,2005,"eastside","RaMCONsw_fdm",252622.9284,0.404365540068244
"active",254850.566227903,2005,"eastside","RaMCONsw_fiw",1105278.24176,0.230575936989485
"both",375285.783355906,2005,"eastside","RaMCONsw_fiw",1105278.24176,0.339539646377473
"active",17102.5403534087,2005,"eastside","RaMCONsw_fvw",110519.19525,0.154747239289265
"both",44869.0705883655,2005,"eastside","RaMCONsw_fvw",110519.19525,0.405984412815072
"active",237039.13618949,2005,"eastside","RaMEVG_ftd",430468.873975,0.550653370127885
"active",16480.2060970339,2005,"eastside","RaMEVG_fuc",108908.16587,0.151322042432574
"passive",39973.1073222641,2005,"eastside","RaMEVG_fuc",108908.16587,0.367034987715968
"active",35746.4453663608,2005,"eastside","RaOAPI_fop",84077.096935,0.425162697922318
"active",29682.7920779261,2005,"eastside","RaPICOpu_fld",357333.388645,0.0830675022854219
"both",11800.2821219669,2005,"eastside","RaPICOpu_fld",357333.388645,0.0330231724684708
"passive",8547.58114983427,2005,"eastside","RaPICOpu_fld",357333.388645,0.0239204659330786
"active",13672.0073153503,2005,"eastside","RaPICOpu_flp",24914.91185,0.548747970599393
"both",2230.35883882101,2005,"eastside","RaPICOpu_flp",24914.91185,0.0895190339122556
"active",13704.88943125,2005,"eastside","RaPICOpu_flw",75354.765035,0.181871570097585
"both",3054.01846904494,2005,"eastside","RaPICOpu_flw",75354.765035,0.0405285381438909
"active",32302.1070138371,2005,"eastside","RaPIJEsp_fjp",81797.103395,0.394905267706725
"both",4.54747350886464e-13,2005,"eastside","RaPIJEsp_fjp",81797.103395,5.55945543316466e-18
"passive",13986.1596964797,2005,"eastside","RaPIJEsp_fjp",81797.103395,0.170986002144113
"active",438854.735352176,2005,"eastside","RaPIPOm_fdp",1048723.860445,0.418465481624457
