"type","REST_ACRES","YEAR","ew","BpS_Code","AREA_STRATA","REST_PCT"
"active",6706.62873039748,2003,"eastside","Na0210290_fdw",9646.16073,0.695264045263061
"both",1064.352394188,2003,"eastside","Na0210290_fdw",9646.16073,0.110339483653617
"active",19696.6071984071,2003,"eastside","Na0210290_fwo",216308.93843,0.0910577590614969
"both",126934.680491571,2003,"eastside","Na0210290_fwo",216308.93843,0.586821244710829
"active",195.823816385819,2003,"eastside","Na0210350_fvg",1960.63432,0.0998777866878403
"both",289.476140724337,2003,"eastside","Na0210350_fvg",1960.63432,0.147644126072595
"passive",189.016106326465,2003,"eastside","Na0210350_fvg",1960.63432,0.0964055889455535
"active",101427.111679731,2003,"eastside","Na0710270_fdd",1403267.971,0.0722792180651368
"both",548569.550653274,2003,"eastside","Na0710270_fdd",1403267.971,0.390922875737234
"passive",248911.549062819,2003,"eastside","Na0710270_fdd",1403267.971,0.177379911896257
"active",3011.12295160926,2003,"eastside","Na0710412_fmc",16639.371505,0.1809637431741
"both",493.530643249438,2003,"eastside","Na0710412_fmc",16639.371505,0.029660413742258
"active",205667.818009286,2003,"eastside","Na0710412_fmh",1419398.947535,0.144897823382537
"active",5901.49462653998,2003,"eastside","Na0710412_fmi",48558.391485,0.121533980967285
"active",50649.0611873192,2003,"eastside","Na1010471_frn",685999.617,0.0738324919317253
"both",50305.1034112447,2003,"eastside","Na1010471_frn",685999.617,0.0733310954767555
"passive",210648.723954667,2003,"eastside","Na1010471_frn",685999.617,0.307068282160086
"active",41371.9868464228,2003,"eastside","R1RFWF_fcw",149284.8677,0.277134497848524
"active",1137.36612967504,2003,"eastside","R1RFWF_frm",3802.50971,0.299109329473623
"active",28732.6108626052,2003,"eastside","RaABAMlw_fsi",470463.056405,0.0610730438265712
"both",23995.3888790523,2003,"eastside","RaABAMlw_fsi",470463.056405,0.0510037686325699
"passive",46638.9710644328,2003,"eastside","RaABAMlw_fsi",470463.056405,0.0991341837142754
"active",78.793824430807,2003,"eastside","RaABAMlw_fsw",21997.08945,0.00358201136609039
"both",974.589022577603,2003,"eastside","RaABAMlw_fsw",21997.08945,0.0443053625250228
"passive",2683.74741890761,2003,"eastside","RaABAMlw_fsw",21997.08945,0.122004659980487
"active",597.938304821594,2003,"eastside","RaABAMlw_fwc",11407.52913,0.0524161102730924
"both",224.775373744976,2003,"eastside","RaABAMlw_fwc",11407.52913,0.0197041244588061
"passive",1564.13251901312,2003,"eastside","RaABAMlw_fwc",11407.52913,0.137114049956681
"active",1631.31890466492,2003,"eastside","RaABLA_faf",15372.83198,0.106117006078468
"both",245.878935497359,2003,"eastside","RaABLA_faf",15372.83198,0.0159943812446039
"passive",1515.34422139541,2003,"eastside","RaABLA_faf",15372.83198,0.0985728734540825
"both",43485.0439144925,2003,"eastside","RaDFHEdy_fwi",499288.78433,0.0870939730257419
"passive",85040.1376098898,2003,"eastside","RaDFHEdy_fwi",499288.78433,0.170322547349037
"active",2126.89939234667,2003,"eastside","RaDFHEdy_fwx",110789.849965,0.0191976015223289
"both",7335.9570841367,2003,"eastside","RaDFHEdy_fwx",110789.849965,0.0662150647054241
"passive",17667.9117124983,2003,"eastside","RaDFHEdy_fwx",110789.849965,0.159472295684847
"active",20.0481373899006,2003,"eastside","RaDFHEwt_fdm",18634.92184,0.00107583694538858
"passive",5754.03249850574,2003,"eastside","RaDFHEwt_fdm",18634.92184,0.308776851757686
"passive",11669.2291217096,2003,"eastside","RaDFHEwt_fhc",31311.659235,0.37267999865896
"passive",127153.551637205,2003,"eastside","RaDFHEwt_fwm",306700.94139,0.41458481040499
"passive",86406.9305162117,2003,"eastside","RaDFHEwt_fwn",177401.37797,0.487070233078031
"passive",15951.6750550471,2003,"eastside","RaDFHEwt_fww",32283.30299,0.494115334480746
"active",12487.0434229084,2003,"eastside","RaDFWV_fwx",38536.827995,0.324028833523312
"active",223959.691302125,2003,"eastside","RaMCONdy_fdd",4248197.74101,0.0527187539177212
"both",1605516.7348298,2003,"eastside","RaMCONdy_fdd",4248197.74101,0.37792890837706
"passive",134787.103418994,2003,"eastside","RaMCONdy_fdd",4248197.74101,0.0317280672031403
"active",14102.4410380613,2003,"eastside","RaMCONdy_fdg",1049415.73129,0.0134383739614097
"both",391707.851596877,2003,"eastside","RaMCONdy_fdg",1049415.73129,0.373262797495296
"active",1086.96830543638,2003,"eastside","RaMCONdy_fdx",4451.680715,0.244170320161063
"both",1059.79257409306,2003,"eastside","RaMCONdy_fdx",4451.680715,0.238065719880152
"active",30020.3764972522,2003,"eastside","RaMCONdy_fmd",2050495.021305,0.0146405507866809
"both",747910.26851114,2003,"eastside","RaMCONdy_fmd",2050495.021305,0.364746200668728
"both",223233.379820191,2003,"eastside","RaMCONdy_fmx",596169.8286,0.37444595333584
"passive",4543.49965952292,2003,"eastside","RaMCONdy_fmx",596169.8286,0.0076211499501619
"active",26257.3493592821,2003,"eastside","RaMCONms_fcm",2203967.80925,0.0119136719007785
