"type","REST_ACRES","YEAR","ew","BpS_Code","AREA_STRATA","REST_PCT"
"active",6573.19173039748,2012,"eastside","Na0210290_fdw",9646.16073,0.681430873316734
"both",1166.209304188,2012,"eastside","Na0210290_fdw",9646.16073,0.120898804905981
"active",23532.9209484071,2012,"eastside","Na0210290_fwo",216308.93843,0.108793104525464
"both",127453.528026571,2012,"eastside","Na0210290_fwo",216308.93843,0.589219885926332
"active",68.8362713858188,2012,"eastside","Na0210350_fvg",1960.63432,0.0351091841470055
"both",345.964470724337,2012,"eastside","Na0210350_fvg",1960.63432,0.176455378341198
"passive",260.404901326465,2012,"eastside","Na0210350_fvg",1960.63432,0.132816659725953
"active",131218.256299731,2012,"eastside","Na0710270_fdd",1403267.971,0.0935090510233922
"both",549932.832003274,2012,"eastside","Na0710270_fdd",1403267.971,0.391894380380805
"passive",248771.440212819,2012,"eastside","Na0710270_fdd",1403267.971,0.177280067210213
"active",2649.50868160926,2012,"eastside","Na0710412_fmc",16639.371505,0.159231295533795
"both",252.454463249438,2012,"eastside","Na0710412_fmc",16639.371505,0.0151721153153878
"active",164078.618639286,2012,"eastside","Na0710412_fmh",1419398.947535,0.115597252572459
"active",4077.70363608121,2012,"eastside","Na0710412_fmi",48558.391485,0.0839752617699629
"active",46446.2404773192,2012,"eastside","Na1010471_frn",685999.617,0.0677059277094599
"both",50609.5621662447,2012,"eastside","Na1010471_frn",685999.617,0.0737749131516566
"passive",210772.153179667,2012,"eastside","Na1010471_frn",685999.617,0.307248208244505
"active",43074.1981764228,2012,"eastside","R1RFWF_fcw",149284.8677,0.288536935056163
"active",1162.27436967504,2012,"eastside","R1RFWF_frm",3802.50971,0.305659803213241
"active",32163.9433176052,2012,"eastside","RaABAMlw_fsi",470463.056405,0.068366565407671
"both",24210.6672390523,2012,"eastside","RaABAMlw_fsi",470463.056405,0.0514613568683923
"passive",47318.3877894328,2012,"eastside","RaABAMlw_fsi",470463.056405,0.10057832840481
"active",563.392529430807,2012,"eastside","RaABAMlw_fsw",21997.08945,0.0256121397656455
"both",1059.0991225776,2012,"eastside","RaABAMlw_fsw",21997.08945,0.0481472389783642
"passive",3040.46899890762,2012,"eastside","RaABAMlw_fsw",21997.08945,0.138221422694065
"active",309.714384821594,2012,"eastside","RaABAMlw_fwc",11407.52913,0.0271499972774204
"both",262.804918744976,2012,"eastside","RaABAMlw_fwc",11407.52913,0.0230378477012906
"passive",1593.93344901312,2012,"eastside","RaABAMlw_fwc",11407.52913,0.139726441269505
"active",1468.52576466492,2012,"eastside","RaABLA_faf",15372.83198,0.0955273411285227
"both",213.511085618778,2012,"eastside","RaABLA_faf",15372.83198,0.0138888583376541
"passive",2290.06658127399,2012,"eastside","RaABLA_faf",15372.83198,0.148968425873213
"both",42503.3923844925,2012,"eastside","RaDFHEdy_fwi",499288.78433,0.0851278733239085
"passive",89102.4046798898,2012,"eastside","RaDFHEdy_fwi",499288.78433,0.178458654542896
"active",2290.13732234667,2012,"eastside","RaDFHEdy_fwx",110789.849965,0.0206710030121907
"both",8018.4873391367,2012,"eastside","RaDFHEdy_fwx",110789.849965,0.0723756494089472
"passive",14021.9680824983,2012,"eastside","RaDFHEdy_fwx",110789.849965,0.126563652599295
"passive",5459.46261620035,2012,"eastside","RaDFHEwt_fdm",18634.92184,0.292969440015658
"passive",11770.6412417096,2012,"eastside","RaDFHEwt_fhc",31311.659235,0.375918796042353
"passive",120133.653462205,2012,"eastside","RaDFHEwt_fwm",306700.94139,0.391696396228023
"passive",82341.4514151333,2012,"eastside","RaDFHEwt_fwn",177401.37797,0.464153392478484
"passive",15657.4106320202,2012,"eastside","RaDFHEwt_fww",32283.30299,0.485000268927571
"active",12157.2316379084,2012,"eastside","RaDFWV_fwx",38536.827995,0.315470480328213
"active",246805.045951537,2012,"eastside","RaMCONdy_fdd",4248197.74101,0.0580964119369971
"both",1607029.4656198,2012,"eastside","RaMCONdy_fdd",4248197.74101,0.378284996036397
"passive",119848.164083994,2012,"eastside","RaMCONdy_fdd",4248197.74101,0.0282115314282665
"active",36518.076222315,2012,"eastside","RaMCONdy_fdg",1049415.73129,0.0347984837023788
"both",391841.955781877,2012,"eastside","RaMCONdy_fdg",1049415.73129,0.373390586874663
"active",681.25180722842,2012,"eastside","RaMCONdy_fdx",4451.680715,0.153032495105261
"both",1184.33055135044,2012,"eastside","RaMCONdy_fdx",4451.680715,0.266041216154569
"passive",56.4915527426251,2012,"eastside","RaMCONdy_fdx",4451.680715,0.0126899381063597
"active",37530.4214030446,2012,"eastside","RaMCONdy_fmd",2050495.021305,0.0183031029156847
"both",756109.761615348,2012,"eastside","RaMCONdy_fmd",2050495.021305,0.368744987800134
"active",6385.97249084601,2012,"eastside","RaMCONdy_fmx",596169.8286,0.0107116666837071
"both",222077.370610191,2012,"eastside","RaMCONdy_fmx",596169.8286,0.372506893097393
"passive",2945.14679452292,2012,"eastside","RaMCONdy_fmx",596169.8286,0.00494011379515645
"active",37091.0993892821,2012,"eastside","RaMCONms_fcm",2203967.80925,0.016829238264557
"both",261454.880742668,2012,"eastside","RaMCONms_fcm",2203967.80925,0.118629174003971
"passive",154187.649370734,2012,"eastside","RaMCONms_fcm",2203967.80925,0.0699591204207303
"active",74736.4894976196,2012,"eastside","RaMCONms_fmm",1769570.105205,0.0422342631567917
