"type","REST_ACRES","YEAR","STATE","ew","BpS_Code","AREA_STRATA","REST_PCT"
"active",6639.46544039748,2014,"Oregon","eastside","Na0210290_fdw",9646.16073,0.688301348716743
"both",1097.044459188,2014,"Oregon","eastside","Na0210290_fdw",9646.16073,0.113728610780468
"active",23791.5663334071,2014,"Oregon","eastside","Na0210290_fwo",216308.93843,0.109988826657324
"both",127500.898161571,2014,"Oregon","eastside","Na0210290_fwo",216308.93843,0.589438878887713
"active",60.6076563858188,2014,"Oregon","eastside","Na0210350_fvg",1960.63432,0.030912269446461
"both",377.766955724337,2014,"Oregon","eastside","Na0210350_fvg",1960.63432,0.192675886508167
"passive",240.611746326465,2014,"Oregon","eastside","Na0210350_fvg",1960.63432,0.122721378419238
"active",121321.456404731,2014,"Oregon","eastside","Na0710270_fdd",1403267.971,0.0864563710652319
"both",549056.150913274,2014,"Oregon","eastside","Na0710270_fdd",1403267.971,0.391269637916701
"passive",247890.756012819,2014,"Oregon","eastside","Na0710270_fdd",1403267.971,0.176652472040794
"active",2525.85706160926,2014,"Oregon","eastside","Na0710412_fmc",16639.371505,0.151800028074994
"both",195.076553249438,2014,"Oregon","eastside","Na0710412_fmc",16639.371505,0.0117237933650811
"active",98326.591446497,2014,"Oregon","eastside","Na0710412_fmh",661932.697285,0.148544696235427
"active",4306.4011300927,2014,"Oregon","eastside","Na0710412_fmi",48558.391485,0.0886850037325264
"active",42928.0846614228,2014,"Oregon","eastside","R1RFWF_fcw",149284.8677,0.287558178687543
"active",1182.73470967504,2014,"Oregon","eastside","R1RFWF_frm",3802.50971,0.311040549499357
"active",4735.85881214856,2014,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.035075872855187
"both",5749.98071549521,2014,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.0425869098924819
"passive",19220.5035109829,2014,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.142355581976915
"active",588.648977969504,2014,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.0267662655256047
"both",1057.70092479672,2014,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.0480943734879864
"passive",3077.936990169,2014,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.139955868154437
"active",299.261819821594,2014,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.0262337107721761
"both",249.683613744976,2014,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.0218876157053457
"passive",1587.48399401312,2014,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.139161073000312
"both",39754.8303300253,2014,"Oregon","eastside","RaDFHEdy_fwi",491309.474125,0.0809160670081252
"passive",89162.3314900487,2014,"Oregon","eastside","RaDFHEdy_fwi",491309.474125,0.181478958143119
"active",1862.24934234667,2014,"Oregon","eastside","RaDFHEdy_fwx",110789.849965,0.0168088443384929
"both",7784.3054041367,2014,"Oregon","eastside","RaDFHEdy_fwx",110789.849965,0.0702619004050991
"passive",13774.8872374983,2014,"Oregon","eastside","RaDFHEdy_fwx",110789.849965,0.124333476774722
"passive",5209.93542620035,2014,"Oregon","eastside","RaDFHEwt_fdm",18634.92184,0.279579140225702
"passive",11289.5996169698,2014,"Oregon","eastside","RaDFHEwt_fhc",31311.659235,0.360555776755208
"passive",117570.995877205,2014,"Oregon","eastside","RaDFHEwt_fwm",306700.94139,0.383340837965352
"passive",79521.7861934062,2014,"Oregon","eastside","RaDFHEwt_fwn",176075.681375,0.451634124442452
"passive",15356.6813087918,2014,"Oregon","eastside","RaDFHEwt_fww",32217.696465,0.47665360946816
"active",11997.3402747827,2014,"Oregon","eastside","RaDFWV_fwx",38027.543445,0.315490804504231
"both",567751.403455645,2014,"Oregon","eastside","RaMCONdy_fdd",1523190.91643,0.372738175714913
