"type","REST_ACRES","YEAR","STATE","ew","BpS_Code","AREA_STRATA","REST_PCT"
"active",6598.09997039748,2013,"Oregon","eastside","Na0210290_fdw",9646.16073,0.684013065413381
"both",1129.514129188,2013,"Oregon","eastside","Na0210290_fdw",9646.16073,0.117094682620741
"active",23742.8618284071,2013,"Oregon","eastside","Na0210290_fwo",216308.93843,0.10976366488013
"both",127489.556016571,2013,"Oregon","eastside","Na0210290_fwo",216308.93843,0.589386443953298
"active",55.2701763858188,2013,"Oregon","eastside","Na0210350_fvg",1960.63432,0.0281899463974592
"both",358.418590724337,2013,"Oregon","eastside","Na0210350_fvg",1960.63432,0.182807465455535
"passive",263.073641326465,2013,"Oregon","eastside","Na0210350_fvg",1960.63432,0.134177821250454
"active",130801.043279731,2013,"Oregon","eastside","Na0710270_fdd",1403267.971,0.0932117357360614
"both",549699.317253274,2013,"Oregon","eastside","Na0710270_fdd",1403267.971,0.391727972570731
"passive",248538.370252819,2013,"Oregon","eastside","Na0710270_fdd",1403267.971,0.177113976367397
"active",2472.03747160926,2013,"Oregon","eastside","Na0710412_fmc",16639.371505,0.148565555547962
"both",264.019003249438,2013,"Oregon","eastside","Na0710412_fmc",16639.371505,0.015867125941031
"active",100334.373506497,2013,"Oregon","eastside","Na0710412_fmh",661932.697285,0.151577908023023
"active",4149.75961608121,2013,"Oregon","eastside","Na0710412_fmi",48558.391485,0.0854591655360556
"active",43158.2634864228,2013,"Oregon","eastside","R1RFWF_fcw",149284.8677,0.289100055158657
"active",1172.28214467504,2013,"Oregon","eastside","R1RFWF_frm",3802.50971,0.308291689983624
"active",4654.46224214856,2013,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.034473013721624
"both",5727.29642549521,2013,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.0424188999700135
"passive",19037.6948209829,2013,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.141001619660552
"active",530.381487969504,2013,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.0241168035079686
"both",1066.15193479673,2013,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.0484786466050482
"passive",3092.17027016901,2013,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.140603064983173
"active",265.235384821594,2013,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.0232509057657426
"both",257.245043744976,2013,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.0225504612623309
"passive",1575.02987401312,2013,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.138069327377042
"both",41035.6031350253,2013,"Oregon","eastside","RaDFHEdy_fwi",491309.474125,0.0835229225084817
"passive",89050.9115950487,2013,"Oregon","eastside","RaDFHEdy_fwi",491309.474125,0.181252176652291
"active",1888.26955734667,2013,"Oregon","eastside","RaDFHEdy_fwx",110789.849965,0.0170437053389205
"both",7920.4111441367,2013,"Oregon","eastside","RaDFHEdy_fwx",110789.849965,0.0714904040996433
"passive",13901.8747824983,2013,"Oregon","eastside","RaDFHEdy_fwx",110789.849965,0.125479678751168
"passive",5316.01784120035,2013,"Oregon","eastside","RaDFHEwt_fdm",18634.92184,0.285271807783464
"passive",11444.3865369698,2013,"Oregon","eastside","RaDFHEwt_fhc",31311.659235,0.365499204340386
"passive",118883.571167205,2013,"Oregon","eastside","RaDFHEwt_fwm",306700.94139,0.387620496462817
"passive",80555.9229434062,2013,"Oregon","eastside","RaDFHEwt_fwn",176075.681375,0.457507375887082
"passive",15457.6486387918,2013,"Oregon","eastside","RaDFHEwt_fww",32217.696465,0.479787518501964
"active",12017.8006147827,2013,"Oregon","eastside","RaDFWV_fwx",38027.543445,0.316028844518033
"both",567918.644495645,2013,"Oregon","eastside","RaMCONdy_fdd",1523190.91643,0.372847972220523
"passive",35175.4343450455,2013,"Oregon","eastside","RaMCONdy_fdd",1523190.91643,0.0230932537514657
"active",41518.5114361878,2013,"Oregon","eastside","RaMCONdy_fdg",1043084.14564,0.0398036070337485
"both",389470.518195749,2013,"Oregon","eastside","RaMCONdy_fdg",1043084.14564,0.373383604595757
"active",707.27202222842,2013,"Oregon","eastside","RaMCONdy_fdx",4451.680715,0.158877526828296
"both",1160.53428635044,2013,"Oregon","eastside","RaMCONdy_fdx",4451.680715,0.260695759792476
"passive",94.5210977426254,2013,"Oregon","eastside","RaMCONdy_fdx",4451.680715,0.0212326767784885
"active",7672.15970104866,2013,"Oregon","eastside","RaMCONdy_fmd",595788.865965,0.0128773129867441
"both",212415.793145186,2013,"Oregon","eastside","RaMCONdy_fmd",595788.865965,0.356528638381209
"active",6463.81074084601,2013,"Oregon","eastside","RaMCONdy_fmx",596169.8286,0.0108422305704821
"both",221789.813875191,2013,"Oregon","eastside","RaMCONdy_fmx",596169.8286,0.372024552795679
"passive",3754.88698952292,2013,"Oregon","eastside","RaMCONdy_fmx",596169.8286,0.00629835125729293
"active",32948.2553118302,2013,"Oregon","eastside","RaMCONms_fcm",1811014.747825,0.0181932562125187
"both",221439.054863906,2013,"Oregon","eastside","RaMCONms_fcm",1811014.747825,0.12227346857879
"passive",137858.363236751,2013,"Oregon","eastside","RaMCONms_fcm",1811014.747825,0.0761221648814937
"active",22707.1229432659,2013,"Oregon","eastside","RaMCONms_fmm",842058.6364,0.02696620159416
"both",81073.8962669593,2013,"Oregon","eastside","RaMCONms_fmm",842058.6364,0.0962805828030806
"passive",55144.5104231063,2013,"Oregon","eastside","RaMCONms_fmm",842058.6364,0.0654877321356885
"active",49546.6730891845,2013,"Oregon","eastside","RaMCONsw_fdm",252622.9284,0.196128963443623
"both",101719.226206087,2013,"Oregon","eastside","RaMCONsw_fdm",252622.9284,0.402652391254948
"active",270476.038927903,2013,"Oregon","eastside","RaMCONsw_fiw",1105278.24176,0.244713076498464
"both",360962.433380906,2013,"Oregon","eastside","RaMCONsw_fiw",1105278.24176,0.326580601827576
"active",18673.5386334087,2013,"Oregon","eastside","RaMCONsw_fvw",110519.19525,0.168961949018614
"both",43110.5933233655,2013,"Oregon","eastside","RaMCONsw_fvw",110519.19525,0.390073355364624
"active",266169.33228582,2013,"Oregon","eastside","RaMEVG_ftd",430468.873975,0.61832422360293
"active",18197.9850770339,2013,"Oregon","eastside","RaMEVG_fuc",108908.16587,0.167094771376062
"passive",35497.1855522641,2013,"Oregon","eastside","RaMEVG_fuc",108908.16587,0.325936859451254
"active",36042.5923178849,2013,"Oregon","eastside","RaOAPI_fop",77063.648215,0.467699014421555
"active",37536.8938979261,2013,"Oregon","eastside","RaPICOpu_fld",357333.388645,0.105047261439143
"both",18581.848613741,2013,"Oregon","eastside","RaPICOpu_fld",357333.388645,0.0520014339667584
"active",13598.1721753503,2013,"Oregon","eastside","RaPICOpu_flp",24914.91185,0.545784478677586
"both",2229.02446882101,2013,"Oregon","eastside","RaPICOpu_flp",24914.91185,0.0894654768293314
"active",17857.44887125,2013,"Oregon","eastside","RaPICOpu_flw",75354.765035,0.236978363119516
"both",2976.40261404494,2013,"Oregon","eastside","RaPICOpu_flw",75354.765035,0.0394985322117651
"active",32912.9906234268,2013,"Oregon","eastside","RaPIJEsp_fjp",81797.103395,0.40237354695177
"both",751.285765410274,2013,"Oregon","eastside","RaPIJEsp_fjp",81797.103395,0.00918474779947034
"passive",11556.0495314797,2013,"Oregon","eastside","RaPIJEsp_fjp",81797.103395,0.141277001896697
"active",459470.409853385,2013,"Oregon","eastside","RaPIPOm_fdp",1034738.10608,0.444045123257364
"both",192607.505415911,2013,"Oregon","eastside","RaPIPOm_fdp",1034738.10608,0.186141308882095
"passive",3715.68086857564,2013,"Oregon","eastside","RaPIPOm_fdp",1034738.10608,0.00359093846717612
"active",32905.9429895441,2013,"Oregon","eastside","RaPIPOm_fpd",82094.00072,0.400832493250964
"both",13117.7638425104,2013,"Oregon","eastside","RaPIPOm_fpd",82094.00072,0.159789554991374
"active",414659.371653649,2013,"Oregon","eastside","RaPIPOm_fpl",962769.74971,0.430694225466213
"both",138718.163187302,2013,"Oregon","eastside","RaPIPOm_fpl",962769.74971,0.144082386499042
"active",166674.897751639,2013,"Oregon","eastside","RaPIPOxe_fpd",643144.1005,0.259156381318061
"both",192542.42144796,2013,"Oregon","eastside","RaPIPOxe_fpd",643144.1005,0.299376797980843
"active",133600.803448165,2013,"Oregon","eastside","RaPIPOxe_fxp",1010173.466355,0.1322553085167
"both",302517.703356826,2013,"Oregon","eastside","RaPIPOxe_fxp",1010173.466355,0.299471044758677
"passive",31305.1535696853,2013,"Oregon","eastside","RaPIPOxe_fxp",1010173.466355,0.0309898790775444
"active",25231.9889420516,2013,"Oregon","eastside","RaREFI_fcw",265840.30804,0.0949140825485915
"both",34688.9058428401,2013,"Oregon","eastside","RaREFI_fcw",265840.30804,0.130487758228224
"active",409.317405619059,2013,"Oregon","eastside","RaREFI_frf",56680.256885,0.00722151641707506
"both",10821.0057128919,2013,"Oregon","eastside","RaREFI_frf",56680.256885,0.190913138146973
"passive",10129.8247597977,2013,"Oregon","eastside","RaREFI_frf",56680.256885,0.178718751757784
"active",26351.6159222129,2013,"Oregon","eastside","RaREFI_frm",88214.533515,0.298721932454952
"both",2214.09382075391,2013,"Oregon","eastside","RaREFI_frm",88214.533515,0.0250989687586732
"active",39076.6160592816,2013,"Oregon","eastside","RaSAWD_fal",84072.204245,0.46479828155101
"active",14500.8650793502,2013,"Oregon","eastside","RaSAWD_fsw",57322.75604,0.252968734951116
"passive",6814.78805364845,2013,"Oregon","eastside","RaSAWD_fsw",57322.75604,0.118884515058785
"active",78021.0676991625,2013,"Oregon","eastside","RaSPFI_fcd",512082.946285,0.15236021481516
"passive",17630.3089208059,2013,"Oregon","eastside","RaSPFI_fcd",512082.946285,0.0344286195209354
"active",22918.3627201585,2013,"Oregon","eastside","RaSPFI_fmz",240803.07894,0.0951747079856443
"passive",3169.78528573197,2013,"Oregon","eastside","RaSPFI_fmz",240803.07894,0.0131633918456739
"passive",19471.8015694158,2013,"Oregon","eastside","RaSSHE_fss",35555.845415,0.54763995461633
"active",348525.156434361,2013,"Oregon","eastside","RaTAOAco_ftm",586701.13908,0.594042065404679
"active",8260.0415029802,2013,"Oregon","eastside","RaTAOAco_fto",26825.72969,0.307914886134834
"passive",1708.83492765739,2013,"Oregon","eastside","RaTAOAco_fto",26825.72969,0.0637013399972642
"active",21311.3961118668,2013,"Oregon","westside","Na0210290_fdw",47801.13651,0.445834506621165
"both",15649.7981549442,2013,"Oregon","westside","Na0210290_fdw",47801.13651,0.32739385080667
"passive",542.955196104598,2013,"Oregon","westside","Na0210290_fdw",47801.13651,0.0113586252492346
"active",20097.7931312549,2013,"Oregon","westside","Na0210350_fvg",91147.923565,0.220496445175985
"both",12970.1308853661,2013,"Oregon","westside","Na0210350_fvg",91147.923565,0.14229760128454
"passive",7115.29018691144,2013,"Oregon","westside","Na0210350_fvg",91147.923565,0.0780631078429048
"active",52452.7109543514,2013,"Oregon","westside","Na0710412_fmc",279601.66585,0.187597991574525
"active",142.170473753172,2013,"Oregon","westside","Na0710412_fmh",642.499155,0.221277292968847
"both",1.52804316278729,2013,"Oregon","westside","Na0710412_fmh",642.499155,0.00237828042402217
"active",4429.43152776825,2013,"Oregon","westside","Na0710412_fmi",21721.986835,0.203914658516929
"active",81.5445382047899,2013,"Oregon","westside","R1RFWF_fcw",269.98753,0.302030757512356
"active",59673.1567463162,2013,"Oregon","westside","RaABAMlw_fsi",800551.72318,0.0745400390986342
"both",30149.6053229265,2013,"Oregon","westside","RaABAMlw_fsi",800551.72318,0.0376610335721525
"passive",107432.849008932,2013,"Oregon","westside","RaABAMlw_fsi",800551.72318,0.134198510724805
"active",23653.8693337688,2013,"Oregon","westside","RaABAMlw_fsw",283409.290645,0.0834618698629671
