"type","REST_ACRES","YEAR","BpS_Code","BPS_LLID","AREA_STRATA","REST_PCT"
"active",5.2314785590195,2016,"Na0210290_fdw","Na0210290_fdw_1709000105",7.783825,0.672096117142857
"both",1.1762121900581,2016,"Na0210290_fdw","Na0210290_fdw_1709000105",7.783825,0.151109793714286
"active",30.3449425433712,2016,"Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.387631120909091
"both",21.1435395607587,2016,"Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.270090936181818
"passive",8.4837486078256,2016,"Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.108372753636364
"active",5.1828144098162,2016,"Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.448164337692308
"both",2.52958169647572,2016,"Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.218736041076923
"passive",1.3846962716106,2016,"Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.11973639
"active",52.9976036532363,2016,"Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.309084221958495
"both",61.9265949612073,2016,"Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.361158469491569
"passive",7.24268385407255,2016,"Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.0422396325421531
"active",1.9578516425936,2016,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.880348768
"active",7.96537633761245,2016,"Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.465147354675325
"both",4.28460693516597,2016,"Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.250204572545455
"passive",1.10523688296185,2016,"Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.0645415848051948
"active",23.3036699448901,2016,"Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.491948565164319
"both",13.2834850423536,2016,"Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.280418982178404
"active",209.45034878161,2016,"Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.305678131914963
"both",215.817833016186,2016,"Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.314971029716975
"passive",98.2224903429281,2016,"Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.143348853485881
"active",1117.25049166151,2016,"Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.364751417206854
"both",976.450385299232,2016,"Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.318784072621361
"passive",275.965351805631,2016,"Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.0900950627655559
"active",240.014867590673,2016,"Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.298294031105583
"both",289.935180343253,2016,"Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.360335734915423
"passive",84.8895634747529,2016,"Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.105502006362631
"active",183.981708201995,2016,"Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.306397955925926
"both",233.799330778547,2016,"Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.389362821703704
"passive",26.0843210259351,2016,"Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.0434400937037038
"active",150.881866704302,2016,"Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.420869052332506
"both",86.2042070106759,2016,"Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.240457542739454
"active",202.239482237388,2016,"Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.366681707419355
"both",193.535826678073,2016,"Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.350901053483871
"passive",28.009815646044,2016,"Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.0507847770967743
"active",568.622066628257,2016,"Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.33793436148295
"both",536.407151837217,2016,"Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.318788909171028
"passive",101.729150019342,2016,"Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.0604580394845362
"active",42.0547976047225,2016,"Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.279319888197932
"both",67.977527663732,2016,"Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.451493682254062
"passive",5.51796155539186,2016,"Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.0366492408124078
"active",87.0072620039697,2016,"Na0210290_fdw","Na0210290_fdw_1709000407",258.42299,0.336685455129088
"both",90.1936032943228,2016,"Na0210290_fdw","Na0210290_fdw_1709000407",258.42299,0.349015400271945
"passive",11.2606784156061,2016,"Na0210290_fdw","Na0210290_fdw_1709000407",258.42299,0.0435745999827884
"active",291.289025803882,2016,"Na0210290_fdw","Na0210290_fdw_1709000506",566.440065,0.514245096352572
"both",105.807169802228,2016,"Na0210290_fdw","Na0210290_fdw_1709000506",566.440065,0.18679323081115
"active",37.859638555925,2016,"Na0210290_fdw","Na0210290_fdw_1709000606",111.1975,0.34047203
"both",41.29825200083,2016,"Na0210290_fdw","Na0210290_fdw_1709000606",111.1975,0.371395508
"active",43.7203617369958,2016,"Na0210290_fdw","Na0210290_fdw_1709000607",100.96733,0.433014934008811
