"type","REST_ACRES","YEAR","BpS_Code","BPS_LLID","AREA_STRATA","REST_PCT"
"active",3.8659316800503,2017,"Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.445722490769231
"both",3.76968972606474,2017,"Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.434626277230769
"active",29.2741528253839,2017,"Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.739501934516854
"both",1.11022302462516e-16,2017,"Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,2.80456305380612e-18
"passive",0.403219352820902,2017,"Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.0101858282022472
"active",1.14810114981552,2017,"Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.737491625142857
"active",96.3677002439873,2017,"Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.489624572372881
"both",51.5678460914691,2017,"Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.262005677491525
"active",0.4163674119394,2017,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.187219772
"both",1.3758416991957,2017,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.618647766
"passive",0.0538177307778,2017,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.024199164
"active",7.6418343858428,2017,"Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.39047203
"both",4.45190364018968,2017,"Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.227477299818182
"passive",1.6761471519564,2017,"Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.085645480909091
"active",15.8385676392648,2017,"Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.342395106923077
"both",15.8795068723453,2017,"Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.343280123384615
"active",322.433151963112,2017,"Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.438145042994863
"both",173.199832911493,2017,"Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.235356221206407
"active",2013.39184322061,2017,"Na0210290_fdw","Na0210290_fdw_1709000301",3382.405555,0.595254415971596
"active",212.061721326399,2017,"Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.247800512328482
"both",351.704774638388,2017,"Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.410977628582121
"active",222.887652513082,2017,"Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.485099329128751
"both",84.0001748474296,2017,"Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.182820483798645
"active",133.370787728843,2017,"Na0210290_fdw","Na0210290_fdw_1709000304",387.41209,0.344260778564868
