"Order","Donate","Receive","Primary","Secondary","ActiveOnly","ActivePassive","PassiveOnly","BpS","REST_ACRES","strataID"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210290",9447.14250128903,"2012_Na0210290_fdw"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210290",17645.8194700272,"2012_Na0210290_fdw"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210290",17681.4354052368,"2012_Na0210290_fdw"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210290",17802.5675694266,"2012_Na0210290_fwo"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210290",5730.35337898047,"2012_Na0210290_fwo"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210290",127453.528026571,"2012_Na0210290_fwo"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210350",3951.8236810376,"2012_Na0210350_fvg"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210350",15694.6561280026,"2012_Na0210350_fvg"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210350",13606.955704691,"2012_Na0210350_fvg"
19,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,"Na0210350",7317.10404124645,"2012_Na0210350_fvg"
1,"B","C","Thin / low fire","None",1,0,0,"Na0710270",83484.6651424207,"2012_Na0710270_fdd"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0710270",549932.832003274,"2012_Na0710270_fdd"
6,"B","A","Regen / high fire","None",1,0,0,"Na0710270",47733.5911573104,"2012_Na0710270_fdd"
13,"B","E","Grow w/o fire","None",0,0,1,"Na0710270",248771.440212819,"2012_Na0710270_fdd"
10,"B","E","Grow w/o fire","None",0,0,1,"Na0710411",158738.989658301,"2012_Na0710411_fmt"
18,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,"Na0710411",5900.42487944445,"2012_Na0710411_fmt"
19,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,"Na0710411",58446.953797466,"2012_Na0710411_fmt"
4,"E","A","Regen / high fire","None",1,0,0,"Na0710412",57343.5580073823,"2012_Na0710412_fmc"
6,"E","C","Overstory removal","None",1,0,0,"Na0710412",94132.5475871005,"2012_Na0710412_fmc"
8,"E","D","Thin / low fire","None",1,0,0,"Na0710412",6380.94919860943,"2012_Na0710412_fmc"
1,"B","A","Regen / high fire","None",1,0,0,"Na0710412",72043.9736352975,"2012_Na0710412_fmh"
5,"D","C","Overstory removal","None",1,0,0,"Na0710412",11179.5549807744,"2012_Na0710412_fmh"
