"type","REST_ACRES","YEAR","ew","BpS_Code","AREA_STRATA","REST_PCT"
"active",6652.58674539748,2017,"eastside","Na0210290_fdw",9646.16073,0.689661610624798
"both",1105.940259188,2017,"eastside","Na0210290_fdw",9646.16073,0.114650822243556
"active",23236.4684134071,2017,"eastside","Na0210290_fwo",216308.93843,0.107422599278886
"both",127417.500036571,2017,"eastside","Na0210290_fwo",216308.93843,0.589053327899366
"both",380.880485724337,2017,"eastside","Na0210350_fvg",1960.63432,0.194263908286751
"passive",299.768816326465,2017,"eastside","Na0210350_fvg",1960.63432,0.152893792212341
"active",115129.312419731,2017,"eastside","Na0710270_fdd",1403267.971,0.082043711392976
"both",548038.693788274,2017,"eastside","Na0710270_fdd",1403267.971,0.390544575315668
"passive",248524.359367819,2017,"eastside","Na0710270_fdd",1403267.971,0.177103991898792
"active",2716.22718160926,2017,"eastside","Na0710412_fmc",16639.371505,0.163240972220198
"both",113.235193249438,2017,"eastside","Na0710412_fmc",16639.371505,0.0068052566297598
"active",128826.00734729,2017,"eastside","Na0710412_fmh",1419398.947535,0.090760957355235
"active",4415.8194700927,2017,"eastside","Na0710412_fmi",48558.391485,0.0909383390810377
"active",41105.8693423192,2017,"eastside","Na1010471_frn",685999.617,0.0599211257902483
"both",50801.9338412447,2017,"eastside","Na1010471_frn",685999.617,0.0740553384904364
"passive",210396.972814667,2017,"eastside","Na1010471_frn",685999.617,0.306701297786099
"active",42771.0737914228,2017,"eastside","R1RFWF_fcw",149284.8677,0.286506425268599
"active",1180.73315467504,2017,"eastside","R1RFWF_frm",3802.50971,0.31051417214528
"active",31623.0786776052,2017,"eastside","RaABAMlw_fsi",470463.056405,0.067216922236679
"both",24211.3344240523,2017,"eastside","RaABAMlw_fsi",470463.056405,0.0514627750137513
"passive",49384.2149444328,2017,"eastside","RaABAMlw_fsi",470463.056405,0.104969379151251
"active",758.210549430807,2017,"eastside","RaABAMlw_fsw",21997.08945,0.0344686760107168
"both",1041.3075225776,2017,"eastside","RaABAMlw_fsw",21997.08945,0.0473384228829239
"passive",3020.00865890762,2017,"eastside","RaABAMlw_fsw",21997.08945,0.137291284184309
"active",274.798369821594,2017,"eastside","RaABAMlw_fwc",11407.52913,0.0240892104407533
"both",256.800253744976,2017,"eastside","RaABAMlw_fwc",11407.52913,0.0225114703472141
"passive",1632.40778401312,2017,"eastside","RaABAMlw_fwc",11407.52913,0.143099155427107
"active",1470.08252966492,2017,"eastside","RaABLA_faf",15372.83198,0.0956286084162954
"both",224.408440618778,2017,"eastside","RaABLA_faf",15372.83198,0.014597729352063
"passive",2177.31231627399,2017,"eastside","RaABLA_faf",15372.83198,0.141633780887391
"both",40092.6305844925,2017,"eastside","RaDFHEdy_fwi",499288.78433,0.0802994816682957
"passive",91317.4588798898,2017,"eastside","RaDFHEdy_fwi",499288.78433,0.182895073444178
"active",2152.69721234667,2017,"eastside","RaDFHEdy_fwx",110789.849965,0.0194304551637784
"both",8091.2105041367,2017,"eastside","RaDFHEdy_fwx",110789.849965,0.0730320557947576
"passive",14039.9820774983,2017,"eastside","RaDFHEdy_fwx",110789.849965,0.126726248676514
"passive",4967.08008620035,2017,"eastside","RaDFHEwt_fdm",18634.92184,0.266546869841894
"passive",10457.8423169698,2017,"eastside","RaDFHEwt_fhc",31311.659235,0.333991956110716
"passive",115016.557967231,2017,"eastside","RaDFHEwt_fwm",306700.94139,0.375012079995464
"passive",77585.5343401333,2017,"eastside","RaDFHEwt_fwn",177401.37797,0.437344598040572
"passive",15187.4899970202,2017,"eastside","RaDFHEwt_fww",32283.30299,0.470444117868754
"active",11884.1305779084,2017,"eastside","RaDFWV_fwx",38536.827995,0.30838372528871
"active",211837.212916537,2017,"eastside","RaMCONdy_fdd",4248197.74101,0.0498651959798306
"both",1606104.5248148,2017,"eastside","RaMCONdy_fdd",4248197.74101,0.378067270576946
"passive",138575.379848994,2017,"eastside","RaMCONdy_fdd",4248197.74101,0.0326198045141016
"active",39065.833342315,2017,"eastside","RaMCONdy_fdg",1049415.73129,0.0372262699876751
"both",391682.053776877,2017,"eastside","RaMCONdy_fdg",1049415.73129,0.373238214463776
"active",468.19739722842,2017,"eastside","RaMCONdy_fdx",4451.680715,0.105173175526902
"both",1327.77532635044,2017,"eastside","RaMCONdy_fdx",4451.680715,0.298263826935405
"passive",72.5039927426255,2017,"eastside","RaMCONdy_fdx",4451.680715,0.0162868807051508
"active",37093.1928330446,2017,"eastside","RaMCONdy_fmd",2050495.021305,0.018089872176055
"both",756143.343260348,2017,"eastside","RaMCONdy_fmd",2050495.021305,0.36876136513568
"active",7907.52833837538,2017,"eastside","RaMCONdy_fmx",596169.8286,0.0132638854887119
"both",221002.757970191,2017,"eastside","RaMCONdy_fmx",596169.8286,0.370704365380545
