"strataID","BpS","SCLASS","YEAR","STATE","ew","MAP_ZONE","PVT","BpS_Code","sclass","AREA_TOTAL","AREA_STRATA","avg","low","high","departure"
"2006_Oregon_Na0210290_fdw","Na0210290","A",2006,"Oregon","eastside","OSW","fdw","Na0210290_fdw","A",1215.16628,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-2566.89994803249
"2006_Oregon_Na0210290_fdw","Na0210290","A",2006,"Oregon","westside","OCR","fdw","Na0210290_fdw","A",3263.646625,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-518.419603032493
"2006_Oregon_Na0210290_fdw","Na0210290","A",2006,"Oregon","westside","OWC","fdw","Na0210290_fdw","A",464.36076,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-3317.70546803249
"2006_Oregon_Na0210290_fdw","Na0210290","B",2006,"Oregon","eastside","OSW","fdw","Na0210290_fdw","B",3612.63145723411,50778.783165,554.968531797495,240.547931360876,869.389132234113,2743.242325
"2006_Oregon_Na0210290_fdw","Na0210290","B",2006,"Oregon","westside","OCR","fdw","Na0210290_fdw","B",12159.2713072341,50778.783165,554.968531797495,240.547931360876,869.389132234113,11289.882175
"2006_Oregon_Na0210290_fdw","Na0210290","B",2006,"Oregon","westside","OWC","fdw","Na0210290_fdw","B",869.389132234113,50778.783165,554.968531797495,240.547931360876,869.389132234113,0
"2006_Oregon_Na0210290_fdw","Na0210290","C",2006,"Oregon","eastside","OSW","fdw","Na0210290_fdw","C",789.010382765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-8717.78182382285
"2006_Oregon_Na0210290_fdw","Na0210290","C",2006,"Oregon","westside","OCR","fdw","Na0210290_fdw","C",3566.05674776589,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-5940.73545882285
"2006_Oregon_Na0210290_fdw","Na0210290","C",2006,"Oregon","westside","OWC","fdw","Na0210290_fdw","C",378.246817765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-9128.54538882285
"2006_Oregon_Na0210290_fdw","Na0210290","D",2006,"Oregon","eastside","OSW","fdw","Na0210290_fdw","D",-270.281651530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31684.4624167559
"2006_Oregon_Na0210290_fdw","Na0210290","D",2006,"Oregon","westside","OCR","fdw","Na0210290_fdw","D",3333.85171846973,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-28080.3290467559
"2006_Oregon_Na0210290_fdw","Na0210290","D",2006,"Oregon","westside","OWC","fdw","Na0210290_fdw","D",-249.598916530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31663.7796817559
"2006_Oregon_Na0210290_fdw","Na0210290","E",2006,"Oregon","eastside","OSW","fdw","Na0210290_fdw","E",2875.41668153027,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,501.623227058911
"2006_Oregon_Na0210290_fdw","Na0210290","E",2006,"Oregon","westside","OCR","fdw","Na0210290_fdw","E",17542.8117215303,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,15169.0182670589
"2006_Oregon_Na0210290_fdw","Na0210290","E",2006,"Oregon","westside","OWC","fdw","Na0210290_fdw","E",1228.80410153027,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,0
"2006_Oregon_Na0210290_fwo","Na0210290","A",2006,"Oregon","eastside","OSW","fwo","Na0210290_fwo","A",14561.8337115545,195510.11324,18100.2953931613,14561.8337115545,21638.756879258,0
"2006_Oregon_Na0210290_fwo","Na0210290","B",2006,"Oregon","eastside","OSW","fwo","Na0210290_fwo","B",14253.3695854912,195510.11324,2136.75779003604,926.165425177584,3347.3501548945,10906.0194305967
"2006_Oregon_Na0210290_fwo","Na0210290","C",2006,"Oregon","eastside","OSW","fwo","Na0210290_fwo","C",36603.358824487,195510.11324,41408.4943604048,36603.358824487,46213.6336110148,0
"2006_Oregon_Na0210290_fwo","Na0210290","D",2006,"Oregon","eastside","OSW","fwo","Na0210290_fwo","D",120951.894786333,195510.11324,126929.144537233,120951.894786333,132906.394288132,0
"2006_Oregon_Na0210290_fwo","Na0210290","E",2006,"Oregon","eastside","OSW","fwo","Na0210290_fwo","E",9139.65633213431,195510.11324,6935.41900855393,4731.18129395333,9139.65633213431,0
"2006_Oregon_Na0210350_fvg","Na0210350","A",2006,"Oregon","eastside","OEC","fvg","Na0210350_fvg","A",14.455675,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,-2884.0061765385
"2006_Oregon_Na0210350_fvg","Na0210350","A",2006,"Oregon","eastside","OSW","fvg","Na0210350_fvg","A",73.612745,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,-2824.8491065385
"2006_Oregon_Na0210350_fvg","Na0210350","A",2006,"Oregon","westside","OCR","fvg","Na0210350_fvg","A",4814.184565,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,0
"2006_Oregon_Na0210350_fvg","Na0210350","A",2006,"Oregon","westside","OWC","fvg","Na0210350_fvg","A",124.5412,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,-2773.9206515385
"2006_Oregon_Na0210350_fvg","Na0210350","B",2006,"Oregon","eastside","OEC","fvg","Na0210350_fvg","B",283.33123,77698.363545,7911.92700373783,6478.46235795486,9345.39087253716,-6195.13112795486
