"type","REST_ACRES","YEAR","BpS_Code","AREA_STRATA","REST_PCT"
"active",28059.7130363162,2015,"Na0210290_fdw",57447.29724,0.48844270112639
"both",16718.2426602368,2015,"Na0210290_fdw",57447.29724,0.291018785277091
"active",23554.0484734071,2015,"Na0210290_fwo",216308.93843,0.108890777442512
"both",127445.077016571,2015,"Na0210290_fwo",216308.93843,0.589180816759513
"active",20764.6818690402,2015,"Na0210350_fvg",93108.557885,0.223015825190709
"both",13686.128324691,2015,"Na0210350_fvg",93108.557885,0.146991089063961
"passive",6473.55980624645,2015,"Na0210350_fvg",93108.557885,0.0695270118375376
"active",118578.214079731,2015,"Na0710270_fdd",1403267.971,0.0845014755059431
"both",548763.479093274,2015,"Na0710270_fdd",1403267.971,0.391061073461409
"passive",247905.656477819,2015,"Na0710270_fdd",1403267.971,0.176663090443913
"passive",224212.354220212,2015,"Na0710411_fmt",503602.80254,0.44521665306341
"active",159836.147898092,2015,"Na0710412_fmc",833037.183225,0.19187156481936
"active",143823.919940254,2015,"Na0710412_fmh",1420041.44669,0.101281494477147
"active",15639.315859146,2015,"Na0710412_fmi",107664.08824,0.14526028237274
"active",42844.5534523192,2015,"Na1010471_frn",685999.617,0.0624556521469883
"both",50749.8934112447,2015,"Na1010471_frn",685999.617,0.0739794777629515
"passive",210233.067699667,2015,"Na1010471_frn",685999.617,0.306462368913635
"active",43202.4456646276,2015,"R1RFWF_fcw",149554.85523,0.288873574837719
"active",1193.18727467504,2015,"R1RFWF_frm",3802.50971,0.313789409015089
"active",172618.967509582,2015,"RaABAMlw_fsi",2302986.736655,0.0749543906450388
"both",110590.83684319,2015,"RaABAMlw_fsi",2302986.736655,0.0480206138763175
"passive",335959.718214607,2015,"RaABAMlw_fsi",2302986.736655,0.145880005675836
"active",24884.8916531996,2015,"RaABAMlw_fsw",305406.380095,0.0814812435989677
"both",11014.5316400998,2015,"RaABAMlw_fsw",305406.380095,0.0360651654908899
"passive",33273.2470178652,2015,"RaABAMlw_fsw",305406.380095,0.108947452268401
"active",17296.1359345115,2015,"RaABAMlw_fwc",381817.52138,0.0452994819933832
"both",15851.0968602193,2015,"RaABAMlw_fwc",381817.52138,0.0415148493000762
"passive",81877.0263532299,2015,"RaABAMlw_fwc",381817.52138,0.214440201846428
"passive",11519.3105244439,2015,"RaABAMup_fsi",49085.467635,0.234678634623624
"active",69516.1014236737,2015,"RaABAMup_fst",1466341.86174,0.0474078407208426
"both",1210.78270512504,2015,"RaABAMup_fst",1466341.86174,0.000825716524036415
