"type","REST_ACRES","YEAR","BpS_Code","AREA_STRATA","REST_PCT"
"active",26420.2170963162,2008,"Na0210290_fdw",57447.29724,0.459903570152993
"both",18325.7137202368,2008,"Na0210290_fdw",57447.29724,0.319000450859798
"active",21595.8604984071,2008,"Na0210290_fwo",216308.93843,0.0998380402361217
"both",127595.416036571,2008,"Na0210290_fwo",216308.93843,0.589875836674507
"active",19725.6524290402,2008,"Na0210350_fvg",93108.557885,0.211856491788904
"both",12398.461274691,2008,"Na0210350_fvg",93108.557885,0.133161350109241
"passive",8123.73070624645,2008,"Na0210350_fvg",93108.557885,0.0872500969919458
"active",114434.105649731,2008,"Na0710270_fdd",1403267.971,0.0815482915698438
"both",549787.830463274,2008,"Na0710270_fdd",1403267.971,0.39179104905493
"passive",249846.497642819,2008,"Na0710270_fdd",1403267.971,0.178046177071064
"passive",222305.317095212,2008,"Na0710411_fmt",503602.80254,0.441429864913341
"active",160882.293978092,2008,"Na0710412_fmc",833037.183225,0.193127386409399
"active",181871.478935254,2008,"Na0710412_fmh",1420041.44669,0.128074768070454
"active",17042.183519146,2008,"Na0710412_fmi",107664.08824,0.158290325007502
"active",47936.7317673192,2008,"Na1010471_frn",685999.617,0.0698786567505025
"both",50512.1531562447,2008,"Na1010471_frn",685999.617,0.0736329174309797
"passive",211390.188884667,2008,"Na1010471_frn",685999.617,0.308149135431174
"active",44651.5714846276,2008,"R1RFWF_fcw",149554.85523,0.298563168784845
"active",1184.73626467504,2008,"R1RFWF_frm",3802.50971,0.311566926853433
"active",168460.181009582,2008,"RaABAMlw_fsi",2302986.736655,0.0731485676093229
"both",112279.03728819,2008,"RaABAMlw_fsi",2302986.736655,0.048753662147126
"passive",334476.343564607,2008,"RaABAMlw_fsi",2302986.736655,0.145235896603739
"active",24536.6210831996,2008,"RaABAMlw_fsw",305406.380095,0.0803408922746383
"both",12177.6574900998,2008,"RaABAMlw_fsw",305406.380095,0.0398736185089251
"passive",33186.0681778653,2008,"RaABAMlw_fsw",305406.380095,0.108662000340472
"active",13156.9201945115,2008,"RaABAMlw_fwc",381817.52138,0.0344586601132357
"both",16305.4498452193,2008,"RaABAMlw_fwc",381817.52138,0.0427048234619686
"passive",81029.0342182299,2008,"RaABAMlw_fwc",381817.52138,0.21221926622269
"passive",8970.4414294439,2008,"RaABAMup_fsi",49085.467635,0.18275147129387
"active",72452.6050036737,2008,"RaABAMup_fst",1466341.86174,0.0494104457453731
"passive",234086.980951731,2008,"RaABAMup_fst",1466341.86174,0.15964011330479
"active",15.2478587897218,2008,"RaABAMup_fsw",510.17413,0.0298875577829119
"passive",229.594544501061,2008,"RaABAMup_fsw",510.17413,0.450031726424586
"active",12847.7885488078,2008,"RaABLA_faf",171601.76116,0.0748697942373019
"both",2153.34330548716,2008,"RaABLA_faf",171601.76116,0.0125484918740397
"passive",19332.4521681674,2008,"RaABLA_faf",171601.76116,0.112658821433318
"both",169085.691108249,2008,"RaDFHEdy_fdg",1480643.6394,0.1141974250987
"passive",430378.508383288,2008,"RaDFHEdy_fdg",1480643.6394,0.290669879592155
"both",620935.559961498,2008,"RaDFHEdy_fwi",5928320.79961,0.104740546429665
"passive",1371591.98948531,2008,"RaDFHEdy_fwi",5928320.79961,0.23136264649773
"active",2634.18238734667,2008,"RaDFHEdy_fwx",110789.849965,0.0237763873511774
"both",8061.6319691367,2008,"RaDFHEdy_fwx",110789.849965,0.0727650770506818
"passive",16084.6817074983,2008,"RaDFHEdy_fwx",110789.849965,0.145181907120369
"passive",42376.7575651312,2008,"RaDFHEwt_fdm",143058.69728,0.296219372683017
"passive",49970.353320828,2008,"RaDFHEwt_fhc",136162.22833,0.366991300992232
"passive",182.511911687683,2008,"RaDFHEwt_fwc",365.394985,0.499492109032867
"passive",834173.283337351,2008,"RaDFHEwt_fwm",2203764.762615,0.378521926427173
"passive",1284305.65873268,2008,"RaDFHEwt_fwn",2998723.91873,0.428284061333862
"passive",312299.474432011,2008,"RaDFHEwt_fww",922874.088265,0.338398789610761
"active",186679.059837946,2008,"RaDFWV_fwx",1274809.283075,0.146436853195525
"both",106358.91524834,2008,"RaDFWV_fwx",1274809.283075,0.0834312368606143
"passive",31838.161917223,2008,"RaDFWV_fwx",1274809.283075,0.0249748431705999
"active",212791.732256537,2008,"RaMCONdy_fdd",4248197.74101,0.0500898840471457
"both",1606591.5698648,2008,"RaMCONdy_fdd",4248197.74101,0.378181918029747
"passive",134926.767478994,2008,"RaMCONdy_fdd",4248197.74101,0.0317609432763635
"active",20957.5445180613,2008,"RaMCONdy_fdg",1049415.73129,0.0199706788198221
"both",392095.041291877,2008,"RaMCONdy_fdg",1049415.73129,0.373631754890783
"active",817.76151738943,2008,"RaMCONdy_fdx",4596.682255,0.17790255493512
"both",1245.72164590421,2008,"RaMCONdy_fdx",4596.682255,0.271004515169432
"active",24289.4678930446,2008,"RaMCONdy_fmd",2050495.021305,0.0118456605066936
"both",755596.029165348,2008,"RaMCONdy_fmd",2050495.021305,0.368494447104028
"active",5409.65844084601,2008,"RaMCONdy_fmx",596169.8286,0.00907402250387216
"both",222171.888485191,2008,"RaMCONdy_fmx",596169.8286,0.372665434959906
"passive",2280.85292952292,2008,"RaMCONdy_fmx",596169.8286,0.00382584428145097
"active",22735.5021392821,2008,"RaMCONms_fcm",2203967.80925,0.0103157142512979
"both",287070.559237668,2008,"RaMCONms_fcm",2203967.80925,0.130251702421805
"passive",158058.211950734,2008,"RaMCONms_fcm",2203967.80925,0.0717152996914779
"active",59902.2982076196,2008,"RaMCONms_fmm",1769570.105205,0.033851328088909
"both",92004.400704663,2008,"RaMCONms_fmm",1769570.105205,0.0519925152634767
"passive",114292.032266402,2008,"RaMCONms_fmm",1769570.105205,0.0645874565411249
"active",47059.4074091845,2008,"RaMCONsw_fdm",252622.9284,0.186283199657441
"both",102921.493576087,2008,"RaMCONsw_fdm",252622.9284,0.40741152922241
"active",298201.276603626,2008,"RaMCONsw_fiw",1211519.002,0.246138340472869
"both",398201.213026039,2008,"RaMCONsw_fiw",1211519.002,0.328679296295543
"active",16921.7007458209,2008,"RaMCONsw_fvw",114448.9149,0.147853745582527
"both",46932.599091679,2008,"RaMCONsw_fvw",114448.9149,0.410074653243209
"active",247020.23320582,2008,"RaMEVG_ftd",430468.873975,0.573839940910956
"active",16743.5217770339,2008,"RaMEVG_fuc",108908.16587,0.153739819629504
"passive",38648.9674922641,2008,"RaMEVG_fuc",108908.16587,0.354876672318567
"active",37566.0812563608,2008,"RaOAPI_fop",84077.096935,0.446805166041867
"active",30956.4482429261,2008,"RaPICOpu_fld",357333.388645,0.0866318380163472
"both",20205.4787519669,2008,"RaPICOpu_fld",357333.388645,0.0565451743219005
"active",13811.2265853503,2008,"RaPICOpu_flp",24914.91185,0.554335759584486
"both",2227.02291382101,2008,"RaPICOpu_flp",24914.91185,0.0893851412049451
"active",15416.44135125,2008,"RaPICOpu_flw",75354.765035,0.204584824119478
"both",2966.39483904494,2008,"RaPICOpu_flw",75354.765035,0.0393657234239552
"active",32452.6329734268,2008,"RaPIJEsp_fjp",81797.103395,0.396745503526113
"both",331.626400410275,2008,"RaPIJEsp_fjp",81797.103395,0.0040542560389803
"passive",12654.0136464797,2008,"RaPIJEsp_fjp",81797.103395,0.154700021409966
"active",443294.406737176,2008,"RaPIPOm_fdp",1048723.860445,0.42269888524237
"both",196714.364466492,2008,"RaPIPOm_fdp",1048723.860445,0.187574986978003
"passive",20896.1711628791,2008,"RaPIPOm_fdp",1048723.860445,0.0199253320640691
"active",253039.069360273,2008,"RaPIPOm_fpd",608117.110395,0.416102531954597
"both",36580.6832797313,2008,"RaPIPOm_fpd",608117.110395,0.0601540108877557
"passive",34407.734889255,2008,"RaPIPOm_fpd",608117.110395,0.0565807708763623
"active",384642.940898649,2008,"RaPIPOm_fpl",962769.74971,0.399517061077697
"both",148892.512042302,2008,"RaPIPOm_fpl",962769.74971,0.154650176833194
"active",171912.300001639,2008,"RaPIPOxe_fpd",643144.1005,0.267299816429925
"both",193624.81791296,2008,"RaPIPOxe_fpd",643144.1005,0.301059774570628
"active",125340.556661814,2008,"RaPIPOxe_fxp",1012933.16591,0.123740204072803
"both",304101.08119121,2008,"RaPIPOxe_fxp",1012933.16591,0.300218308004568
"passive",39964.7497137691,2008,"RaPIPOxe_fxp",1012933.16591,0.0394544783987456
"active",22688.9021170516,2008,"RaREFI_fcw",265840.30804,0.0853478627238036
"both",34286.8156828401,2008,"RaREFI_fcw",265840.30804,0.128975233047357
"active",607.248955619059,2008,"RaREFI_frf",56680.256885,0.01071358862842
