"type","REST_ACRES","YEAR","STATE","BpS_Code","AREA_STRATA","REST_PCT"
"active",26553.6540963162,2005,"Oregon","Na0210290_fdw",57447.29724,0.462226342614203
"both",18134.6764152368,2005,"Oregon","Na0210290_fdw",57447.29724,0.315675014952832
"active",20566.3940434071,2005,"Oregon","Na0210290_fwo",216308.93843,0.095078798835965
"both",127171.975956571,2005,"Oregon","Na0210290_fwo",216308.93843,0.587918265789672
"active",20904.5683240402,2005,"Oregon","Na0210350_fvg",93108.557885,0.224518226883718
"both",10857.708714691,2005,"Oregon","Na0210350_fvg",93108.557885,0.116613434482591
"passive",8472.22367124645,2005,"Oregon","Na0210350_fvg",93108.557885,0.0909929641667379
"active",105688.199879731,2005,"Oregon","Na0710270_fdd",1403267.971,0.0753157643899015
"both",549248.077798274,2005,"Oregon","Na0710270_fdd",1403267.971,0.391406409288218
"passive",249349.444817819,2005,"Oregon","Na0710270_fdd",1403267.971,0.177691966161051
"active",58441.3039975291,2005,"Oregon","Na0710412_fmc",296241.037355,0.197276192789914
"active",133257.9305941,2005,"Oregon","Na0710412_fmh",662575.19644,0.20112121810489
"active",9102.95636840774,2005,"Oregon","Na0710412_fmi",70280.37832,0.129523440055491
"active",42932.9029246276,2005,"Oregon","R1RFWF_fcw",149554.85523,0.287071274674441
"active",1155.38012467504,2005,"Oregon","R1RFWF_frm",3802.50971,0.303846725660311
"active",62170.3874884648,2005,"Oregon","RaABAMlw_fsi",935569.284445,0.066451933087292
"both",35861.1117034217,2005,"Oregon","RaABAMlw_fsi",935569.284445,0.0383307920638879
"passive",122958.259594915,2005,"Oregon","RaABAMlw_fsi",935569.284445,0.131426139826573
"active",22991.9912267383,2005,"Oregon","RaABAMlw_fsw",305401.487405,0.075284476909728
"both",11742.8114373189,2005,"Oregon","RaABAMlw_fsw",305401.487405,0.0384504068303587
"passive",33501.5299191266,2005,"Oregon","RaABAMlw_fsw",305401.487405,0.109696682238811
"active",6917.72086530455,2005,"Oregon","RaABAMlw_fwc",91820.001255,0.0753400214632196
"both",2752.33196311761,2005,"Oregon","RaABAMlw_fwc",91820.001255,0.0299752986876346
"passive",7703.44981779049,2005,"Oregon","RaABAMlw_fwc",91820.001255,0.0838972959322521
"passive",9958.40667158316,2005,"Oregon","RaABAMup_fsi",49085.467635,0.202878920205751
"active",137.382431454437,2005,"Oregon","RaABAMup_fst",2646.722895,0.0519066169389967
"both",13.3682989145752,2005,"Oregon","RaABAMup_fst",2646.722895,0.0050508872461978
"passive",1.35111481564627,2005,"Oregon","RaABAMup_fst",2646.722895,0.000510485936475896
"active",23.6988687897218,2005,"Oregon","RaABAMup_fsw",510.17413,0.046452509831735
"passive",226.925804501061,2005,"Oregon","RaABAMup_fsw",510.17413,0.444800688935484
"active",90.1674710420593,2005,"Oregon","RaDFHEdy_fdg",1354.38555,0.0665744484958949
"both",284140.369427569,2005,"Oregon","RaDFHEdy_fwi",2964966.58168,0.0958325706546651
"passive",507867.631420167,2005,"Oregon","RaDFHEdy_fwi",2964966.58168,0.171289495995736
"active",2168.26486234667,2005,"Oregon","RaDFHEdy_fwx",110789.849965,0.0195709702922393
"both",7537.0021641367,2005,"Oregon","RaDFHEdy_fwx",110789.849965,0.0680297172215482
"passive",17323.6442524983,2005,"Oregon","RaDFHEdy_fwx",110789.849965,0.156364903986882
"passive",41403.1122551312,2005,"Oregon","RaDFHEwt_fdm",143058.69728,0.289413457848672
"passive",49493.093650828,2005,"Oregon","RaDFHEwt_fhc",136162.22833,0.363486219767773
"passive",178.953591687683,2005,"Oregon","RaDFHEwt_fwc",365.394985,0.489753825405356
"passive",246169.264437529,2005,"Oregon","RaDFHEwt_fwm",728744.82558,0.337798987789184
"passive",729234.930101867,2005,"Oregon","RaDFHEwt_fwn",1863633.62722,0.391297366312108
"passive",184401.435935623,2005,"Oregon","RaDFHEwt_fww",504339.37478,0.365629663589248
"active",199130.783289842,2005,"Oregon","RaDFWV_fwx",1274299.998525,0.156266800219992
"both",86885.8598170163,2005,"Oregon","RaDFWV_fwx",1274299.998525,0.0681832064016217
"passive",36809.2610713316,2005,"Oregon","RaDFWV_fwx",1274299.998525,0.0288858676245298
"both",525415.510044376,2005,"Oregon","RaMCONdy_fdd",1523190.91643,0.344943962294514
"passive",92877.7102813152,2005,"Oregon","RaMCONdy_fdd",1523190.91643,0.0609757511546869
"active",20661.6513938386,2005,"Oregon","RaMCONdy_fdg",1043084.14564,0.0198082306975928
"both",389446.944325749,2005,"Oregon","RaMCONdy_fdg",1043084.14564,0.373361004434401
"active",994.425913533224,2005,"Oregon","RaMCONdy_fdx",4596.682255,0.216335578220911
"both",1167.21621090421,2005,"Oregon","RaMCONdy_fdx",4596.682255,0.253925798250375
"active",22374.9155460487,2005,"Oregon","RaMCONdy_fmd",595788.865965,0.0375551085698924
"both",207890.499685186,2005,"Oregon","RaMCONdy_fmd",595788.865965,0.348933173412808
"both",222562.191710191,2005,"Oregon","RaMCONdy_fmx",596169.8286,0.373320119592163
"passive",4033.54792452292,2005,"Oregon","RaMCONdy_fmx",596169.8286,0.00676576997194742
"active",9617.68544183022,2005,"Oregon","RaMCONms_fcm",1811014.747825,0.00531066102768126
"both",273946.736758906,2005,"Oregon","RaMCONms_fcm",1811014.747825,0.15126698282712
"passive",145073.301826751,2005,"Oregon","RaMCONms_fcm",1811014.747825,0.0801060852767666
"active",6177.39217326589,2005,"Oregon","RaMCONms_fmm",842058.6364,0.00733605939804347
"both",105904.742806959,2005,"Oregon","RaMCONms_fmm",842058.6364,0.125768845813074
