"type","REST_ACRES","YEAR","STATE","BpS_Code","BPS_LLID","AREA_STRATA","REST_PCT"
"active",3.44232080736215,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.396882286410256
"both",2.67556877235679,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.308479630820513
"passive",0.87172595370795,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.100505620769231
"active",23.7971593259093,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.601146187303371
"both",2.58585849947458,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.0653220393483146
"passive",2.84956435282091,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.0719835810112361
"active",0.29145718835758,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.187219772
"both",0.57146926683327,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.367087689428571
"passive",0.42929233414818,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.275759240571429
"active",62.1188702439873,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.315613272937853
"both",58.0803044496348,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.295094146248588
"passive",17.7285966418343,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.0900753730508475
"passive",1.8565620800302,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.834803876
"active",12.9793143858428,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.663199302727273
"both",2.22795364018968,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.113840936181818
"passive",0.119382151956399,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.00610002636363633
"active",10.7234826392648,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.231818183846154
"both",11.6750917859029,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.252389887230769
"passive",7.0955500864424,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.153390236153846
"active",293.077011963112,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.398253837192505
"both",214.787697911493,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.291868762759746
"active",1890.18495068936,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000301",3382.405555,0.55882859697153
"both",202.824302531247,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000301",3382.405555,0.0599645131942929
"active",233.634036326399,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.273008412536383
"both",290.157930539203,2003,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.339058286399168
