"Order","Donate","Receive","Primary","Secondary","ActiveOnly","ActivePassive","PassiveOnly","BpS","REST_ACRES","strataID"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210290",1.0124959417879,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000105"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210290",3.63923375712685,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000105"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210290",1.1762121900581,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000105"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210290",13.7665529002669,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000107"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210290",22.3606596431043,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000107"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210290",10.0237895607587,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000107"
18,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,"Na0210290",16.0451786078256,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000107"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210290",2.0259522385606,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000109"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210290",3.90728386773132,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000109"
10,"A","C","Grow w/ fire","None",0,0,1,"Na0210290",0.13915830352428,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000109"
18,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,"Na0210290",3.24709296808632,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000109"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210290",16.0894874605277,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000110"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210290",33.3497961927086,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000110"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210290",65.2625199612073,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000110"
18,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,"Na0210290",7.46507885407254,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000110"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210290",1.3758416991957,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000201"
5,"E","C","Overstory removal","None",1,0,0,"Na0210290",0.4163674119394,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000201"
9,"E","A","Regen / high fire","None",1,0,0,"Na0210290",0.1656425314585,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000201"
17,"E","B","Regen / high fire","Grow w/o fire",0,1,0,"Na0210290",0.0105352381173,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000201"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210290",1.87165907193338,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000202"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210290",5.64892726567907,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000202"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210290",4.28460693516597,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000202"
18,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,"Na0210290",0.660446882961848,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000202"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210290",6.86707087430922,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000203"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210290",9.57248815051483,"2002_Oregon_Na0210290_fdw_Na0210290_fdw_1709000203"
