"type","REST_ACRES","YEAR","BpS_Code","BPS_LLID","AREA_STRATA","REST_PCT"
"active",4.65172969891475,2007,"Na0210290_fdw","Na0210290_fdw_1709000105",7.783825,0.597614887142857
"both",1.1762121900581,2007,"Na0210290_fdw","Na0210290_fdw_1709000105",7.783825,0.151109793714286
"active",35.6824225433712,2007,"Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.455812939090909
"both",12.0253445607587,2007,"Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.153613663454545
"passive",14.4884136078256,2007,"Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.185077299090909
"active",6.2947894098162,2007,"Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.544318183846154
"both",0.52802669647572,2007,"Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.045659118
"passive",2.2742762716106,2007,"Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.196659466923077
"active",52.7752086532363,2007,"Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.307787205097276
"both",62.1489899612073,2007,"Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.362455486352789
"passive",8.35465885407255,2007,"Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.048724716848249
"active",1.9578516425936,2007,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.880348768
"both",0.0105352381173,2007,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.004737174
"active",8.18777133761245,2007,"Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.478134367662338
"both",3.61742193516597,2007,"Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.211243533584416
"passive",1.55002688296185,2007,"Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.0905156107792208
"active",13.770819024824,2007,"Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.290706771784038
"both",16.3405598336409,2007,"Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.344954892647887
"passive",5.61633020871265,2007,"Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.118562681079812
"active",184.31971378161,2007,"Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.269001728149951
"both",207.144428016186,2007,"Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.302312801868874
"passive",112.900560342928,2007,"Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.164770469844206
"active",993.15408166151,2007,"Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.324237367980106
"both",880.598140299233,2007,"Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.287490962913962
"passive",449.878241805631,2007,"Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.146872816341393
"active",207.989987590673,2007,"Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.258493036080708
"both",271.921185343253,2007,"Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.33794767521393
"passive",127.811798474753,2007,"Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.158846395527916
"active",182.647338201995,2007,"Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.304175733703704
"both",198.660920778547,2007,"Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.330844303185185
"passive",69.896136025935,2007,"Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.116403056666667
"active",120.858541704302,2007,"Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.337122154069479
"both",119.560107590747,2007,"Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.333500309066998
"passive",10.9007044199286,2007,"Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.0304063651861043
"active",146.418337237388,2007,"Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.26547203
"both",206.212341678073,2007,"Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.373884924451613
"passive",62.7034356460441,2007,"Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.113688002903226
"active",514.357686628257,2007,"Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.305684824078774
"both",525.954586837217,2007,"Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.312576908113666
"passive",186.239250019343,2007,"Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.110682728884483
"active",42.7219826047224,2007,"Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.28375120282127
"both",47.517187663732,2007,"Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.315600033805022
"passive",26.6454865553918,2007,"Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.176974203884786
"active",66.7693170039697,2007,"Na0210290_fdw","Na0210290_fdw_1709000407",258.42299,0.25837220211704
"both",109.986758294323,2007,"Na0210290_fdw","Na0210290_fdw_1709000407",258.42299,0.425607482888124
"passive",9.03672841560612,2007,"Na0210290_fdw","Na0210290_fdw_1709000407",258.42299,0.0349687480034424
"active",276.833350803882,2007,"Na0210290_fdw","Na0210290_fdw_1709000506",566.440065,0.488724876486062
"both",130.048224802228,2007,"Na0210290_fdw","Na0210290_fdw_1709000506",566.440065,0.229588676433451
"active",32.744553555925,2007,"Na0210290_fdw","Na0210290_fdw_1709000606",111.1975,0.29447203
"both",49.111389773805,2007,"Na0210290_fdw","Na0210290_fdw_1709000606",111.1975,0.441659118
"passive",1.52745222702501,2007,"Na0210290_fdw","Na0210290_fdw_1709000606",111.1975,0.0137363900000001
"active",30.1955258087799,2007,"Na0210290_fdw","Na0210290_fdw_1709000607",100.96733,0.299062338370044
"both",43.1645478367536,2007,"Na0210290_fdw","Na0210290_fdw_1709000607",100.96733,0.427510045444934
"active",68.4575749069419,2007,"Na0210290_fdw","Na0210290_fdw_1709000608",216.61273,0.316036711724846
"both",88.9791775176168,2007,"Na0210290_fdw","Na0210290_fdw_1709000608",216.61273,0.410775384796715
"active",587.436429739901,2007,"Na0210290_fdw","Na0210290_fdw_1709000701",1107.304705,0.530510190273147
"both",236.31397993755,2007,"Na0210290_fdw","Na0210290_fdw_1709000701",1107.304705,0.213413687190601
"passive",16.550076756715,2007,"Na0210290_fdw","Na0210290_fdw_1709000701",1107.304705,0.0149462715023098
"active",0.61659369226168,2007,"Na0210290_fdw","Na0210290_fdw_1709000702",0.88958,0.693128996
"both",0.00421409524692,2007,"Na0210290_fdw","Na0210290_fdw_1709000702",0.88958,0.004737174
"active",4.0550713774733,2007,"Na0210290_fdw","Na0210290_fdw_1709000703",6.449455,0.628746363448276
"both",1.40030338604814,2007,"Na0210290_fdw","Na0210290_fdw_1709000703",6.449455,0.217119645931035
"active",2.3881480892772,2007,"Na0210290_fdw","Na0210290_fdw_1709000802",8.00622,0.298286593333333
"both",3.77053782405976,2007,"Na0210290_fdw","Na0210290_fdw_1709000802",8.00622,0.470951063555556
"active",1.916796084474,2007,"Na0210290_fdw","Na0210290_fdw_1709000803",8.8958,0.21547203
"both",3.7420993819044,2007,"Na0210290_fdw","Na0210290_fdw_1709000803",8.8958,0.420659118
"passive",1.509940978162,2007,"Na0210290_fdw","Na0210290_fdw_1709000803",8.8958,0.16973639
"active",5.9854582294486,2007,"Na0210290_fdw","Na0210290_fdw_1709000804",34.69362,0.172523312051282
"both",9.14551008942716,2007,"Na0210290_fdw","Na0210290_fdw_1709000804",34.69362,0.263607835948718
"passive",10.8259388148318,2007,"Na0210290_fdw","Na0210290_fdw_1709000804",34.69362,0.312044082307692
"active",21.6545080376614,2007,"Na0210290_fdw","Na0210290_fdw_1709000805",98.74338,0.219300858828829
"both",30.0839606391388,2007,"Na0210290_fdw","Na0210290_fdw_1709000805",98.74338,0.304668127009009
"passive",20.2741858575982,2007,"Na0210290_fdw","Na0210290_fdw_1709000805",98.74338,0.205321975585586
"active",0.24982044716364,2007,"Na0210290_fdw","Na0210290_fdw_1709000807",1.33437,0.187219772
"both",0.82550501951742,2007,"Na0210290_fdw","Na0210290_fdw_1709000807",1.33437,0.618647766
"passive",0.03229063846668,2007,"Na0210290_fdw","Na0210290_fdw_1709000807",1.33437,0.024199164
"active",13.491833795659,2007,"Na0210290_fdw","Na0210290_fdw_1710020601",31.1353,0.433329172857143
"both",10.0950153366654,2007,"Na0210290_fdw","Na0210290_fdw_1710020601",31.1353,0.324230546571429
"passive",1.281683423567,2007,"Na0210290_fdw","Na0210290_fdw_1710020601",31.1353,0.0411649614285714
"active",3.52413295666848,2007,"Na0210290_fdw","Na0210290_fdw_1710020602",4.00311,0.880348768
"active",979.379451133322,2007,"Na0210290_fdw","Na0210290_fdw_1710020603",2404.53474,0.407305178353681
"both",557.025280428759,2007,"Na0210290_fdw","Na0210290_fdw_1710020603",2404.53474,0.231656158325564
"passive",339.950739397189,2007,"Na0210290_fdw","Na0210290_fdw_1710020603",2404.53474,0.141379009311876
"active",551.356686913339,2007,"Na0210290_fdw","Na0210290_fdw_1710030104",796.841285,0.691927862288585
"both",126.790081627948,2007,"Na0210290_fdw","Na0210290_fdw_1710030104",796.841285,0.159115854078705
"active",862.871801855339,2007,"Na0210290_fdw","Na0210290_fdw_1710030105",1230.066745,0.70148372465377
"both",148.627146663181,2007,"Na0210290_fdw","Na0210290_fdw_1710030105",1230.066745,0.120828521921533
"active",728.723973108688,2007,"Na0210290_fdw","Na0210290_fdw_1710030106",879.127435,0.828917337915507
