"type","REST_ACRES","YEAR","STATE","BpS_Code","BPS_LLID","AREA_STRATA","REST_PCT"
"active",5.4538735590195,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",7.783825,0.700667545714286
"both",1.1762121900581,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",7.783825,0.151109793714286
"active",29.9001525433712,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.381949302727273
"both",22.0331195607587,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.281454572545455
"passive",7.81656360782559,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.0998500263636363
"active",5.1828144098162,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.448164337692308
"both",2.97437169647572,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.257197579538462
"passive",0.9399062716106,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.0812748515384616
"active",49.2168886532364,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.287034935317769
"both",61.9265949612073,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.361158469491569
"passive",8.35465885407255,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.048724716848249
"active",1.9578516425936,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.880348768
"active",8.18777133761245,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.478134367662338
"both",4.06221193516597,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.237217559558442
"passive",1.32763188296185,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.0775285977922078
"active",22.889014024824,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.483195034694836
"both",14.6178550423536,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.308587996262911
"active",205.22484378161,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.299511302963324
"both",220.932918016186,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.322436138447907
"passive",94.219380342928,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.137506594479065
"active",1130.59419166151,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.369107766586074
"both",950.207775299233,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.310216585508894
"passive",283.526781805631,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.092563660747114
"active",257.361677590673,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.319852903410724
"both",287.266440343253,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.357018985330017
"passive",71.7682584747531,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.0891946542343838
"active",191.320743201995,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.318620178148148
"both",233.799330778547,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.389362821703704
"passive",20.9692360259351,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.0349215751851853
"active",151.104261704302,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.421489399727047
"both",86.4266020106759,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.241077890133995
"active",212.914442237388,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.386036546129032
"both",177.745781678073,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.322272021225806
"passive",31.3457406460441,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.0568331641935485
"active",571.290806628257,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.339520404306106
"both",540.410261837217,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.321167973405763
"passive",95.9468800193424,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.0570216133676977
"active",42.2771926047225,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.280796993072378
"both",70.868662663732,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.470696045621861
"passive",1.07006155539186,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.00710714332348603
"active",92.7895320039697,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000407",258.42299,0.359060670275387
"both",87.3024682943228,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000407",258.42299,0.337827792698795
"passive",9.03672841560612,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000407",258.42299,0.0349687480034424
"active",284.617175803882,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000506",566.440065,0.502466533337259
"both",103.805614802228,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000506",566.440065,0.183259661906557
"active",40.750773555925,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000606",111.1975,0.36647203
"both",38.40711700083,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000606",111.1975,0.345395508
"active",42.2048558087799,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000607",100.96733,0.418005069647577
"both",30.4880328367536,2017,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000607",100.96733,0.301959384651982
