"type","REST_ACRES","YEAR","STATE","BpS_Code","AREA_STRATA","REST_PCT"
"active",26774.2699363162,2011,"Oregon","Na0210290_fdw",57447.29724,0.46606665975007
"both",17973.8848302368,2011,"Oregon","Na0210290_fdw",57447.29724,0.312876074137075
"active",23092.1340584071,2011,"Oregon","Na0210290_fwo",216308.93843,0.106755339035053
"both",127485.552906571,2011,"Oregon","Na0210290_fwo",216308.93843,0.589367937505857
"active",19389.3911890402,2011,"Oregon","Na0210350_fvg",93108.557885,0.208244995191402
"both",13503.986819691,2011,"Oregon","Na0210350_fvg",93108.557885,0.145034861740314
"passive",7628.67943624645,2011,"Oregon","Na0210350_fvg",93108.557885,0.0819331714456233
"active",128983.408944731,2011,"Oregon","Na0710270_fdd",1403267.971,0.0919164490391771
"both",549998.216133274,2011,"Oregon","Na0710270_fdd",1403267.971,0.391940974567625
"passive",249617.430792819,2011,"Oregon","Na0710270_fdd",1403267.971,0.177882938933564
"active",55736.9807975291,2011,"Oregon","Na0710412_fmc",296241.037355,0.188147399479758
"active",113282.1892991,2011,"Oregon","Na0710412_fmh",662575.19644,0.170972577765908
"active",8025.23019840774,2011,"Oregon","Na0710412_fmi",70280.37832,0.114188773456331
"active",42797.2419746276,2011,"Oregon","R1RFWF_fcw",149554.85523,0.286164176407445
"active",1146.48432467504,2011,"Oregon","R1RFWF_frm",3802.50971,0.301507270753305
"active",65865.7028084648,2011,"Oregon","RaABAMlw_fsi",935569.284445,0.0704017371065551
"both",36121.0914584217,2011,"Oregon","RaABAMlw_fsi",935569.284445,0.0386086760852239
"passive",126654.464494915,2011,"Oregon","RaABAMlw_fsi",935569.284445,0.135376894689365
"active",23927.3845967383,2011,"Oregon","RaABAMlw_fsw",305401.487405,0.0783473086527822
"both",11607.8176723189,2011,"Oregon","RaABAMlw_fsw",305401.487405,0.0380083861769983
"passive",34013.0384191266,2011,"Oregon","RaABAMlw_fsw",305401.487405,0.111371554566207
"active",7273.10807530455,2011,"Oregon","RaABAMlw_fwc",91820.001255,0.0792104985394835
"both",2797.25575311761,2011,"Oregon","RaABAMlw_fwc",91820.001255,0.0304645579926442
"passive",7580.4653827905,2011,"Oregon","RaABAMlw_fwc",91820.001255,0.0825578880328943
"passive",9537.5486794439,2011,"Oregon","RaABAMup_fsi",49085.467635,0.194304936653863
"active",126.485076454437,2011,"Oregon","RaABAMup_fst",2646.722895,0.0477893158718595
"both",16.0370389145752,2011,"Oregon","RaABAMup_fst",2646.722895,0.00605920587488446
"active",22.3644987897218,2011,"Oregon","RaABAMup_fsw",510.17413,0.0438369910871839
"passive",221.588324501061,2011,"Oregon","RaABAMup_fsw",510.17413,0.43433861395728
"active",89.7474539680455,2011,"Oregon","RaDFHEdy_fdg",1354.38555,0.0662643321674877
"both",281169.394622569,2011,"Oregon","RaDFHEdy_fwi",2964966.58168,0.0948305442495929
"passive",526362.666805167,2011,"Oregon","RaDFHEdy_fwi",2964966.58168,0.177527352266791
"active",2400.89003234667,2011,"Oregon","RaDFHEdy_fwx",110789.849965,0.0216706677832414
"both",8221.5339741367,2011,"Oregon","RaDFHEdy_fwx",110789.849965,0.0742083681558734
"passive",14760.0970874983,2011,"Oregon","RaDFHEdy_fwx",110789.849965,0.133226077047321
"passive",40838.0065601312,2011,"Oregon","RaDFHEwt_fdm",143058.69728,0.285463291198587
"passive",49004.491835828,2011,"Oregon","RaDFHEwt_fhc",136162.22833,0.359897839781689
"passive",183.846281687683,2011,"Oregon","RaDFHEwt_fwc",365.394985,0.503143965393183
"passive",244362.527457529,2011,"Oregon","RaDFHEwt_fwm",728744.82558,0.335319742768731
"passive",726061.798241867,2011,"Oregon","RaDFHEwt_fwn",1863633.62722,0.389594707692059
"passive",184862.015980623,2011,"Oregon","RaDFHEwt_fww",504339.37478,0.366542897946968
"active",194393.102604842,2011,"Oregon","RaDFWV_fwx",1274299.998525,0.152548931044379
"both",126109.221177016,2011,"Oregon","RaDFWV_fwx",1274299.998525,0.0989635261107961
"passive",5924.15544633163,2011,"Oregon","RaDFWV_fwx",1274299.998525,0.00464894879791951
"both",562546.801639376,2011,"Oregon","RaMCONdy_fdd",1523190.91643,0.369321268641657
"passive",45918.5612413152,2011,"Oregon","RaMCONdy_fdd",1523190.91643,0.0301462940370846
"active",31022.3570161878,2011,"Oregon","RaMCONdy_fdg",1043084.14564,0.0297409917942465
"both",389412.695495749,2011,"Oregon","RaMCONdy_fdg",1043084.14564,0.373328170237713
"active",745.26074738943,2011,"Oregon","RaMCONdy_fdx",4596.682255,0.162130142143016
"both",1296.87249590421,2011,"Oregon","RaMCONdy_fdx",4596.682255,0.282132291065702
"active",25165.0832160487,2011,"Oregon","RaMCONdy_fmd",595788.865965,0.0422382569625378
"both",210499.193035186,2011,"Oregon","RaMCONdy_fmd",595788.865965,0.353311726788046
"active",6323.03470584601,2011,"Oregon","RaMCONdy_fmx",596169.8286,0.0106060964552576
"both",222184.565000191,2011,"Oregon","RaMCONdy_fmx",596169.8286,0.372686698221466
"passive",2931.35830452292,2011,"Oregon","RaMCONdy_fmx",596169.8286,0.00491698533521345
"active",24037.7772418302,2011,"Oregon","RaMCONms_fcm",1811014.747825,0.0132730985601852
"both",234677.339633906,2011,"Oregon","RaMCONms_fcm",1811014.747825,0.129583339901428
"passive",140900.949231751,2011,"Oregon","RaMCONms_fcm",1811014.747825,0.0778022097285354
"active",21024.9271632659,2011,"Oregon","RaMCONms_fmm",842058.6364,0.0249684834932071
"both",88310.6295669594,2011,"Oregon","RaMCONms_fmm",842058.6364,0.104874679445731
"passive",51479.4408231063,2011,"Oregon","RaMCONms_fmm",842058.6364,0.061135220990302
"active",49729.2593841845,2011,"Oregon","RaMCONsw_fdm",252622.9284,0.196851725609972
"both",102039.475006087,2011,"Oregon","RaMCONsw_fdm",252622.9284,0.40392008616304
"active",306676.750053626,2011,"Oregon","RaMCONsw_fiw",1211519.002,0.253134081716719
"both",387392.148841038,2011,"Oregon","RaMCONsw_fiw",1211519.002,0.319757385729422
"active",18709.7565458209,2011,"Oregon","RaMCONsw_fvw",114448.9149,0.163476923849986
"both",45379.837201679,2011,"Oregon","RaMCONsw_fvw",114448.9149,0.396507360872139
"active",259008.43568082,2011,"Oregon","RaMEVG_ftd",430468.873975,0.601689114683497
"active",17399.1422370339,2011,"Oregon","RaMEVG_fuc",108908.16587,0.159759758123213
"passive",36755.7188572641,2011,"Oregon","RaMEVG_fuc",108908.16587,0.337492772590975
"active",35757.9267178849,2011,"Oregon","RaOAPI_fop",77063.648215,0.464005111957895
"active",34672.8910879261,2011,"Oregon","RaPICOpu_fld",357333.388645,0.0970323294428346
"both",19294.179798741,2011,"Oregon","RaPICOpu_fld",357333.388645,0.0539948977953168
"active",13834.5780603503,2011,"Oregon","RaPICOpu_flp",24914.91185,0.55527300853566
"both",2231.91560382101,2011,"Oregon","RaPICOpu_flp",24914.91185,0.0895815171756672
"active",16885.5827212501,2011,"Oregon","RaPICOpu_flw",75354.765035,0.224081154169975
"both",2996.41816404494,2011,"Oregon","RaPICOpu_flw",75354.765035,0.0397641497873849
"active",32469.0902034268,2011,"Oregon","RaPIJEsp_fjp",81797.103395,0.396946699281427
"both",729.935845410273,2011,"Oregon","RaPIJEsp_fjp",81797.103395,0.00892373708987465
"passive",11954.5813714797,2011,"Oregon","RaPIJEsp_fjp",81797.103395,0.14614920180915
"active",450875.287893385,2011,"Oregon","RaPIPOm_fdp",1034738.10608,0.435738555721583
"both",196194.736765912,2011,"Oregon","RaPIPOm_fdp",1034738.10608,0.189608110122836
"passive",7996.11743357562,2011,"Oregon","RaPIPOm_fdp",1034738.10608,0.00772767271891445
"active",32976.6645995441,2011,"Oregon","RaPIPOm_fpd",82094.00072,0.401693964361883
