"type","REST_ACRES","YEAR","ew","BpS_Code","AREA_STRATA","REST_PCT"
"active",6705.07196539748,2016,"eastside","Na0210290_fdw",9646.16073,0.69510265825702
"both",1058.347729188,2016,"eastside","Na0210290_fdw",9646.16073,0.109716990916033
"active",23626.3268484071,2016,"eastside","Na0210290_fwo",216308.93843,0.109224921632413
"both",127406.380286571,2016,"eastside","Na0210290_fwo",216308.93843,0.58900192110092
"active",13.9047063858188,2016,"eastside","Na0210350_fvg",1960.63432,0.00709194276769511
"both",403.787170724337,2016,"eastside","Na0210350_fvg",1960.63432,0.205947211372051
"passive",258.848136326465,2016,"eastside","Na0210350_fvg",1960.63432,0.132022648836661
"active",119700.864039731,2016,"eastside","Na0710270_fdd",1403267.971,0.0853015008633237
"both",548573.331368274,2016,"eastside","Na0710270_fdd",1403267.971,0.390925569958921
"passive",248123.603577819,2016,"eastside","Na0710270_fdd",1403267.971,0.176818404399981
"active",2687.09343660926,2016,"eastside","Na0710412_fmc",16639.371505,0.161490080067135
"both",81.6551032494376,2016,"eastside","Na0710412_fmc",16639.371505,0.00490734299819563
"active",139513.756519286,2016,"eastside","Na0710412_fmh",1419398.947535,0.0982907284534573
"active",4488.5426350927,2016,"eastside","Na0710412_fmi",48558.391485,0.0924359826968165
"active",42710.8940573192,2016,"eastside","Na1010471_frn",685999.617,0.0622608132699864
"both",50720.9820612447,2016,"eastside","Na1010471_frn",685999.617,0.0739373329143487
"passive",210489.711529667,2016,"eastside","Na1010471_frn",685999.617,0.30683648549277
"active",43017.9322414228,2016,"eastside","R1RFWF_fcw",149284.8677,0.28816003191878
"both",3.63797880709171e-12,2016,"eastside","R1RFWF_fcw",149284.8677,2.43693742248714e-17
"active",1191.40811467504,2016,"eastside","R1RFWF_frm",3802.50971,0.313321518033688
"active",32526.4471676052,2016,"eastside","RaABAMlw_fsi",470463.056405,0.0691370910527026
"both",24262.0404840523,2016,"eastside","RaABAMlw_fsi",470463.056405,0.0515705540610318
"passive",48796.4249594328,2016,"eastside","RaABAMlw_fsi",470463.056405,0.103719993090013
"active",727.742434430807,2016,"eastside","RaABAMlw_fsw",21997.08945,0.0330835784472753
"both",1051.0929025776,2016,"eastside","RaABAMlw_fsw",21997.08945,0.047783271735416
"passive",3002.66184890762,2016,"eastside","RaABAMlw_fsw",21997.08945,0.136502688491255
"active",295.036314821594,2016,"eastside","RaABAMlw_fwc",11407.52913,0.0258632970785667
"both",244.790923744976,2016,"eastside","RaABAMlw_fwc",11407.52913,0.0214587156390611
"passive",1603.71882901312,2016,"eastside","RaABAMlw_fwc",11407.52913,0.140584241402074
"active",1468.30336966492,2016,"eastside","RaABLA_faf",15372.83198,0.0955128743731266
"both",227.966760618778,2016,"eastside","RaABLA_faf",15372.83198,0.0148291974384006
"passive",2210.22677627399,2016,"eastside","RaABLA_faf",15372.83198,0.143774860686014
"both",39802.1827144925,2016,"eastside","RaDFHEdy_fwi",499288.78433,0.079717758466983
"passive",89577.4403998898,2016,"eastside","RaDFHEdy_fwi",499288.78433,0.179410079319315
"active",2226.97714234667,2016,"eastside","RaDFHEdy_fwx",110789.849965,0.0201009130624349
"both",7919.7439591367,2016,"eastside","RaDFHEdy_fwx",110789.849965,0.0714843820227093
"passive",13683.7052874983,2016,"eastside","RaDFHEdy_fwx",110789.849965,0.123510459593737
"passive",5019.56530620035,2016,"eastside","RaDFHEwt_fdm",18634.92184,0.26936336783693
"passive",10782.9838069698,2016,"eastside","RaDFHEwt_fhc",31311.659235,0.344375995089926
"passive",114870.889242231,2016,"eastside","RaDFHEwt_fwm",306700.94139,0.37453712636689
"passive",78061.4596401333,2016,"eastside","RaDFHEwt_fwn",177401.37797,0.440027357923534
"passive",15215.2893720202,2016,"eastside","RaDFHEwt_fww",32283.30299,0.471305224770009
"active",12102.0776779084,2016,"eastside","RaDFWV_fwx",38536.827995,0.31403927898473
"active",223180.914681537,2016,"eastside","RaMCONdy_fdd",4248197.74101,0.0525354346213829
"both",1606250.6383298,2016,"eastside","RaMCONdy_fdd",4248197.74101,0.378101664812787
"passive",127960.244103994,2016,"eastside","RaMCONdy_fdd",4248197.74101,0.0301210658978346
"active",48976.421727315,2016,"eastside","RaMCONdy_fdg",1049415.73129,0.0466701806224216
"both",391503.692986877,2016,"eastside","RaMCONdy_fdg",1049415.73129,0.37306825246999
