"type","REST_ACRES","YEAR","STATE","BpS_Code","BPS_LLID","AREA_STRATA","REST_PCT"
"active",3.1987466800503,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.368799413846154
"both",3.76968972606474,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.434626277230769
"active",26.9106893259093,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.679797872696629
"both",0.806698499474578,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.0203782191235955
"passive",0.180824352820906,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.00456785067415746
"active",1.23494120661622,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.793274005142857
"passive",0.0196051711783501,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.0125935328571429
"active",87.4719002439872,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.444426832259887
"both",59.3516710914691,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.301553700090395
"active",0.4163674119394,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.187219772
"both",1.3758416991957,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.618647766
"passive",0.0538177307778,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.024199164
"active",8.3090193858428,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.424562939090909
"both",5.11908864018968,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.261568208909091
"passive",1.0089621519564,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.0515545718181818
"active",15.8385676392648,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.342395106923077
"both",16.1019018723453,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.348087815692308
"active",317.985251963112,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.432100920903596
"both",178.982102911493,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.243213579925053
"active",2026.29075322061,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000301",3382.405555,0.59906794743323
"active",215.175251326399,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.251438765966736
"both",345.255319638388,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.403441246045738
"active",227.780342513082,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.495747925450145
"both",79.1074848474296,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.172171887477251
"active",143.989326708913,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000304",387.41209,0.371669677910448
"both",125.234844430892,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000304",387.41209,0.323260031536165
"active",201.829256961694,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000305",643.61113,0.313588823365584
"both",237.885834800804,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000305",643.61113,0.369611126521078
"active",653.205903462995,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000306",1904.813175,0.342923868879159
"both",594.931650224218,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000306",1904.813175,0.312330709401051
"active",36.6493353384631,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000406",72.50077,0.505502704846626
"both",16.6615966845412,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000406",72.50077,0.22981268591411
"active",183.207751006663,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000407",264.65005,0.692264184369748
"both",13.9709994619754,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000407",264.65005,0.0527904659831934
"active",231.398577189441,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000506",567.55204,0.407713409310345
"both",119.987010565501,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000506",567.55204,0.211411469097179
"passive",38.6004924067356,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000506",567.55204,0.0680122520689655
"active",7.4893460605006,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000606",16.90202,0.443103608947368
"both",3.21807632561836,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000606",16.90202,0.190395960105263
"passive",1.1342068585078,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000606",16.90202,0.0671048110526317
"active",33.0910153384631,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000607",72.50077,0.456422950245399
"both",11.4277387125209,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000607",72.50077,0.157622308184049
"passive",6.34583297202031,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000607",72.50077,0.0875278010429449
"active",82.5390080510658,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000608",187.034195,0.441304372449465
"both",54.6196831953961,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000608",187.034195,0.292030466382878
"active",478.459419536127,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000701",1175.357575,0.407075625080416
"both",352.632905698773,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000701",1175.357575,0.300021808851467
"active",1.23494120661622,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000702",1.556765,0.793274005142857
"passive",0.0196051711783501,2016,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000702",1.556765,0.0125935328571429
