"type","REST_ACRES","YEAR","BpS_Code","BPS_LLID","AREA_STRATA","REST_PCT"
"active",4.87412469891475,2015,"Na0210290_fdw","Na0210290_fdw_1709000105",7.783825,0.626186315714286
"both",1.1762121900581,2015,"Na0210290_fdw","Na0210290_fdw_1709000105",7.783825,0.151109793714286
"active",29.6777575433712,2015,"Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.379108393636364
"both",19.8091695607587,2015,"Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.253045481636364
"passive",10.2629086078256,2015,"Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.131100026363636
"active",5.4052094098162,2015,"Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.467395106923077
"both",2.08479169647572,2015,"Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.180274502615385
"passive",1.8294862716106,2015,"Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.158197928461538
"active",52.5528136532363,2015,"Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.306490188236057
"both",62.5937799612073,2015,"Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.365049520075227
"passive",6.35310385407256,2015,"Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.0370515650972763
"active",1.9578516425936,2015,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.880348768
"active",7.74298133761245,2015,"Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.452160341688312
"both",4.28460693516597,2015,"Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.250204572545455
"passive",1.32763188296185,2015,"Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.0775285977922079
"active",22.6666190248241,2015,"Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.478500199014085
"both",14.6178550423536,2015,"Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.308587996262911
"active",208.33837378161,2015,"Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.304055282190847
"both",210.702748016186,2015,"Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.307505920986044
"passive",102.670390342928,2015,"Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.149840252382343
"active",1080.33292166151,2015,"Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.352698850591011
"both",980.453495299232,2015,"Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.320090977435127
"passive",301.095986805631,2015,"Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.0982995207630873
"active",229.784697590673,2015,"Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.285579824361526
"both",282.151355343253,2015,"Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.350661881957988
"passive",102.236373474753,2015,"Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.127060878667772
"active",180.868178201995,2015,"Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.301212770740741
"both",231.352985778547,2015,"Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.38528874762963
"passive",32.978566025935,2015,"Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.0549215751851852
"active",153.105816704302,2015,"Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.427072526277916
"both",88.2024125907473,2015,"Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.246031326436725
"passive",1.11532441992864,2015,"Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.00311107982630284
"active",196.679607237388,2015,"Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.356601062258064
"both",196.871751678073,2015,"Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.356949440580645
"passive",28.4546056460441,2015,"Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.0515912287096775
"active",566.842906628257,2015,"Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.336876999600846
"both",539.743076837217,2015,"Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.320771462699974
"passive",101.506755019342,2015,"Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.060325869249273
"active",40.7204276047225,2015,"Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.270457258951256
"both",69.756687663732,2015,"Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.463310521249631
"passive",5.96275155539186,2015,"Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.0396034505612999
"active",78.3338570039697,2015,"Na0210290_fdw","Na0210290_fdw_1709000407",258.42299,0.303122632409639
"both",93.7519232943228,2015,"Na0210290_fdw","Na0210290_fdw_1709000407",258.42299,0.362784763438898
"passive",12.5950484156061,2015,"Na0210290_fdw","Na0210290_fdw_1709000407",258.42299,0.0487381111703958
"active",299.295245803882,2015,"Na0210290_fdw","Na0210290_fdw_1709000506",566.440065,0.528379371970946
"both",101.804059802228,2015,"Na0210290_fdw","Na0210290_fdw_1709000506",566.440065,0.179726093001963
"active",38.082033555925,2015,"Na0210290_fdw","Na0210290_fdw_1709000606",111.1975,0.34247203
"both",41.96543700083,2015,"Na0210290_fdw","Na0210290_fdw_1709000606",111.1975,0.377395508
"active",45.0547317369958,2015,"Na0210290_fdw","Na0210290_fdw_1709000607",100.96733,0.446230793039648
"both",30.4880328367536,2015,"Na0210290_fdw","Na0210290_fdw_1709000607",100.96733,0.301959384651982
"active",86.2491749069419,2015,"Na0210290_fdw","Na0210290_fdw_1709000608",216.61273,0.398172235338809
"both",70.7427875176168,2015,"Na0210290_fdw","Na0210290_fdw_1709000608",216.61273,0.326586473092403
"active",647.260684739901,2015,"Na0210290_fdw","Na0210290_fdw_1709000701",1107.304705,0.584537103307893
"both",192.817406694265,2015,"Na0210290_fdw","Na0210290_fdw_1709000701",1107.304705,0.174132202115284
"active",0.6360081210308,2015,"Na0210290_fdw","Na0210290_fdw_1709000702",0.88958,0.71495326
"both",0.14713253600664,2015,"Na0210290_fdw","Na0210290_fdw_1709000702",0.88958,0.165395508
"active",2.9430963774733,2015,"Na0210290_fdw","Na0210290_fdw_1709000703",6.449455,0.456332570344828
"both",2.28988338604814,2015,"Na0210290_fdw","Na0210290_fdw_1709000703",6.449455,0.355050680413793
"active",2.0142299760266,2015,"Na0210290_fdw","Na0210290_fdw_1709000802",8.00622,0.251583141111111
"both",1.92232194371396,2015,"Na0210290_fdw","Na0210290_fdw_1709000802",8.00622,0.240103562444444
"passive",2.2930058803458,2015,"Na0210290_fdw","Na0210290_fdw_1709000802",8.00622,0.286403056666667
"active",1.694401084474,2015,"Na0210290_fdw","Na0210290_fdw_1709000803",8.8958,0.19047203
"both",5.0296453600664,2015,"Na0210290_fdw","Na0210290_fdw_1709000803",8.8958,0.565395508
"active",9.3213832294486,2015,"Na0210290_fdw","Na0210290_fdw_1709000804",34.69362,0.268677158205128
"both",11.5918550894272,2015,"Na0210290_fdw","Na0210290_fdw_1709000804",34.69362,0.334120656461538
"passive",6.1556438148318,2015,"Na0210290_fdw","Na0210290_fdw_1709000804",34.69362,0.177428697692308
"active",30.5503080376614,2015,"Na0210290_fdw","Na0210290_fdw_1709000805",98.74338,0.309390948918919
"both",28.0824056391388,2015,"Na0210290_fdw","Na0210290_fdw_1709000805",98.74338,0.284397856738739
"passive",14.9367058575982,2015,"Na0210290_fdw","Na0210290_fdw_1709000805",98.74338,0.151267921531532
"active",0.4098366626711,2015,"Na0210290_fdw","Na0210290_fdw_1709000807",1.33437,0.307138696666667
"both",0.39451865728566,2015,"Na0210290_fdw","Na0210290_fdw_1709000807",1.33437,0.295659118
"passive",0.2709701467243,2015,"Na0210290_fdw","Na0210290_fdw_1709000807",1.33437,0.203069723333333
"active",12.824648795659,2015,"Na0210290_fdw","Na0210290_fdw_1710020601",31.1353,0.411900601428571
"both",7.8710653366654,2015,"Na0210290_fdw","Na0210290_fdw_1710020601",31.1353,0.252801975142857
"passive",4.395213423567,2015,"Na0210290_fdw","Na0210290_fdw_1710020601",31.1353,0.141164961428571
"active",3.52413295666848,2015,"Na0210290_fdw","Na0210290_fdw_1710020602",4.00311,0.880348768
"active",1098.80556613332,2015,"Na0210290_fdw","Na0210290_fdw_1710020603",2404.53474,0.456972214979652
"both",819.804954825948,2015,"Na0210290_fdw","Na0210290_fdw_1710020603",2404.53474,0.340941197974103
"active",548.465551913339,2015,"Na0210290_fdw","Na0210290_fdw_1710030104",796.841285,0.688299617800726
"both",131.682771627948,2015,"Na0210290_fdw","Na0210290_fdw_1710030104",796.841285,0.165255960135082
"active",908.462776855339,2015,"Na0210290_fdw","Na0210290_fdw_1710030105",1230.066745,0.738547546747424
"both",129.056386663181,2015,"Na0210290_fdw","Na0210290_fdw_1710030105",1230.066745,0.104918198291087
"active",756.300953108688,2015,"Na0210290_fdw","Na0210290_fdw_1710030106",879.127435,0.860285918740197
"both",8.96439620856199,2015,"Na0210290_fdw","Na0210290_fdw_1710030106",879.127435,0.0101969246455856
"active",2288.60455791395,2015,"Na0210290_fdw","Na0210290_fdw_1710030107",3023.904815,0.756837499170405
"both",317.442780520571,2015,"Na0210290_fdw","Na0210290_fdw_1710030107",3023.904815,0.104977768792822
"active",981.960650796922,2015,"Na0210290_fdw","Na0210290_fdw_1710030108",1681.973385,0.583814618919741
"both",106.390704954555,2015,"Na0210290_fdw","Na0210290_fdw_1710030108",1681.973385,0.0632535008599763
"active",234.393932895865,2015,"Na0210290_fdw","Na0210290_fdw_1710030109",436.561385,0.536909449505858
"both",121.465784545259,2015,"Na0210290_fdw","Na0210290_fdw_1710030109",436.561385,0.278233001632196
"active",994.80643077153,2015,"Na0210290_fdw","Na0210290_fdw_1710030110",1597.68568,0.622654658062361
"both",237.117844667926,2015,"Na0210290_fdw","Na0210290_fdw_1710030110",1597.68568,0.148413325371938
"active",5060.36620993955,2015,"Na0210290_fdw","Na0210290_fdw_1710030302",10966.74224,0.461428389506814
"both",3634.82016388986,2015,"Na0210290_fdw","Na0210290_fdw_1710030302",10966.74224,0.331440284119403
"active",6175.8937432172,2015,"Na0210290_fdw","Na0210290_fdw_1710030303",14139.42931,0.436785220097203
"both",5016.45628855754,2015,"Na0210290_fdw","Na0210290_fdw_1710030303",14139.42931,0.354784919431627
"active",1715.58510959761,2015,"Na0210290_fdw","Na0210290_fdw_1710030304",2824.638895,0.607364400679474
"both",528.452407455084,2015,"Na0210290_fdw","Na0210290_fdw_1710030304",2824.638895,0.187086713416896
"active",893.594797366535,2015,"Na0210290_fdw","Na0210290_fdw_1710030305",1899.920485,0.470332734670491
"both",622.144191276181,2015,"Na0210290_fdw","Na0210290_fdw_1710030305",1899.920485,0.327458015315931
"active",2789.09617902521,2015,"Na0210290_fdw","Na0210290_fdw_1710030306",4778.37897,0.583690870174998
"both",1016.49813215967,2015,"Na0210290_fdw","Na0210290_fdw_1710030306",4778.37897,0.212728655165596
"active",2062.98603476516,2015,"Na0210290_fwo","Na0210290_fwo_1710030111",16869.327935,0.122292129402792
"both",9225.64093601486,2015,"Na0210290_fwo","Na0210290_fwo_1710030111",16869.327935,0.546888469508839
"passive",793.530799913056,2015,"Na0210290_fwo","Na0210290_fwo_1710030111",16869.327935,0.0470398585510132
"active",29.742251445757,2015,"Na0210290_fwo","Na0210290_fwo_1710030201",35.805595,0.830659327006211
"active",570.528381445433,2015,"Na0210290_fwo","Na0210290_fwo_1710030202",936.72774,0.609065320778728
"both",126.241605414992,2015,"Na0210290_fwo","Na0210290_fwo_1710030202",936.72774,0.134768727373219
"active",373.836005621514,2015,"Na0210290_fwo","Na0210290_fwo_1710030203",481.485175,0.77642267100231
"active",263.772935030699,2015,"Na0210290_fwo","Na0210290_fwo_1710030204",518.402745,0.508818553865294
"both",162.801352857869,2015,"Na0210290_fwo","Na0210290_fwo_1710030204",518.402745,0.314044156648649
"active",28.6393655666138,2015,"Na0210290_fwo","Na0210290_fwo_1710030205",623.373185,0.0459425690032109
"both",384.314058284555,2015,"Na0210290_fwo","Na0210290_fwo_1710030205",623.373185,0.616507202318231
"active",6.2026043738561,2015,"Na0210290_fwo","Na0210290_fwo_1710030206",23.57387,0.263113539433962
"both",11.682837204176,2015,"Na0210290_fwo","Na0210290_fwo_1710030206",23.57387,0.495584187245283
"active",0.979347115709842,2015,"Na0210290_fwo","Na0210290_fwo_1710030207",274.88022,0.00356281407119742
"both",169.609244020589,2015,"Na0210290_fwo","Na0210290_fwo_1710030207",274.88022,0.617029643022654
