"strataID","BpS","SCLASS","YEAR","STATE","ew","MAP_ZONE","PVT","BpS_Code","sclass","AREA_TOTAL","AREA_STRATA","avg","low","high","departure"
"2008_Oregon_Na0210290_fdw","Na0210290","A",2008,"Oregon","eastside","OSW","fdw","Na0210290_fdw","A",1095.51777,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-2686.54845803249
"2008_Oregon_Na0210290_fdw","Na0210290","A",2008,"Oregon","westside","OCR","fdw","Na0210290_fdw","A",3023.015235,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-759.050993032493
"2008_Oregon_Na0210290_fdw","Na0210290","A",2008,"Oregon","westside","OWC","fdw","Na0210290_fdw","A",463.47118,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-3318.59504803249
"2008_Oregon_Na0210290_fdw","Na0210290","B",2008,"Oregon","eastside","OSW","fdw","Na0210290_fdw","B",3775.20220223411,50778.783165,554.968531797495,240.547931360876,869.389132234113,2905.81307
"2008_Oregon_Na0210290_fdw","Na0210290","B",2008,"Oregon","westside","OCR","fdw","Na0210290_fdw","B",12311.3894872341,50778.783165,554.968531797495,240.547931360876,869.389132234113,11442.000355
"2008_Oregon_Na0210290_fdw","Na0210290","B",2008,"Oregon","westside","OWC","fdw","Na0210290_fdw","B",869.389132234113,50778.783165,554.968531797495,240.547931360876,869.389132234113,0
"2008_Oregon_Na0210290_fdw","Na0210290","C",2008,"Oregon","eastside","OSW","fdw","Na0210290_fdw","C",770.329202765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-8736.46300382285
"2008_Oregon_Na0210290_fdw","Na0210290","C",2008,"Oregon","westside","OCR","fdw","Na0210290_fdw","C",3496.22471776589,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-6010.56748882285
"2008_Oregon_Na0210290_fdw","Na0210290","C",2008,"Oregon","westside","OWC","fdw","Na0210290_fdw","C",387.142617765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-9119.64958882285
"2008_Oregon_Na0210290_fdw","Na0210290","D",2008,"Oregon","eastside","OSW","fdw","Na0210290_fdw","D",-288.518041530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31702.6988067559
"2008_Oregon_Na0210290_fdw","Na0210290","D",2008,"Oregon","westside","OCR","fdw","Na0210290_fdw","D",3396.56710846973,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-28017.6136567559
"2008_Oregon_Na0210290_fdw","Na0210290","D",2008,"Oregon","westside","OWC","fdw","Na0210290_fdw","D",-257.605136530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31671.7859017559
"2008_Oregon_Na0210290_fdw","Na0210290","E",2008,"Oregon","eastside","OSW","fdw","Na0210290_fdw","E",2869.41201653027,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,495.61856205891
"2008_Oregon_Na0210290_fdw","Na0210290","E",2008,"Oregon","westside","OCR","fdw","Na0210290_fdw","E",17638.4415715303,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,15264.6481170589
"2008_Oregon_Na0210290_fdw","Na0210290","E",2008,"Oregon","westside","OWC","fdw","Na0210290_fdw","E",1228.80410153027,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,0
"2008_Oregon_Na0210290_fwo","Na0210290","A",2008,"Oregon","eastside","OSW","fwo","Na0210290_fwo","A",14561.8337115545,195510.11324,18100.2953931613,14561.8337115545,21638.756879258,0
"2008_Oregon_Na0210290_fwo","Na0210290","B",2008,"Oregon","eastside","OSW","fwo","Na0210290_fwo","B",14253.3695854912,195510.11324,2136.75779003604,926.165425177584,3347.3501548945,10906.0194305967
