"Order","Donate","Receive","Primary","Secondary","ActiveOnly","ActivePassive","PassiveOnly","BpS","REST_ACRES","strataID"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210290",9433.79880128903,"2011_Na0210290_fdw"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210290",17340.4711350272,"2011_Na0210290_fdw"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210290",17973.8848302368,"2011_Na0210290_fdw"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210290",17375.1243794266,"2011_Na0210290_fwo"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210290",5717.00967898047,"2011_Na0210290_fwo"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210290",127485.552906571,"2011_Na0210290_fwo"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210350",3910.0134210376,"2011_Na0210350_fvg"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210350",15479.3777680026,"2011_Na0210350_fvg"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210350",13503.986819691,"2011_Na0210350_fvg"
19,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,"Na0210350",7628.67943624645,"2011_Na0210350_fvg"
1,"B","C","Thin / low fire","None",1,0,0,"Na0710270",80201.8925474206,"2011_Na0710270_fdd"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0710270",549998.216133274,"2011_Na0710270_fdd"
6,"B","A","Regen / high fire","None",1,0,0,"Na0710270",48781.5163973104,"2011_Na0710270_fdd"
13,"B","E","Grow w/o fire","None",0,0,1,"Na0710270",249617.430792819,"2011_Na0710270_fdd"
10,"B","E","Grow w/o fire","None",0,0,1,"Na0710411",158496.801503301,"2011_Na0710411_fmt"
18,"A","E","Grow w/o fire","Grow w/o fire",0,0,1,"Na0710411",5846.82768444445,"2011_Na0710411_fmt"
19,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,"Na0710411",59394.801287466,"2011_Na0710411_fmt"
4,"E","A","Regen / high fire","None",1,0,0,"Na0710412",58487.3354923823,"2011_Na0710412_fmc"
6,"E","C","Overstory removal","None",1,0,0,"Na0710412",93754.6984821005,"2011_Na0710412_fmc"
8,"E","D","Thin / low fire","None",1,0,0,"Na0710412",5918.14520360943,"2011_Na0710412_fmc"
