"type","REST_ACRES","YEAR","ew","BpS_Code","AREA_STRATA","REST_PCT"
"active",6639.46544039748,2014,"eastside","Na0210290_fdw",9646.16073,0.688301348716743
"both",1097.044459188,2014,"eastside","Na0210290_fdw",9646.16073,0.113728610780468
"active",23791.5663334071,2014,"eastside","Na0210290_fwo",216308.93843,0.109988826657324
"both",127500.898161571,2014,"eastside","Na0210290_fwo",216308.93843,0.589438878887713
"active",60.6076563858188,2014,"eastside","Na0210350_fvg",1960.63432,0.030912269446461
"both",377.766955724337,2014,"eastside","Na0210350_fvg",1960.63432,0.192675886508167
"passive",240.611746326465,2014,"eastside","Na0210350_fvg",1960.63432,0.122721378419238
"active",121321.456404731,2014,"eastside","Na0710270_fdd",1403267.971,0.0864563710652319
"both",549056.150913274,2014,"eastside","Na0710270_fdd",1403267.971,0.391269637916701
"passive",247890.756012819,2014,"eastside","Na0710270_fdd",1403267.971,0.176652472040794
"active",2525.85706160926,2014,"eastside","Na0710412_fmc",16639.371505,0.151800028074994
"both",195.076553249438,2014,"eastside","Na0710412_fmc",16639.371505,0.0117237933650811
"active",147317.374674286,2014,"eastside","Na0710412_fmh",1419398.947535,0.103788561299221
"active",4306.4011300927,2014,"eastside","Na0710412_fmi",48558.391485,0.0886850037325264
"active",43725.6824423192,2014,"eastside","Na1010471_frn",685999.617,0.0637400974559424
"both",50710.0847062447,2014,"eastside","Na1010471_frn",685999.617,0.0739214475483369
"passive",210393.859284667,2014,"eastside","Na1010471_frn",685999.617,0.306696759110095
"active",42928.0846614228,2014,"eastside","R1RFWF_fcw",149284.8677,0.287558178687543
"active",1182.73470967504,2014,"eastside","R1RFWF_frm",3802.50971,0.311040549499357
"active",32153.4907526052,2014,"eastside","RaABAMlw_fsi",470463.056405,0.0683443477970473
"both",24244.6936740523,2014,"eastside","RaABAMlw_fsi",470463.056405,0.051533682281699
"passive",48142.3612644328,2014,"eastside","RaABAMlw_fsi",470463.056405,0.102329737923118
"active",589.190349430807,2014,"eastside","RaABAMlw_fsw",21997.08945,0.026784923104034
"both",1057.7647525776,2014,"eastside","RaABAMlw_fsw",21997.08945,0.0480865777712062
"passive",3075.82980390761,2014,"eastside","RaABAMlw_fsw",21997.08945,0.139828944683753
"active",299.261819821594,2014,"eastside","RaABAMlw_fwc",11407.52913,0.0262337107721761
"both",249.683613744976,2014,"eastside","RaABAMlw_fwc",11407.52913,0.0218876157053457
"passive",1587.48399401312,2014,"eastside","RaABAMlw_fwc",11407.52913,0.139161073000312
"active",1466.30181466492,2014,"eastside","RaABLA_faf",15372.83198,0.0953826735745617
"both",219.070960618778,2014,"eastside","RaABLA_faf",15372.83198,0.0142505272225566
"passive",2261.60002127399,2014,"eastside","RaABLA_faf",15372.83198,0.147116681182513
"both",40700.2137244925,2014,"eastside","RaDFHEdy_fwi",499288.78433,0.0815163789010572
"passive",89364.3859898898,2014,"eastside","RaDFHEdy_fwi",499288.78433,0.178983363525397
"active",1862.24934234667,2014,"eastside","RaDFHEdy_fwx",110789.849965,0.0168088443384929
