"type","REST_ACRES","YEAR","ew","BpS_Code","AREA_STRATA","REST_PCT"
"active",6847.40476539748,2008,"eastside","Na0210290_fdw",9646.16073,0.709858041666436
"both",1116.615219188,2008,"eastside","Na0210290_fdw",9646.16073,0.115757475999262
"active",21595.8604984071,2008,"eastside","Na0210290_fwo",216308.93843,0.0998380402361217
"both",127595.416036571,2008,"eastside","Na0210290_fwo",216308.93843,0.589875836674507
"active",128.215736385819,2008,"eastside","Na0210350_fvg",1960.63432,0.0653950280671506
"both",314.161985724337,2008,"eastside","Na0210350_fvg",1960.63432,0.160234870174229
"passive",237.053426326465,2008,"eastside","Na0210350_fvg",1960.63432,0.12090649638657
"active",114434.105649731,2008,"eastside","Na0710270_fdd",1403267.971,0.0815482915698438
"both",549787.830463274,2008,"eastside","Na0710270_fdd",1403267.971,0.39179104905493
"passive",249846.497642819,2008,"eastside","Na0710270_fdd",1403267.971,0.178046177071064
"active",2965.75437160926,2008,"eastside","Na0710412_fmc",16639.371505,0.178237163027346
"both",559.137168249438,2008,"eastside","Na0710412_fmc",16639.371505,0.0336032624838878
"active",181741.007144286,2008,"eastside","Na0710412_fmh",1419398.947535,0.128040821405361
"active",4866.91308653998,2008,"eastside","Na0710412_fmi",48558.391485,0.100228054054126
"active",47936.7317673192,2008,"eastside","Na1010471_frn",685999.617,0.0698786567505025
"both",50512.1531562447,2008,"eastside","Na1010471_frn",685999.617,0.0736329174309797
"passive",211390.188884667,2008,"eastside","Na1010471_frn",685999.617,0.308149135431174
"active",44571.8061064228,2008,"eastside","R1RFWF_fcw",149284.8677,0.29856881540059
"active",1184.73626467504,2008,"eastside","R1RFWF_frm",3802.50971,0.311566926853433
"active",30560.0305776052,2008,"eastside","RaABAMlw_fsi",470463.056405,0.0649573439647459
"both",24184.2022340523,2008,"eastside","RaABAMlw_fsi",470463.056405,0.0514051037691538
"passive",48260.4530094328,2008,"eastside","RaABAMlw_fsi",470463.056405,0.102580749651653
"active",375.691149430807,2008,"eastside","RaABAMlw_fsw",21997.08945,0.0170791299587504
"both",1019.0680225776,2008,"eastside","RaABAMlw_fsw",21997.08945,0.0463274027636235
"passive",2841.42547390762,2008,"eastside","RaABAMlw_fsw",21997.08945,0.129172792626327
"active",308.602409821594,2008,"eastside","RaABAMlw_fwc",11407.52913,0.0270525199896284
"both",315.734928744976,2008,"eastside","RaABAMlw_fwc",11407.52913,0.0276777666001872
"passive",1627.51509401312,2008,"eastside","RaABAMlw_fwc",11407.52913,0.142670255360822
"active",1420.93323466492,2008,"eastside","RaABLA_faf",15372.83198,0.0924314554737573
"both",158.134730618778,2008,"eastside","RaABLA_faf",15372.83198,0.0102866362440252
"passive",2348.55646627399,2008,"eastside","RaABLA_faf",15372.83198,0.152773182542388
"both",44371.0655944925,2008,"eastside","RaDFHEdy_fwi",499288.78433,0.0888685405862549
"passive",89511.8338748898,2008,"eastside","RaDFHEdy_fwi",499288.78433,0.179278679361898
"active",2634.18238734667,2008,"eastside","RaDFHEdy_fwx",110789.849965,0.0237763873511774
"both",8061.6319691367,2008,"eastside","RaDFHEdy_fwx",110789.849965,0.0727650770506818
"passive",16084.6817074983,2008,"eastside","RaDFHEdy_fwx",110789.849965,0.145181907120369
"active",76.9812573899006,2008,"eastside","RaDFHEwt_fdm",18634.92184,0.00413102121118962
"passive",5645.72613350574,2008,"eastside","RaDFHEwt_fdm",18634.92184,0.302964841064541
"passive",12240.7842717096,2008,"eastside","RaDFHEwt_fhc",31311.659235,0.390933747069748
"passive",126470.131802205,2008,"eastside","RaDFHEwt_fwm",306700.94139,0.412356516510936
"passive",87636.1076812117,2008,"eastside","RaDFHEwt_fwn",177401.37797,0.49399902460753
"passive",16117.3593300471,2008,"eastside","RaDFHEwt_fww",32283.30299,0.499247531612226
"active",12470.8085879084,2008,"eastside","RaDFWV_fwx",38536.827995,0.32360755248269
"active",212791.732256537,2008,"eastside","RaMCONdy_fdd",4248197.74101,0.0500898840471457
"both",1606591.5698648,2008,"eastside","RaMCONdy_fdd",4248197.74101,0.378181918029747
"passive",134926.767478994,2008,"eastside","RaMCONdy_fdd",4248197.74101,0.0317609432763635
"active",20957.5445180613,2008,"eastside","RaMCONdy_fdg",1049415.73129,0.0199706788198221
"both",392095.041291877,2008,"eastside","RaMCONdy_fdg",1049415.73129,0.373631754890783
"active",761.75879722842,2008,"eastside","RaMCONdy_fdx",4451.680715,0.171117123171404
"both",1206.57327409306,2008,"eastside","RaMCONdy_fdx",4451.680715,0.271037693702403
"active",24289.4678930446,2008,"eastside","RaMCONdy_fmd",2050495.021305,0.0118456605066936
"both",755596.029165348,2008,"eastside","RaMCONdy_fmd",2050495.021305,0.368494447104028
"active",5409.65844084601,2008,"eastside","RaMCONdy_fmx",596169.8286,0.00907402250387216
"both",222171.888485191,2008,"eastside","RaMCONdy_fmx",596169.8286,0.372665434959906
"passive",2280.85292952292,2008,"eastside","RaMCONdy_fmx",596169.8286,0.00382584428145097
"active",22735.5021392821,2008,"eastside","RaMCONms_fcm",2203967.80925,0.0103157142512979
"both",287070.559237668,2008,"eastside","RaMCONms_fcm",2203967.80925,0.130251702421805
"passive",158058.211950734,2008,"eastside","RaMCONms_fcm",2203967.80925,0.0717152996914779
"active",59902.2982076196,2008,"eastside","RaMCONms_fmm",1769570.105205,0.033851328088909
"both",92004.400704663,2008,"eastside","RaMCONms_fmm",1769570.105205,0.0519925152634767
"passive",114292.032266402,2008,"eastside","RaMCONms_fmm",1769570.105205,0.0645874565411249
"active",47059.4074091845,2008,"eastside","RaMCONsw_fdm",252622.9284,0.186283199657441
"both",102921.493576087,2008,"eastside","RaMCONsw_fdm",252622.9284,0.40741152922241
"active",259924.063362903,2008,"eastside","RaMCONsw_fiw",1105278.24176,0.235166181276681
"both",375863.565565906,2008,"eastside","RaMCONsw_fiw",1105278.24176,0.340062394576225
"active",17040.0473584087,2008,"eastside","RaMCONsw_fvw",110519.19525,0.154181790048898
"both",45117.9305933655,2008,"eastside","RaMCONsw_fvw",110519.19525,0.408236148402153
"active",247020.23320582,2008,"eastside","RaMEVG_ftd",430468.873975,0.573839940910956
"active",16743.5217770339,2008,"eastside","RaMEVG_fuc",108908.16587,0.153739819629504
"passive",38648.9674922641,2008,"eastside","RaMEVG_fuc",108908.16587,0.354876672318567
