"strataID","BpS","SCLASS","YEAR","STATE","ew","MAP_ZONE","PVT","BpS_Code","sclass","AREA_TOTAL","AREA_STRATA","avg","low","high","departure"
"2011_Oregon_Na0210290_fdw","Na0210290","A",2011,"Oregon","eastside","OSW","fdw","Na0210290_fdw","A",1091.292265,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-2690.77396303249
"2011_Oregon_Na0210290_fdw","Na0210290","A",2011,"Oregon","westside","OCR","fdw","Na0210290_fdw","A",2416.98886,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-1365.07736803249
"2011_Oregon_Na0210290_fdw","Na0210290","A",2011,"Oregon","westside","OWC","fdw","Na0210290_fdw","A",435.671805,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-3346.39442303249
"2011_Oregon_Na0210290_fdw","Na0210290","B",2011,"Oregon","eastside","OSW","fdw","Na0210290_fdw","B",3882.84138223411,50778.783165,554.968531797495,240.547931360876,869.389132234113,3013.45225
"2011_Oregon_Na0210290_fdw","Na0210290","B",2011,"Oregon","westside","OCR","fdw","Na0210290_fdw","B",12668.5558572341,50778.783165,554.968531797495,240.547931360876,869.389132234113,11799.166725
"2011_Oregon_Na0210290_fdw","Na0210290","B",2011,"Oregon","westside","OWC","fdw","Na0210290_fdw","B",869.389132234113,50778.783165,554.968531797495,240.547931360876,869.389132234113,0
"2011_Oregon_Na0210290_fdw","Na0210290","C",2011,"Oregon","eastside","OSW","fdw","Na0210290_fdw","C",694.492507765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-8812.29969882285
"2011_Oregon_Na0210290_fdw","Na0210290","C",2011,"Oregon","westside","OCR","fdw","Na0210290_fdw","C",3229.79550776589,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-6276.99669882285
"2011_Oregon_Na0210290_fdw","Na0210290","C",2011,"Oregon","westside","OWC","fdw","Na0210290_fdw","C",372.464547765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-9134.32765882285
"2011_Oregon_Na0210290_fdw","Na0210290","D",2011,"Oregon","eastside","OSW","fdw","Na0210290_fdw","D",-258.939506530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31673.1202717559
"2011_Oregon_Na0210290_fdw","Na0210290","D",2011,"Oregon","westside","OCR","fdw","Na0210290_fdw","D",3583.60130346973,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-27830.5794617559
