"type","REST_ACRES","YEAR","STATE","ew","BpS_Code","AREA_STRATA","REST_PCT"
"active",6706.62873039748,2003,"Oregon","eastside","Na0210290_fdw",9646.16073,0.695264045263061
"both",1064.352394188,2003,"Oregon","eastside","Na0210290_fdw",9646.16073,0.110339483653617
"active",19696.6071984071,2003,"Oregon","eastside","Na0210290_fwo",216308.93843,0.0910577590614969
"both",126934.680491571,2003,"Oregon","eastside","Na0210290_fwo",216308.93843,0.586821244710829
"active",195.823816385819,2003,"Oregon","eastside","Na0210350_fvg",1960.63432,0.0998777866878403
"both",289.476140724337,2003,"Oregon","eastside","Na0210350_fvg",1960.63432,0.147644126072595
"passive",189.016106326465,2003,"Oregon","eastside","Na0210350_fvg",1960.63432,0.0964055889455535
"active",101427.111679731,2003,"Oregon","eastside","Na0710270_fdd",1403267.971,0.0722792180651368
"both",548569.550653274,2003,"Oregon","eastside","Na0710270_fdd",1403267.971,0.390922875737234
"passive",248911.549062819,2003,"Oregon","eastside","Na0710270_fdd",1403267.971,0.177379911896257
"active",3011.12295160926,2003,"Oregon","eastside","Na0710412_fmc",16639.371505,0.1809637431741
"both",493.530643249438,2003,"Oregon","eastside","Na0710412_fmc",16639.371505,0.029660413742258
"active",142244.488861497,2003,"Oregon","eastside","Na0710412_fmh",661932.697285,0.214892676317291
"active",5901.49462653998,2003,"Oregon","eastside","Na0710412_fmi",48558.391485,0.121533980967285
"active",41371.9868464228,2003,"Oregon","eastside","R1RFWF_fcw",149284.8677,0.277134497848524
"active",1137.36612967504,2003,"Oregon","eastside","R1RFWF_frm",3802.50971,0.299109329473623
"active",5427.72965714856,2003,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.040200175490472
"both",5413.49708049521,2003,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.0400947627092012
"passive",16815.5239809829,2003,"Oregon","eastside","RaABAMlw_fsi",135017.561265,0.124543235883063
"active",78.2524529695042,2003,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.00355819174516626
"both",974.525194796725,2003,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.0443123170200631
"passive",2685.854605169,2003,"Oregon","eastside","RaABAMlw_fsw",21992.19676,0.122127618012863
"active",597.938304821594,2003,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.0524161102730924
"both",224.775373744976,2003,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.0197041244588061
"passive",1564.13251901312,2003,"Oregon","eastside","RaABAMlw_fwc",11407.52913,0.137114049956681
"both",42537.2141750253,2003,"Oregon","eastside","RaDFHEdy_fwi",491309.474125,0.0865792670714973
"passive",84903.0224500487,2003,"Oregon","eastside","RaDFHEdy_fwi",491309.474125,0.172809658517693
"active",2126.89939234667,2003,"Oregon","eastside","RaDFHEdy_fwx",110789.849965,0.0191976015223289
"both",7335.9570841367,2003,"Oregon","eastside","RaDFHEdy_fwx",110789.849965,0.0662150647054241
"passive",17667.9117124983,2003,"Oregon","eastside","RaDFHEdy_fwx",110789.849965,0.159472295684847
"active",20.0481373899006,2003,"Oregon","eastside","RaDFHEwt_fdm",18634.92184,0.00107583694538858
"passive",5754.03249850574,2003,"Oregon","eastside","RaDFHEwt_fdm",18634.92184,0.308776851757686
"passive",11669.2291217096,2003,"Oregon","eastside","RaDFHEwt_fhc",31311.659235,0.37267999865896
"passive",127153.551637205,2003,"Oregon","eastside","RaDFHEwt_fwm",306700.94139,0.41458481040499
"passive",85633.4000639687,2003,"Oregon","eastside","RaDFHEwt_fwn",176075.681375,0.486344277615428
"passive",15906.9702310131,2003,"Oregon","eastside","RaDFHEwt_fww",32217.696465,0.493733940547047
"active",12375.4117747827,2003,"Oregon","eastside","RaDFWV_fwx",38027.543445,0.325432848237527
"both",512821.948379376,2003,"Oregon","eastside","RaMCONdy_fdd",1523190.91643,0.336676081013737
"passive",107632.284161315,2003,"Oregon","eastside","RaMCONdy_fdd",1523190.91643,0.0706623726548868
"active",14204.4125688386,2003,"Oregon","eastside","RaMCONdy_fdg",1043084.14564,0.0136177053675025
"both",389318.400015749,2003,"Oregon","eastside","RaMCONdy_fdg",1043084.14564,0.373237769592286
"passive",888.020733981393,2003,"Oregon","eastside","RaMCONdy_fdg",1043084.14564,0.000851341416407528
"active",1086.96830543638,2003,"Oregon","eastside","RaMCONdy_fdx",4451.680715,0.244170320161063
"both",1059.79257409306,2003,"Oregon","eastside","RaMCONdy_fdx",4451.680715,0.238065719880152
"active",22013.7460660487,2003,"Oregon","eastside","RaMCONdy_fmd",595788.865965,0.0369489047607376
"both",206423.582265186,2003,"Oregon","eastside","RaMCONdy_fmd",595788.865965,0.346471030355428
"both",223233.379820191,2003,"Oregon","eastside","RaMCONdy_fmx",596169.8286,0.37444595333584
"passive",4543.49965952292,2003,"Oregon","eastside","RaMCONdy_fmx",596169.8286,0.0076211499501619
"active",7018.33268183024,2003,"Oregon","eastside","RaMCONms_fcm",1811014.747825,0.00387535920966914
"both",291969.182768906,2003,"Oregon","eastside","RaMCONms_fcm",1811014.747825,0.161218556126921
"passive",145638.407521751,2003,"Oregon","eastside","RaMCONms_fcm",1811014.747825,0.0804181234286804
"active",3112.34428326589,2003,"Oregon","eastside","RaMCONms_fmm",842058.6364,0.00369611348750237
"both",104737.613846959,2003,"Oregon","eastside","RaMCONms_fmm",842058.6364,0.124382803428913
"passive",50387.0489872141,2003,"Oregon","eastside","RaMCONms_fmm",842058.6364,0.0598379338553318
"active",47579.5893141845,2003,"Oregon","eastside","RaMCONsw_fdm",252622.9284,0.188342323539404
"both",101699.433051087,2003,"Oregon","eastside","RaMCONsw_fdm",252622.9284,0.402574040666878
"active",251823.770277903,2003,"Oregon","eastside","RaMCONsw_fiw",1105278.24176,0.227837444693482
"both",374494.501945906,2003,"Oregon","eastside","RaMCONsw_fiw",1105278.24176,0.338823734872023
"active",16657.9727484087,2003,"Oregon","eastside","RaMCONsw_fvw",110519.19525,0.150724701810645
"both",45089.2416383655,2003,"Oregon","eastside","RaMCONsw_fvw",110519.19525,0.407976564943053
"active",241232.17151949,2003,"Oregon","eastside","RaMEVG_ftd",430468.873975,0.560393993860517
"active",16800.6772920339,2003,"Oregon","eastside","RaMEVG_fuc",108908.16587,0.15426462430823
"passive",39430.0187322641,2003,"Oregon","eastside","RaMEVG_fuc",108908.16587,0.362048322247299
"active",32068.6160628849,2003,"Oregon","eastside","RaOAPI_fop",77063.648215,0.416131558856604
"active",31570.7032329261,2003,"Oregon","eastside","RaPICOpu_fld",357333.388645,0.088350834923771
"both",4833.09156196695,2003,"Oregon","eastside","RaPICOpu_fld",357333.388645,0.0135254407104075
"passive",16870.9364198343,2003,"Oregon","eastside","RaPICOpu_fld",357333.388645,0.047213434165244
"active",13569.9280103503,2003,"Oregon","eastside","RaPICOpu_flp",24914.91185,0.54465085375569
"both",2227.46770382101,2003,"Oregon","eastside","RaPICOpu_flp",24914.91185,0.0894029935659198
"active",12953.6137827329,2003,"Oregon","eastside","RaPICOpu_flw",75354.765035,0.171901720836318
