"type","REST_ACRES","YEAR","STATE","BpS_Code","BPS_LLID","AREA_STRATA","REST_PCT"
"active",4.65172969891475,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",7.783825,0.597614887142857
"both",1.1762121900581,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",7.783825,0.151109793714286
"active",36.1272125433712,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.461494757272727
"both",10.0237895607587,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.128045481636364
"passive",16.0451786078256,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.204963662727273
"active",5.93323610629192,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.513054224923077
"passive",3.3862512716106,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.292813313076923
"active",49.4392836532363,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.288331952178988
"both",65.2625199612073,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.380613722409857
"passive",7.46507885407254,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.0435366494033722
"active",1.9578516425936,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.880348768
"both",0.0105352381173,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.004737174
"active",7.52058633761245,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.439173328701299
"both",4.28460693516597,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.250204572545455
"passive",0.660446882961848,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.0385675588311687
"active",16.439559024824,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.347044799953052
"both",16.1181648336409,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.340260056967136
"passive",3.61477520871265,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.0763091599530517
"active",197.88580878161,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.288800494784161
"both",186.684088016186,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.272452366945148
"passive",122.018755342928,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.178077837581954
"active",1072.77149166151,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.350230252609453
"both",759.170470299233,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.247848183563058
"passive",487.018206805631,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.158997988780222
"active",208.212382590673,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.258769431879491
"both",237.894750343253,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.295659118
"passive",153.832013474753,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.191184703985627
"active",192.655113201995,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.32084240037037
"both",194.213020778547,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.323436895777778
"passive",64.7810510259351,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000303",600.4665,0.107884538148148
"active",113.964296704302,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.31789138483871
"both",129.345487590747,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.360795594426799
"passive",13.7918394199286,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000304",358.50074,0.0384708813151365
"active",123.956442237388,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.224746223548387
"both",199.985281678073,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.362594601870968
"passive",84.9429356460441,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000305",551.5396,0.154010583548387
"active",496.788481628257,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.295243375492995
"both",516.391601837217,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.306893587997357
"passive",212.037070019343,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000306",1682.64057,0.126014476174994
"active",54.0641276047225,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.359083551418021
"both",54.856222663732,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.364344494661743
"passive",9.07628155539186,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000406",150.561415,0.0602829188035451
"active",58.7630970039697,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000407",258.42299,0.227391134991394
"both",108.207598294323,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000407",258.42299,0.418722801304647
"passive",16.1533684156061,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000407",258.42299,0.0625074743373494
"active",246.142840803882,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000506",566.440065,0.434543486615626
"both",162.962684802228,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000506",566.440065,0.287696253975658
"active",26.739888555925,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000606",111.1975,0.24047203
"both",54.893659773805,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000606",111.1975,0.493659118
"passive",0.415477227025008,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000606",111.1975,0.00373639000000007
"active",22.8564908087799,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000607",100.96733,0.226375113700441
"both",50.5035828367536,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000607",100.96733,0.500197270114538
"active",62.4529099069419,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000608",216.61273,0.288315972505133
"both",90.9533236993721,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000608",216.61273,0.419889097466119
"passive",4.25291381824471,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000608",216.61273,0.0196337205954826
"active",547.405329739901,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000701",1107.304705,0.49435835255473
"both",262.33419493755,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000701",1107.304705,0.236912381707572
"passive",24.333901756715,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000701",1107.304705,0.0219757955031131
"active",0.3473561084474,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000702",0.88958,0.39047203
"both",0.04061743819044,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000702",0.88958,0.045659118
"passive",0.3289100978162,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000702",0.88958,0.36973639
"active",2.4983063774733,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000703",6.449455,0.387367053103448
"both",2.73467338604814,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000703",6.449455,0.424016197655172
"active",2.2366249760266,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000802",8.00622,0.279360918888889
"both",3.77053782405976,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000802",8.00622,0.470951063555556
"active",1.916796084474,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000803",8.8958,0.21547203
"both",2.8525193819044,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000803",8.8958,0.320659118
"passive",2.399520978162,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000803",8.8958,0.26973639
"active",6.2078532294486,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000804",34.69362,0.178933568461538
"both",13.3710150894272,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000804",34.69362,0.38540270774359
"passive",5.9332488148318,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000804",34.69362,0.171018441282051
"active",24.5456430376614,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000805",98.74338,0.248580138108108
"both",33.4198856391388,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000805",98.74338,0.338451910792793
"passive",13.8247308575982,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000805",98.74338,0.14000666027027
"active",0.12681096603874,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000807",1.33437,0.0950343353333333
"both",0.82550501951742,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000807",1.33437,0.618647766
"passive",0.03229063846668,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000807",1.33437,0.024199164
"active",17.717338795659,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1710020601",31.1353,0.569043458571429
"both",6.7590903366654,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1710020601",31.1353,0.217087689428571
"passive",0.392103423567001,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1710020601",31.1353,0.0125935328571429
"active",3.52413295666848,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1710020602",4.00311,0.880348768
"active",1130.16326113332,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1710020603",2404.53474,0.470013280462449
"both",563.252340428759,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1710020603",2404.53474,0.2342458734569
"passive",196.950754397189,2002,"Oregon","Na0210290_fdw","Na0210290_fdw_1710020603",2404.53474,0.0819080511172772
