"type","REST_ACRES","YEAR","STATE","BpS_Code","BPS_LLID","AREA_STRATA","REST_PCT"
"active",5.09651969891475,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",7.783825,0.654757744285714
"both",1.1762121900581,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",7.783825,0.151109793714286
"active",35.4600275433712,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.45297203
"both",12.2477395607587,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.156454572545455
"passive",14.7108086078256,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",78.28304,0.187918208181818
"active",5.8499994098162,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.505856645384615
"both",0.0832366964757201,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.00719757953846155
"passive",3.1638562716106,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",11.56454,0.273582543846154
"active",51.8856286532364,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.302599137652399
"both",62.8161749612073,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.366346536936446
"passive",10.1338188540725,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",171.466545,0.0591008517380026
"active",1.9578516425936,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.880348768
"both",0.0105352381173,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.004737174
"active",7.96537633761245,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.465147354675325
"both",4.06221193516597,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.237217559558442
"passive",0.88284188296185,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",17.124415,0.0515545718181818
"active",15.5499790248241,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.328265457230047
"both",15.6733748336409,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.330870385605634
"passive",4.05956520871265,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",47.370135,0.085698831314554
"active",188.10042878161,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.274519417211944
"both",191.799173016186,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.279917475676079
"passive",126.021865342928,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",685.198995,0.18392009658877
"active",1040.52421666151,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.339702408276338
"both",797.422410299233,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.260336385116823
"passive",484.127071805631,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000301",3063.046335,0.158054113081391
"active",215.996207590673,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.268443284836926
"both",251.016055343253,2004,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",804.62511,0.311966470128248
