"type","REST_ACRES","YEAR","STATE","BpS_Code","BPS_LLID","AREA_STRATA","REST_PCT"
"active",3.88711080736215,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.448164337692308
"both",1.11880377235679,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.128992451333333
"passive",1.98370095370795,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.228710748974359
"active",27.4949928253839,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.694558114292135
"both",1.11022302462516e-16,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,2.80456305380612e-18
"passive",1.9599843528209,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.0495116708988764
"active",0.21868193978295,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.14047203
"both",0.79386426683327,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.509944832285714
"passive",0.01960517117835,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.0125935328571429
"active",64.7876102439873,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.329172594971751
"both",79.1448260914691,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.402118671841808
"both",1.0738985074155,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.48287889
"passive",0.3401462627029,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.152946902
"active",12.7569193858428,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.651835666363636
"both",1.11597864018968,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.0570227543636364
"passive",1.4537521519564,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.0742818445454546
"active",13.3922226392648,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.289510491538462
"both",15.2334117859029,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.329312964153846
"passive",2.6476500864424,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.0572363900000001
"active",290.408271963112,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.394627363937746
"both",203.677351993041,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.276771236464793
"passive",14.0014809184515,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.0190262056542763
"active",1969.13517568936,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000301",3382.405555,0.582170039538431
"both",140.331307531247,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000301",3382.405555,0.0414886107680979
"active",225.850211326399,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.263912778440748
"both",311.730245539203,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.364266186607069
"passive",28.1875940991844,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.0329380532016632
"active",185.970082513082,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.404750829612778
"both",99.3731443253623,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.216278672695063
"passive",23.1013655220673,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.05027850035818
"active",113.800027728843,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000304",387.41209,0.293744131033295
"both",130.127534430892,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000304",387.41209,0.335889193419059
"active",188.040766961694,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000305",643.61113,0.292165188258466
"both",257.678989800804,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000305",643.61113,0.400364409174845
"active",613.397198462995,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000306",1904.813175,0.322024861290134
"both",613.77024577528,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000306",1904.813175,0.32222070585756
"passive",0.509769448938187,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000306",1904.813175,0.000267621757151163
"active",31.9790403384631,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000406",72.50077,0.441085526932515
"both",17.4324037125209,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000406",72.50077,0.24044439407362
"passive",3.67709297202031,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000406",72.50077,0.0507179850920247
"active",154.518796006663,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000407",264.65005,0.58386082302521
"both",49.9989894619754,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000407",264.65005,0.188924919764706
"active",224.504332189441,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000506",567.55204,0.395566073887147
"both",148.898360565501,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000506",567.55204,0.262351907968652
"passive",41.9364174067356,2009,"Oregon","Na0210290_fdw","Na0210290_fdw_1709000506",567.55204,0.0738899950156741
