"type","REST_ACRES","YEAR","STATE","BpS_Code","AREA_STRATA","REST_PCT"
"active",26466.9200463162,2010,"Oregon","Na0210290_fdw",57447.29724,0.460716540514417
"both",18242.7603852368,2010,"Oregon","Na0210290_fdw",57447.29724,0.317556460646412
"active",22662.2445234071,2010,"Oregon","Na0210290_fwo",216308.93843,0.10476795220712
"both",127467.316516571,2010,"Oregon","Na0210290_fwo",216308.93843,0.589283630356405
"active",19107.3943290402,2010,"Oregon","Na0210350_fvg",93108.557885,0.205216306245878
"both",13285.372534691,2010,"Oregon","Na0210350_fvg",93108.557885,0.142686911240747
"passive",7978.72916624645,2010,"Oregon","Na0210350_fvg",93108.557885,0.0856927585120706
"active",124299.770244731,2010,"Oregon","Na0710270_fdd",1403267.971,0.0885787838199943
"both",549993.101048274,2010,"Oregon","Na0710270_fdd",1403267.971,0.391937329444166
"passive",249718.620517819,2010,"Oregon","Na0710270_fdd",1403267.971,0.177955048984595
"active",58096.5917475291,2010,"Oregon","Na0710412_fmc",296241.037355,0.196112571932123
"active",114969.2777691,2010,"Oregon","Na0710412_fmh",662575.19644,0.173518837389064
"active",8286.76671840774,2010,"Oregon","Na0710412_fmi",70280.37832,0.117910104021872
"active",42349.1160496276,2010,"Oregon","R1RFWF_fcw",149554.85523,0.283167778033679
"active",1143.37079467504,2010,"Oregon","R1RFWF_frm",3802.50971,0.300688461535852
"active",66138.1366834648,2010,"Oregon","RaABAMlw_fsi",935569.284445,0.0706929329372964
"both",35954.7399984217,2010,"Oregon","RaABAMlw_fsi",935569.284445,0.03843086834531
"passive",126593.305869915,2010,"Oregon","RaABAMlw_fsi",935569.284445,0.135311524196749
"active",23950.5136767383,2010,"Oregon","RaABAMlw_fsw",305401.487405,0.0784230420101949
"both",11504.1816023189,2010,"Oregon","RaABAMlw_fsw",305401.487405,0.0376690424793608
"passive",34244.5516141266,2010,"Oregon","RaABAMlw_fsw",305401.487405,0.112129616345693
"active",7084.07232530455,2010,"Oregon","RaABAMlw_fwc",91820.001255,0.0771517341372154
"both",2752.77675311761,2010,"Oregon","RaABAMlw_fwc",91820.001255,0.0299801428391693
"passive",7696.1107827905,2010,"Oregon","RaABAMlw_fwc",91820.001255,0.0838173674319288
"passive",9233.9795044439,2010,"Oregon","RaABAMup_fsi",49085.467635,0.18812043460822
