"strataID","BpS","SCLASS","YEAR","STATE","PVT","BpS_Code","sclass","AREA_TOTAL","AREA_STRATA","avg","low","high","departure"
"2003_Oregon_RaMCONdy_fmd","RaMCONdy","D",2003,"Oregon","fmd","RaMCONdy_fmd","D",227855.831775165,595788.865965,246961.739863513,227855.831775165,266067.647356073,0
"2003_Oregon_RaMCONdy_fmd","RaMCONdy","E",2003,"Oregon","fmd","RaMCONdy_fmd","E",85601.1265100211,595788.865965,73359.2084076032,61117.2909009742,85601.1265100211,0
"2003_Oregon_RaMCONdy_fmx","RaMCONdy","A",2003,"Oregon","fmx","RaMCONdy_fmx","A",77200.86593,596169.8286,83261.0079142362,69552.824340846,96969.1908914566,0
"2003_Oregon_RaMCONdy_fmx","RaMCONdy","B",2003,"Oregon","fmx","RaMCONdy_fmx","B",46658.9953102856,596169.8286,3912.34959594179,1081.1915428653,6743.50764901827,39915.4876612673
"2003_Oregon_RaMCONdy_fmx","RaMCONdy","C",2003,"Oregon","fmx","RaMCONdy_fmx","C",183152.06788,596169.8286,188470.697836873,171438.897277529,205502.498992387,0
"2003_Oregon_RaMCONdy_fmx","RaMCONdy","D",2003,"Oregon","fmx","RaMCONdy_fmx","D",228001.528620191,596169.8286,247119.653514703,228001.528620191,266237.777813044,0
"2003_Oregon_RaMCONdy_fmx","RaMCONdy","E",2003,"Oregon","fmx","RaMCONdy_fmx","E",61156.3708595229,596169.8286,73406.116161227,61156.3708595229,85655.8620591009,0
"2003_Oregon_RaMCONms_fcm","RaMCONms","A",2003,"Oregon","fcm","RaMCONms_fcm","A",224904.94124183,1811014.747825,262887.761026282,224904.94124183,300870.597109867,0
"2003_Oregon_RaMCONms_fcm","RaMCONms","B",2003,"Oregon","fcm","RaMCONms_fcm","B",752102.658608906,1811014.747825,804177.692252951,752102.658608906,856252.65526742,0
"2003_Oregon_RaMCONms_fcm","RaMCONms","C",2003,"Oregon","fcm","RaMCONms_fcm","C",390673.906982513,1811014.747825,226657.708322321,189235.096973873,264080.335969902,126593.571012611
"2003_Oregon_RaMCONms_fcm","RaMCONms","D",2003,"Oregon","fcm","RaMCONms_fcm","D",141079.119165283,1811014.747825,174613.987123266,141079.119165283,208148.871380381,0
"2003_Oregon_RaMCONms_fcm","RaMCONms","E",2003,"Oregon","fcm","RaMCONms_fcm","E",302254.121826468,1811014.747825,342677.600911195,302254.121826468,383101.114405202,0
"2003_Oregon_RaMCONms_fmm","RaMCONms","A",2003,"Oregon","fmm","RaMCONms_fmm","A",104572.946393266,842058.6364,122233.631637676,104572.946393266,139894.324460614,0
"2003_Oregon_RaMCONms_fmm","RaMCONms","B",2003,"Oregon","fmm","RaMCONms_fmm","B",349701.480841959,842058.6364,373914.553581125,349701.480841959,398127.593480004,0
"2003_Oregon_RaMCONms_fmm","RaMCONms","C",2003,"Oregon","fmm","RaMCONms_fmm","C",177161.785072561,842058.6364,105387.921897743,87987.7140195651,122788.137354449,54373.6477181114
"2003_Oregon_RaMCONms_fmm","RaMCONms","D",2003,"Oregon","fmm","RaMCONms_fmm","D",65596.8654322141,842058.6364,81189.4083524011,65596.8654322141,96781.9588511158,0
"2003_Oregon_RaMCONms_fmm","RaMCONms","E",2003,"Oregon","fmm","RaMCONms_fmm","E",145025.55866,842058.6364,159333.121773113,140537.615155892,178128.644389448,0
"2003_Oregon_RaMCONsw_fdm","RaMCONsw","A",2003,"Oregon","fdm","RaMCONsw_fdm","A",31253.831166954,252622.9284,36871.6517647795,31253.831166954,42489.4748888343,0
"2003_Oregon_RaMCONsw_fdm","RaMCONsw","B",2003,"Oregon","fdm","RaMCONsw_fdm","B",19549.0098268761,252622.9284,7259.65667129685,4568.47017275607,9950.84342246055,9598.16640441554
"2003_Oregon_RaMCONsw_fdm","RaMCONsw","C",2003,"Oregon","fdm","RaMCONsw_fdm","C",27018.9730650825,252622.9284,31798.2691974889,27018.9730650825,36577.563056289,0
"2003_Oregon_RaMCONsw_fdm","RaMCONsw","D",2003,"Oregon","fdm","RaMCONsw_fdm","D",123302.864823235,252622.9284,131011.56279173,123302.864823235,138720.260760225,0
"2003_Oregon_RaMCONsw_fdm","RaMCONsw","E",2003,"Oregon","fdm","RaMCONsw_fdm","E",51498.249517852,252622.9284,45681.7902483109,39865.3309787699,51498.249517852,0
"2003_Oregon_RaMCONsw_fiw","RaMCONsw","A",2003,"Oregon","fiw","RaMCONsw_fiw","A",149885.881633477,1211519.002,176827.602431345,149885.881633477,203769.335344403,0
"2003_Oregon_RaMCONsw_fiw","RaMCONsw","B",2003,"Oregon","fiw","RaMCONsw_fiw","B",81823.3913654849,1211519.002,34815.5730003492,21909.2877254613,47721.8594867562,34101.5318787287
"2003_Oregon_RaMCONsw_fiw","RaMCONsw","C",2003,"Oregon","fiw","RaMCONsw_fiw","C",141505.4906,1211519.002,152496.875906966,129576.517421424,175417.223488837,0
"2003_Oregon_RaMCONsw_fiw","RaMCONsw","D",2003,"Oregon","fiw","RaMCONsw_fiw","D",591330.979656188,1211519.002,628300.047066896,591330.979656188,665269.114477605,0
"2003_Oregon_RaMCONsw_fiw","RaMCONsw","E",2003,"Oregon","fiw","RaMCONsw_fiw","E",246973.25874485,1211519.002,219078.914498115,191184.570251379,246973.25874485,0
"2003_Oregon_RaMCONsw_fvw","RaMCONsw","A",2003,"Oregon","fvw","RaMCONsw_fvw","A",14159.3127994382,114448.9149,16704.4241066192,14159.3127994382,19249.5365582892,0
"2003_Oregon_RaMCONsw_fvw","RaMCONsw","B",2003,"Oregon","fvw","RaMCONsw_fvw","B",8856.53165461208,114448.9149,3288.93277359566,2069.71100104209,4508.15466059815,4348.37699401393
"2003_Oregon_RaMCONsw_fvw","RaMCONsw","C",2003,"Oregon","fvw","RaMCONsw_fvw","C",12240.7422342707,114448.9149,14405.9663483447,12240.7422342707,16571.1894323786,0
"2003_Oregon_RaMCONsw_fvw","RaMCONsw","D",2003,"Oregon","fvw","RaMCONsw_fvw","D",55861.4341637909,114448.9149,59353.801714804,55861.4341637909,62846.169265817,0
"2003_Oregon_RaMCONsw_fvw","RaMCONsw","E",2003,"Oregon","fvw","RaMCONsw_fvw","E",23330.8940478881,114448.9149,20695.7909866767,18060.6879254653,23330.8940478881,0
"2003_Oregon_RaMEVG_ftd","RaMEVG","A",2003,"Oregon","ftd","RaMEVG_ftd","A",72634.207,430468.873975,71260.8143637336,60888.42449133,81633.2007923863,0
"2003_Oregon_RaMEVG_ftd","RaMEVG","B",2003,"Oregon","ftd","RaMEVG_ftd","B",39385.7616774711,430468.873975,32388.5301646128,25391.29649941,39385.7616774711,0
"2003_Oregon_RaMEVG_ftd","RaMEVG","C",2003,"Oregon","ftd","RaMEVG_ftd","C",207551.09362001,430468.873975,222228.833862823,207551.09362001,236906.573675167,0
"2003_Oregon_RaMEVG_ftd","RaMEVG","D",2003,"Oregon","ftd","RaMEVG_ftd","D",76488.5570794793,430468.873975,88152.5520199589,76488.5570794793,99816.538351061,0
"2003_Oregon_RaMEVG_ftd","RaMEVG","E",2003,"Oregon","ftd","RaMEVG_ftd","E",34409.2545980393,430468.873975,16438.1538951245,10989.1867680099,21887.1214527079,12522.1331453314
"2003_Oregon_RaMEVG_fuc","RaMEVG","A",2003,"Oregon","fuc","RaMEVG_fuc","A",21544.4632077359,108908.16587,18028.910009432,15404.7064374969,20653.1127101017,891.350497634241
"2003_Oregon_RaMEVG_fuc","RaMEVG","B",2003,"Oregon","fuc","RaMEVG_fuc","B",9964.55568570429,108908.16587,8194.26357794687,6423.97092564862,9964.55568570429,0
"2003_Oregon_RaMEVG_fuc","RaMEVG","C",2003,"Oregon","fuc","RaMEVG_fuc","C",52510.2052599992,108908.16587,56223.6578824852,52510.2052599992,59937.110396063,0
"2003_Oregon_RaMEVG_fuc","RaMEVG","D",2003,"Oregon","fuc","RaMEVG_fuc","D",19351.5233392988,108908.16587,22302.5016155083,19351.5233392988,25253.4777135545,0
"2003_Oregon_RaMEVG_fuc","RaMEVG","E",2003,"Oregon","fuc","RaMEVG_fuc","E",5537.41837726178,108908.16587,4158.83539842365,2780.2525284937,5537.41837726178,0
"2003_Oregon_RaOAPI_fop","RaOAPI","A",2003,"Oregon","fop","RaOAPI_fop","A",17209.4546526124,77063.648215,19367.1407042631,17209.4546526124,21524.8267559137,0
"2003_Oregon_RaOAPI_fop","RaOAPI","B",2003,"Oregon","fop","RaOAPI_fop","B",3880.58778532822,77063.648215,2934.0331042607,1987.47826906589,3880.58778532822,0
"2003_Oregon_RaOAPI_fop","RaOAPI","C",2003,"Oregon","fop","RaOAPI_fop","C",12785.1136259713,77063.648215,14785.1146608084,12785.1136259713,16785.1156956456,0
"2003_Oregon_RaOAPI_fop","RaOAPI","D",2003,"Oregon","fop","RaOAPI_fop","D",34961.5979893013,77063.648215,37530.7645428958,34961.5979893013,40099.934024909,0
"2003_Oregon_RaOAPI_fop","RaOAPI","E",2003,"Oregon","fop","RaOAPI_fop","E",8226.89416178686,77063.648215,2446.59389268995,1607.57945198796,3285.60841045558,4941.28575133128
"2003_Oregon_RaPICOpu_fld","RaPICOpu","A",2003,"Oregon","fld","RaPICOpu_fld","A",86979.0775701657,357333.388645,77287.4331633286,67595.781967157,86979.0775701657,0
"2003_Oregon_RaPICOpu_fld","RaPICOpu","B",2003,"Oregon","fld","RaPICOpu_fld","B",57269.646390107,357333.388645,49555.0079159574,41840.3697991412,57269.646390107,0
"2003_Oregon_RaPICOpu_fld","RaPICOpu","C",2003,"Oregon","fld","RaPICOpu_fld","C",159777.195227926,357333.388645,170508.224552983,159777.195227926,181239.25387804,0
"2003_Oregon_RaPICOpu_fld","RaPICOpu","D",2003,"Oregon","fld","RaPICOpu_fld","D",31907.2881868012,357333.388645,38909.8961881996,32431.497238741,45388.2983536587,-524.209051939761
"2003_Oregon_RaPICOpu_fld","RaPICOpu","E",2003,"Oregon","fld","RaPICOpu_fld","E",21400.18127,357333.388645,21072.8268245314,16015.1929323265,26130.4607167363,0
"2003_Oregon_RaPICOpu_flp","RaPICOpu","A",2003,"Oregon","flp","RaPICOpu_flp","A",4713.08588187006,24914.91185,5388.83195796219,4713.08588187006,6064.57756067099,0
"2003_Oregon_RaPICOpu_flp","RaPICOpu","B",2003,"Oregon","flp","RaPICOpu_flp","B",4978.22546554013,24914.91185,3455.20092212465,2917.30120510134,3993.10066406287,985.124801477258
"2003_Oregon_RaPICOpu_flp","RaPICOpu","C",2003,"Oregon","flp","RaPICOpu_flp","C",11140.3939884802,24914.91185,11888.6102430748,11140.3939884802,12636.8264976694,0
"2003_Oregon_RaPICOpu_flp","RaPICOpu","D",2003,"Oregon","flp","RaPICOpu_flp","D",2261.27174382101,24914.91185,2712.97523385017,2261.27174382101,3164.67894811354,0
"2003_Oregon_RaPICOpu_flp","RaPICOpu","E",2003,"Oregon","flp","RaPICOpu_flp","E",1821.93477028859,24914.91185,1469.29349298818,1116.65221568777,1821.93477028859,0
"2003_Oregon_RaPICOpu_flw","RaPICOpu","A",2003,"Oregon","flw","RaPICOpu_flw","A",14620.2473,75354.765035,16298.4388004303,14254.6552585172,18342.2209106028,0
"2003_Oregon_RaPICOpu_flw","RaPICOpu","B",2003,"Oregon","flw","RaPICOpu_flw","B",14690.9737816481,75354.765035,10450.2016785349,8823.33231480946,12077.0711176151,2613.90266403304
"2003_Oregon_RaPICOpu_flw","RaPICOpu","C",2003,"Oregon","flw","RaPICOpu_flw","C",33693.9490877329,75354.765035,35956.9175621866,33693.9490877329,38219.8860366404,0
"2003_Oregon_RaPICOpu_flw","RaPICOpu","D",2003,"Oregon","flw","RaPICOpu_flw","D",6839.18136904494,75354.765035,8205.35157914091,6839.18136904494,9571.52246742976,0
"2003_Oregon_RaPICOpu_flw","RaPICOpu","E",2003,"Oregon","flw","RaPICOpu_flw","E",5510.41349657409,75354.765035,4443.85541470735,3377.2973328406,5510.41349657409,0
"2003_Oregon_RaPIJEsp_fjp","RaPIJEsp","A",2003,"Oregon","fjp","RaPIJEsp_fjp","A",14723.4780385203,81797.103395,12269.56550925,10797.2174845458,13741.9127159832,981.565322537106
"2003_Oregon_RaPIJEsp_fjp","RaPIJEsp","B",2003,"Oregon","fjp","RaPIJEsp_fjp","B",2126.7246064729,81797.103395,817.97103395,0,2126.7246064729,0
"2003_Oregon_RaPIJEsp_fjp","RaPIJEsp","C",2003,"Oregon","fjp","RaPIJEsp_fjp","C",33700.4072531168,81797.103395,35990.7254938,33700.4072531168,38281.0437344832,0
"2003_Oregon_RaPIJEsp_fjp","RaPIJEsp","D",2003,"Oregon","fjp","RaPIJEsp_fjp","D",29446.9572222,81797.103395,31900.87032405,29446.9572222,34354.7834259,0
"2003_Oregon_RaPIJEsp_fjp","RaPIJEsp","E",2003,"Oregon","fjp","RaPIJEsp_fjp","E",1799.53627469,81797.103395,817.97103395,0,1799.53627469,0
"2003_Oregon_RaPIPOm_fdp","RaPIPOm","A",2003,"Oregon","fdp","RaPIPOm_fdp","A",148461.433806424,1034738.10608,111463.185978926,92214.2385792374,130712.133378615,17749.3004278091
"2003_Oregon_RaPIPOm_fdp","RaPIPOm","B",2003,"Oregon","fdp","RaPIPOm_fdp","B",86157.3794152741,1034738.10608,71314.3147943925,56471.2460345584,86157.3794152741,0
"2003_Oregon_RaPIPOm_fdp","RaPIPOm","C",2003,"Oregon","fdp","RaPIPOm_fdp","C",354569.149823814,1034738.10608,384964.107779862,354569.149823814,415359.026415861,0
"2003_Oregon_RaPIPOm_fdp","RaPIPOm","D",2003,"Oregon","fdp","RaPIPOm_fdp","D",405918.004539058,1034738.10608,438347.908461927,405918.004539058,470777.813419535,0
"2003_Oregon_RaPIPOm_fdp","RaPIPOm","E",2003,"Oregon","fdp","RaPIPOm_fdp","E",39632.1384954291,1034738.10608,28648.6149333446,17665.090336522,39632.1384954291,0
"2003_Oregon_RaPIPOm_fpd","RaPIPOm","A",2003,"Oregon","fpd","RaPIPOm_fpd","A",10063.81854,82094.00072,8843.26074031723,7316.08870286727,10370.4327777672,0
"2003_Oregon_RaPIPOm_fpd","RaPIPOm","B",2003,"Oregon","fpd","RaPIPOm_fpd","B",8550.3572677464,82094.00072,5657.93158256851,4480.31292689429,6835.54990986674,1714.80735787966
"2003_Oregon_RaPIPOm_fpd","RaPIPOm","C",2003,"Oregon","fpd","RaPIPOm_fpd","C",28130.7896847432,82094.00072,30542.2633568409,28130.7896847432,32953.7339093665,0
"2003_Oregon_RaPIPOm_fpd","RaPIPOm","D",2003,"Oregon","fpd","RaPIPOm_fpd","D",32204.7025823112,82094.00072,34777.6246969509,32204.7025823112,37350.5468936845,0
"2003_Oregon_RaPIPOm_fpd","RaPIPOm","E",2003,"Oregon","fpd","RaPIPOm_fpd","E",3144.33264519916,82094.00072,2272.92239567251,1401.51206405187,3144.33264519916,4.54747350886464e-13
"2003_Oregon_RaPIPOm_fpl","RaPIPOm","A",2003,"Oregon","fpl","RaPIPOm_fpl","A",138135.608061146,962769.74971,103710.671363362,85800.5314339574,121620.811292766,16514.7967683798
"2003_Oregon_RaPIPOm_fpl","RaPIPOm","B",2003,"Oregon","fpl","RaPIPOm_fpl","B",80164.9404114047,962769.74971,66354.2442304034,52543.5441983231,80164.9404114047,0
"2003_Oregon_RaPIPOm_fpl","RaPIPOm","C",2003,"Oregon","fpl","RaPIPOm_fpl","C",329908.070095148,962769.74971,358188.990544334,329908.070095148,386469.874408269,0
"2003_Oregon_RaPIPOm_fpl","RaPIPOm","D",2003,"Oregon","fpl","RaPIPOm_fpl","D",377685.496780802,962769.74971,407859.828140091,377685.496780802,438034.160462149,0
"2003_Oregon_RaPIPOm_fpl","RaPIPOm","E",2003,"Oregon","fpl","RaPIPOm_fpl","E",36875.6343614993,962769.74971,26656.0395010541,16436.4436778391,36875.6343614993,0
"2003_Oregon_RaPIPOxe_fpd","RaPIPOxe","A",2003,"Oregon","fpd","RaPIPOxe_fpd","A",136370.020849948,643144.1005,152046.449920947,136370.020849948,167722.878991946,0
"2003_Oregon_RaPIPOxe_fpd","RaPIPOxe","B",2003,"Oregon","fpd","RaPIPOxe_fpd","B",77648.1667974606,643144.1005,37167.0538162809,26847.0291625409,47487.0758974445,30161.0909000161
"2003_Oregon_RaPIPOxe_fpd","RaPIPOxe","C",2003,"Oregon","fpd","RaPIPOxe_fpd","C",127763.616349632,643144.1005,144205.996600833,127763.616349632,160648.389071772,0
"2003_Oregon_RaPIPOxe_fpd","RaPIPOxe","D",2003,"Oregon","fpd","RaPIPOxe_fpd","D",261229.204230019,643144.1005,277930.675725251,261229.204230019,294632.172303102,0
"2003_Oregon_RaPIPOxe_fpd","RaPIPOxe","E",2003,"Oregon","fpd","RaPIPOxe_fpd","E",40133.0922729407,643144.1005,31793.9115738065,23454.7328041045,40133.0922729407,0
"2003_Oregon_RaPIPOxe_fxp","RaPIPOxe","A",2003,"Oregon","fxp","RaPIPOxe_fxp","A",263438.943040315,1010173.466355,238816.292094115,214193.641147915,263438.943040315,0
"2003_Oregon_RaPIPOxe_fxp","RaPIPOxe","B",2003,"Oregon","fxp","RaPIPOxe_fxp","B",74586.9922916046,1010173.466355,58377.5417649117,42168.0871975249,74586.9922916046,0
"2003_Oregon_RaPIPOxe_fxp","RaPIPOxe","C",2003,"Oregon","fxp","RaPIPOxe_fxp","C",200675.73519157,1010173.466355,226501.450207178,200675.73519157,252327.184416083,0
"2003_Oregon_RaPIPOxe_fxp","RaPIPOxe","D",2003,"Oregon","fxp","RaPIPOxe_fxp","D",408435.557288106,1010173.466355,436540.106463689,410307.442056986,462772.810267158,-1871.88476888015
"2003_Oregon_RaPIPOxe_fxp","RaPIPOxe","E",2003,"Oregon","fxp","RaPIPOxe_fxp","E",63036.2385434049,1010173.466355,49938.0556216366,36839.8757303887,63036.2385434049,0
"2003_Oregon_RaREFI_fcw","RaREFI","A",2003,"Oregon","fcw","RaREFI_fcw","A",14142.441205823,265840.30804,18270.3922294481,14142.441205823,22398.3445822748,0
"2003_Oregon_RaREFI_fcw","RaREFI","B",2003,"Oregon","fcw","RaREFI_fcw","B",68769.2504628534,265840.30804,59932.7696649429,53627.7532003434,66237.7861295425,2531.46433331093
"2003_Oregon_RaREFI_fcw","RaREFI","C",2003,"Oregon","fcw","RaREFI_fcw","C",29098.0387334835,265840.30804,35007.4545139244,29098.0387334835,40916.8705602056,0
"2003_Oregon_RaREFI_fcw","RaREFI","D",2003,"Oregon","fcw","RaREFI_fcw","D",51468.9975105852,265840.30804,58249.1655106422,51468.9975105852,65029.3335106992,0
"2003_Oregon_RaREFI_fcw","RaREFI","E",2003,"Oregon","fcw","RaREFI_fcw","E",102361.580127255,265840.30804,94380.5298428067,86399.4792925181,102361.580127255,0
"2003_Oregon_RaREFI_frf","RaREFI","A",2003,"Oregon","frf","RaREFI_frf","A",5131.09744,56680.256885,3895.46089752127,3015.33355282768,4775.58852561613,355.508914383867
"2003_Oregon_RaREFI_frf","RaREFI","B",2003,"Oregon","frf","RaREFI_frf","B",15949.9492966913,56680.256885,12778.3661006267,11434.0629905661,14122.6692106874,1827.28008600391
"2003_Oregon_RaREFI_frf","RaREFI","C",2003,"Oregon","frf","RaREFI_frf","C",6204.04152561906,56680.256885,7463.99795188556,6204.04152561906,8723.95443483232,0
"2003_Oregon_RaREFI_frf","RaREFI","D",2003,"Oregon","frf","RaREFI_frf","D",10973.7910778919,56680.256885,12419.4020418578,10973.7910778919,13865.0130058237,0
"2003_Oregon_RaREFI_frf","RaREFI","E",2003,"Oregon","frf","RaREFI_frf","E",18421.3775447977,56680.256885,20123.0306866323,18421.3775447977,21824.6837717865,0
"2003_Oregon_RaREFI_frm","RaREFI","A",2003,"Oregon","frm","RaREFI_frm","A",4692.92585060982,88214.533515,6062.71539308606,4692.92585060982,7432.50537663497,0
"2003_Oregon_RaREFI_frm","RaREFI","B",2003,"Oregon","frm","RaREFI_frm","B",22819.8928690829,88214.533515,19887.6587122348,17795.4474507832,21979.8699736864,840.022895396585
"2003_Oregon_RaREFI_frm","RaREFI","C",2003,"Oregon","frm","RaREFI_frm","C",9655.68363955333,88214.533515,11616.6216186778,9655.68363955333,13577.5596860167,0
"2003_Oregon_RaREFI_frm","RaREFI","D",2003,"Oregon","frm","RaREFI_frm","D",17079.1015078037,88214.533515,19328.9836332351,17079.1015078037,21578.8657586664,0
"2003_Oregon_RaREFI_frm","RaREFI","E",2003,"Oregon","frm","RaREFI_frm","E",33966.9296479502,88214.533515,31318.5553927698,28670.1810493749,33966.9296479502,0
"2003_Oregon_RaSAWD_fal","RaSAWD","A",2003,"Oregon","fal","RaSAWD_fal","A",22299.2816139817,101493.07178,25494.8572539509,22299.2816139817,28690.43289392,0
"2003_Oregon_RaSAWD_fal","RaSAWD","B",2003,"Oregon","fal","RaSAWD_fal","B",28798.2467512244,101493.07178,22088.7217529263,19164.1521012795,25013.29130308,3784.95544814439
"2003_Oregon_RaSAWD_fal","RaSAWD","C",2003,"Oregon","fal","RaSAWD_fal","C",50395.5434147939,101493.07178,53909.4948029843,50395.5434147939,57423.4422329449,0
"2003_Oregon_RaSAWD_fal","RaSAWD","D",NA,NA,NA,NA,NA,0,101493.07178,NA,NA,NA,0
"2003_Oregon_RaSAWD_fal","RaSAWD","E",NA,NA,NA,NA,NA,0,101493.07178,NA,NA,NA,0
"2003_Oregon_RaSAWD_fsw","RaSAWD","A",2003,"Oregon","fsw","RaSAWD_fsw","A",16204.2064213515,57322.75604,14399.3620156725,12594.5176099934,16204.2064213515,0
"2003_Oregon_RaSAWD_fsw","RaSAWD","B",2003,"Oregon","fsw","RaSAWD_fsw","B",14127.3760856498,57322.75604,12475.5945018894,10823.8128608063,14127.3760856498,0
"2003_Oregon_RaSAWD_fsw","RaSAWD","C",2003,"Oregon","fsw","RaSAWD_fsw","C",26991.1735329987,57322.75604,30447.8006688933,28463.1393060144,32432.4597961846,-1471.96577301574
"2003_Oregon_RaSAWD_fsw","RaSAWD","D",NA,NA,NA,NA,NA,0,57322.75604,NA,NA,NA,0
"2003_Oregon_RaSAWD_fsw","RaSAWD","E",NA,NA,NA,NA,NA,0,57322.75604,NA,NA,NA,0
"2003_Oregon_RaSPFI_fcd","RaSPFI","A",2003,"Oregon","fcd","RaSPFI_fcd","A",19870.99325,512082.946285,15454.2746479251,9765.04796510416,21143.5003065801,0
"2003_Oregon_RaSPFI_fcd","RaSPFI","B",2003,"Oregon","fcd","RaSPFI_fcd","B",99631.9876841891,512082.946285,114007.753685201,99631.9876841891,128383.520198297,0
"2003_Oregon_RaSPFI_fcd","RaSPFI","C",2003,"Oregon","fcd","RaSPFI_fcd","C",140021.196096343,512082.946285,126182.352649091,112343.499984347,140021.196096343,0
"2003_Oregon_RaSPFI_fcd","RaSPFI","D",2003,"Oregon","fcd","RaSPFI_fcd","D",87223.7461494409,512082.946285,105658.149583177,93042.7660057793,118273.532648492,-5819.01985633842
"2003_Oregon_RaSPFI_fcd","RaSPFI","E",2003,"Oregon","fcd","RaSPFI_fcd","E",165335.023105027,512082.946285,150780.419304185,136225.815503344,165335.023105027,0
"2003_Oregon_RaSPFI_fmz","RaSPFI","A",2003,"Oregon","fmz","RaSPFI_fmz","A",4591.93892913817,240803.07894,7267.25415287228,4591.93892913817,9942.56889500024,0
"2003_Oregon_RaSPFI_fmz","RaSPFI","B",2003,"Oregon","fmz","RaSPFI_fmz","B",46851.1782501585,240803.07894,53611.2719816106,46851.1782501585,60371.3659538658,0
"2003_Oregon_RaSPFI_fmz","RaSPFI","C",2003,"Oregon","fmz","RaSPFI_fmz","C",78907.7180549713,240803.07894,59336.2837919685,52828.6694399511,65843.8938095304,13063.8242454409
"2003_Oregon_RaSPFI_fmz","RaSPFI","D",2003,"Oregon","fmz","RaSPFI_fmz","D",43752.647280732,240803.07894,49684.9346757428,43752.647280732,55617.2218299506,0
"2003_Oregon_RaSPFI_fmz","RaSPFI","E",2003,"Oregon","fmz","RaSPFI_fmz","E",66699.596425,240803.07894,70903.3360234274,64059.1451878986,77747.5268589562,0
"2003_Oregon_RaSSHE_fss","RaSSHE","A",2003,"Oregon","fss","RaSSHE_fss","A",50511.61435511,743424.22995,39906.7472612659,29301.8779371491,50511.61435511,0
"2003_Oregon_RaSSHE_fss","RaSSHE","B",2003,"Oregon","fss","RaSSHE_fss","B",104308.83521309,743424.22995,76468.228225209,61515.0200272669,91421.4438573933,12887.3913556963
"2003_Oregon_RaSSHE_fss","RaSSHE","C",NA,NA,NA,NA,NA,66.7282720318521,743424.22995,2781.08908345609,66.7282720318521,5495.45063830457,0
"2003_Oregon_RaSSHE_fss","RaSSHE","D",2003,"Oregon","fss","RaSSHE_fss","D",61240.5366502059,743424.22995,76138.2170055645,61240.5366502059,91035.8906701051,0
"2003_Oregon_RaSSHE_fss","RaSSHE","E",2003,"Oregon","fss","RaSSHE_fss","E",527296.515459563,743424.22995,548129.942427111,527296.515459563,568963.370138083,0
"2003_Oregon_RaTAOAco_ftm","RaTAOAco","A",2003,"Oregon","ftm","RaTAOAco_ftm","A",48421.840955,586701.13908,57065.5285350982,46128.4606329858,68002.5964372107,0
"2003_Oregon_RaTAOAco_ftm","RaTAOAco","B",2003,"Oregon","ftm","RaTAOAco_ftm","B",85614.2504869291,586701.13908,73287.755187144,60961.26047406,85614.2504869291,0
"2003_Oregon_RaTAOAco_ftm","RaTAOAco","C",2003,"Oregon","ftm","RaTAOAco_ftm","C",257416.691263391,586701.13908,278044.805855967,257416.691263391,298672.919861841,0
"2003_Oregon_RaTAOAco_ftm","RaTAOAco","D",2003,"Oregon","ftm","RaTAOAco_ftm","D",136632.987147984,586701.13908,153861.727179075,136632.987147984,171090.477770786,0
"2003_Oregon_RaTAOAco_ftm","RaTAOAco","E",2003,"Oregon","ftm","RaTAOAco_ftm","E",58615.3692266959,586701.13908,24441.3141089004,16848.8076276525,32033.8205901484,26581.5486365475
"2003_Oregon_RaTAOAco_fto","RaTAOAco","A",2003,"Oregon","fto","RaTAOAco_fto","A",3441.37694712539,26919.58038,2618.33492387049,2116.50995899295,3120.15988874803,321.217058377359
"2003_Oregon_RaTAOAco_fto","RaTAOAco","B",2003,"Oregon","fto","RaTAOAco_fto","B",3928.23457147249,26919.58038,3362.65857558029,2797.08260660767,3928.23457147249,0
"2003_Oregon_RaTAOAco_fto","RaTAOAco","C",2003,"Oregon","fto","RaTAOAco_fto","C",11811.0377670046,26919.58038,12757.5165649382,11811.0377670046,13703.9953359521,0
"2003_Oregon_RaTAOAco_fto","RaTAOAco","D",2003,"Oregon","fto","RaTAOAco_fto","D",6269.12483220545,26919.58038,7059.63028927742,6269.12483220545,7850.13623090184,0
"2003_Oregon_RaTAOAco_fto","RaTAOAco","E",2003,"Oregon","fto","RaTAOAco_fto","E",1469.80626219206,26919.58038,1121.43964945952,773.073036726971,1469.80626219206,2.27373675443232e-13
"2003_Washington_Na0710411_fmt","Na0710411","A",2003,"Washington","fmt","Na0710411_fmt","A",7503.98895555555,503602.80254,4626.61204060785,1749.23512566014,7503.98895555555,0
"2003_Washington_Na0710411_fmt","Na0710411","B",2003,"Washington","fmt","Na0710411_fmt","B",31045.1195166986,503602.80254,24210.3270300086,17375.5350469214,31045.1195166985,7.27595761418343e-12
"2003_Washington_Na0710411_fmt","Na0710411","C",2003,"Washington","fmt","Na0710411_fmt","C",28816.618697534,503602.80254,22250.3975854386,15684.1789913572,28816.618697534,0
"2003_Washington_Na0710411_fmt","Na0710411","D",2003,"Washington","fmt","Na0710411_fmt","D",15562.75731,503602.80254,17439.8350527498,11553.7849217929,23325.8877017206,0
"2003_Washington_Na0710411_fmt","Na0710411","E",2003,"Washington","fmt","Na0710411_fmt","E",420674.318060212,503602.80254,435075.636874429,424103.16469643,446048.108548825,-3428.84663621831
