"strataID","BpS","SCLASS","YEAR","ew","MAP_ZONE","PVT","BpS_Code","sclass","AREA_TOTAL","AREA_STRATA","avg","low","high","departure"
"2010_Na0210290_fdw","Na0210290","A",2010,"eastside","OSW","fdw","Na0210290_fdw","A",1108.194285,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-2673.87194303249
"2010_Na0210290_fdw","Na0210290","A",2010,"westside","OCR","fdw","Na0210290_fdw","A",2660.511385,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-1121.55484303249
"2010_Na0210290_fdw","Na0210290","A",2010,"westside","OWC","fdw","Na0210290_fdw","A",459.02328,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-3323.04294803249
"2010_Na0210290_fdw","Na0210290","B",2010,"eastside","OSW","fdw","Na0210290_fdw","B",3821.68275723411,50778.783165,554.968531797495,240.547931360876,869.389132234113,2952.293625
"2010_Na0210290_fdw","Na0210290","B",2010,"westside","OCR","fdw","Na0210290_fdw","B",12518.6616272341,50778.783165,554.968531797495,240.547931360876,869.389132234113,11649.272495
"2010_Na0210290_fdw","Na0210290","B",2010,"westside","OWC","fdw","Na0210290_fdw","B",869.389132234113,50778.783165,554.968531797495,240.547931360876,869.389132234113,0
"2010_Na0210290_fdw","Na0210290","C",2010,"eastside","OSW","fdw","Na0210290_fdw","C",740.083482765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-8766.70872382285
"2010_Na0210290_fdw","Na0210290","C",2010,"westside","OCR","fdw","Na0210290_fdw","C",3326.09254276589,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-6180.69966382285
"2010_Na0210290_fdw","Na0210290","C",2010,"westside","OWC","fdw","Na0210290_fdw","C",380.693162765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-9126.09904382285
"2010_Na0210290_fdw","Na0210290","D",2010,"eastside","OSW","fdw","Na0210290_fdw","D",-283.847746530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31698.0285117559
