"strataID","BpS","SCLASS","YEAR","ew","MAP_ZONE","PVT","BpS_Code","sclass","AREA_TOTAL","AREA_STRATA","avg","low","high","departure"
"2015_Na0210290_fdw","Na0210290","A",2015,"eastside","OSW","fdw","Na0210290_fdw","A",1068.163185,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-2713.90304303249
"2015_Na0210290_fdw","Na0210290","A",2015,"westside","OCR","fdw","Na0210290_fdw","A",2153.895575,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-1628.17065303249
"2015_Na0210290_fdw","Na0210290","A",2015,"westside","OWC","fdw","Na0210290_fdw","A",364.950195,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-3417.11603303249
"2015_Na0210290_fdw","Na0210290","B",2015,"eastside","OSW","fdw","Na0210290_fdw","B",3989.36858723411,50778.783165,554.968531797495,240.547931360876,869.389132234113,3119.979455
"2015_Na0210290_fdw","Na0210290","B",2015,"westside","OCR","fdw","Na0210290_fdw","B",12612.7347122341,50778.783165,554.968531797495,240.547931360876,869.389132234113,11743.34558
"2015_Na0210290_fdw","Na0210290","B",2015,"westside","OWC","fdw","Na0210290_fdw","B",869.389132234113,50778.783165,554.968531797495,240.547931360876,869.389132234113,0
"2015_Na0210290_fdw","Na0210290","C",2015,"eastside","OSW","fdw","Na0210290_fdw","C",617.321442765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-8889.47076382285
"2015_Na0210290_fdw","Na0210290","C",2015,"westside","OCR","fdw","Na0210290_fdw","C",2825.70379276589,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-6681.08841382285
"2015_Na0210290_fdw","Na0210290","C",2015,"westside","OWC","fdw","Na0210290_fdw","C",310.638737765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-9196.15346882285
"2015_Na0210290_fdw","Na0210290","D",2015,"eastside","OSW","fdw","Na0210290_fdw","D",-172.427851530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31586.6086167559
"2015_Na0210290_fdw","Na0210290","D",2015,"westside","OCR","fdw","Na0210290_fdw","D",4082.87807846973,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-27331.3026867559
