"strataID","BpS","SCLASS","YEAR","STATE","ew","MAP_ZONE","PVT","BpS_Code","sclass","AREA_TOTAL","AREA_STRATA","avg","low","high","departure"
"2014_Oregon_Na0210290_fdw","Na0210290","A",2014,"Oregon","eastside","OSW","fdw","Na0210290_fdw","A",1053.929905,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-2728.13632303249
"2014_Oregon_Na0210290_fdw","Na0210290","A",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","A",2129.65452,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-1652.41170803249
"2014_Oregon_Na0210290_fdw","Na0210290","A",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","A",388.524065,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-3393.54216303249
"2014_Oregon_Na0210290_fdw","Na0210290","B",2014,"Oregon","eastside","OSW","fdw","Na0210290_fdw","B",3940.21929223411,50778.783165,554.968531797495,240.547931360876,869.389132234113,3070.83016
"2014_Oregon_Na0210290_fdw","Na0210290","B",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","B",12717.4827572341,50778.783165,554.968531797495,240.547931360876,869.389132234113,11848.093625
"2014_Oregon_Na0210290_fdw","Na0210290","B",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","B",869.389132234113,50778.783165,554.968531797495,240.547931360876,869.389132234113,0
"2014_Oregon_Na0210290_fdw","Na0210290","C",2014,"Oregon","eastside","OSW","fdw","Na0210290_fdw","C",653.349432765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-8853.44277382285
"2014_Oregon_Na0210290_fdw","Na0210290","C",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","C",2935.78931776589,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-6571.00288882285
"2014_Oregon_Na0210290_fdw","Na0210290","C",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","C",334.435002765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-9172.35720382285
"2014_Oregon_Na0210290_fdw","Na0210290","D",2014,"Oregon","eastside","OSW","fdw","Na0210290_fdw","D",-199.337646530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31613.5184117559
"2014_Oregon_Na0210290_fdw","Na0210290","D",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","D",3925.42241846973,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-27488.7583467559
"2014_Oregon_Na0210290_fdw","Na0210290","D",2014,"Oregon","westside","OWC","fdw","Na0210290_fdw","D",-129.950406530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31544.1311717559
"2014_Oregon_Na0210290_fdw","Na0210290","E",2014,"Oregon","eastside","OSW","fdw","Na0210290_fdw","E",2773.78216653027,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,399.988712058911
"2014_Oregon_Na0210290_fdw","Na0210290","E",2014,"Oregon","westside","OCR","fdw","Na0210290_fdw","E",18157.2891065303,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,15783.4956520589
