"strataID","BpS","SCLASS","YEAR","ew","MAP_ZONE","PVT","BpS_Code","sclass","AREA_TOTAL","AREA_STRATA","avg","low","high","departure"
"2008_Na0210290_fdw","Na0210290","A",2008,"eastside","OSW","fdw","Na0210290_fdw","A",1095.51777,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-2686.54845803249
"2008_Na0210290_fdw","Na0210290","A",2008,"westside","OCR","fdw","Na0210290_fdw","A",3023.015235,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-759.050993032493
"2008_Na0210290_fdw","Na0210290","A",2008,"westside","OWC","fdw","Na0210290_fdw","A",463.47118,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-3318.59504803249
"2008_Na0210290_fdw","Na0210290","B",2008,"eastside","OSW","fdw","Na0210290_fdw","B",3775.20220223411,50778.783165,554.968531797495,240.547931360876,869.389132234113,2905.81307
"2008_Na0210290_fdw","Na0210290","B",2008,"westside","OCR","fdw","Na0210290_fdw","B",12311.3894872341,50778.783165,554.968531797495,240.547931360876,869.389132234113,11442.000355
"2008_Na0210290_fdw","Na0210290","B",2008,"westside","OWC","fdw","Na0210290_fdw","B",869.389132234113,50778.783165,554.968531797495,240.547931360876,869.389132234113,0
"2008_Na0210290_fdw","Na0210290","C",2008,"eastside","OSW","fdw","Na0210290_fdw","C",770.329202765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-8736.46300382285
"2008_Na0210290_fdw","Na0210290","C",2008,"westside","OCR","fdw","Na0210290_fdw","C",3496.22471776589,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-6010.56748882285
"2008_Na0210290_fdw","Na0210290","C",2008,"westside","OWC","fdw","Na0210290_fdw","C",387.142617765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-9119.64958882285
"2008_Na0210290_fdw","Na0210290","D",2008,"eastside","OSW","fdw","Na0210290_fdw","D",-288.518041530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31702.6988067559
"2008_Na0210290_fdw","Na0210290","D",2008,"westside","OCR","fdw","Na0210290_fdw","D",3396.56710846973,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-28017.6136567559
"2008_Na0210290_fdw","Na0210290","D",2008,"westside","OWC","fdw","Na0210290_fdw","D",-257.605136530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31671.7859017559
"2008_Na0210290_fdw","Na0210290","E",2008,"eastside","OSW","fdw","Na0210290_fdw","E",2869.41201653027,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,495.61856205891
"2008_Na0210290_fdw","Na0210290","E",2008,"westside","OCR","fdw","Na0210290_fdw","E",17638.4415715303,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,15264.6481170589
"2008_Na0210290_fdw","Na0210290","E",2008,"westside","OWC","fdw","Na0210290_fdw","E",1228.80410153027,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,0
"2008_Na0210290_fwo","Na0210290","A",2008,"eastside","OSW","fwo","Na0210290_fwo","A",14561.8337115545,195510.11324,18100.2953931613,14561.8337115545,21638.756879258,0
"2008_Na0210290_fwo","Na0210290","B",2008,"eastside","OSW","fwo","Na0210290_fwo","B",14253.3695854912,195510.11324,2136.75779003604,926.165425177584,3347.3501548945,10906.0194305967
"2008_Na0210290_fwo","Na0210290","C",2008,"eastside","OSW","fwo","Na0210290_fwo","C",36603.358824487,195510.11324,41408.4943604048,36603.358824487,46213.6336110148,0
"2008_Na0210290_fwo","Na0210290","D",2008,"eastside","OSW","fwo","Na0210290_fwo","D",120951.894786333,195510.11324,126929.144537233,120951.894786333,132906.394288132,0
"2008_Na0210290_fwo","Na0210290","E",2008,"eastside","OSW","fwo","Na0210290_fwo","E",9139.6563321343,195510.11324,6935.41900855393,4731.18129395333,9139.6563321343,0
"2008_Na0210350_fvg","Na0210350","A",2008,"eastside","OEC","fvg","Na0210350_fvg","A",13.78849,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,-2884.6733615385
"2008_Na0210350_fvg","Na0210350","A",2008,"eastside","OSW","fvg","Na0210350_fvg","A",67.16329,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,-2831.2985615385
"2008_Na0210350_fvg","Na0210350","A",2008,"westside","OCR","fvg","Na0210350_fvg","A",4610.69314,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,0
"2008_Na0210350_fvg","Na0210350","A",2008,"westside","OWC","fvg","Na0210350_fvg","A",146.33591,77698.363545,3928.17192385514,2898.4618515385,4957.88184077506,-2752.1259415385
"2008_Na0210350_fvg","Na0210350","B",2008,"eastside","OEC","fvg","Na0210350_fvg","B",276.881775,77698.363545,7911.92700373783,6478.46235795486,9345.39087253716,-6201.58058295486
"2008_Na0210350_fvg","Na0210350","B",2008,"eastside","OSW","fvg","Na0210350_fvg","B",142.555195,77698.363545,7911.92700373783,6478.46235795486,9345.39087253716,-6335.90716295486
"2008_Na0210350_fvg","Na0210350","B",2008,"westside","OCR","fvg","Na0210350_fvg","B",22110.288505,77698.363545,7911.92700373783,6478.46235795486,9345.39087253716,12764.8976324628
"2008_Na0210350_fvg","Na0210350","B",2008,"westside","OWC","fvg","Na0210350_fvg","B",1009.895695,77698.363545,7911.92700373783,6478.46235795486,9345.39087253716,-5468.56666295486
"2008_Na0210350_fvg","Na0210350","C",2008,"eastside","OEC","fvg","Na0210350_fvg","C",50.483665,77698.363545,6987.61095435016,5615.37502768993,8359.84618172513,-5564.89136268993
"2008_Na0210350_fvg","Na0210350","C",2008,"eastside","OSW","fvg","Na0210350_fvg","C",19.12597,77698.363545,6987.61095435016,5615.37502768993,8359.84618172513,-5596.24905768993
"2008_Na0210350_fvg","Na0210350","C",2008,"westside","OCR","fvg","Na0210350_fvg","C",5551.86878,77698.363545,6987.61095435016,5615.37502768993,8359.84618172513,-63.5062476899257
"2008_Na0210350_fvg","Na0210350","C",2008,"westside","OWC","fvg","Na0210350_fvg","C",134.104185,77698.363545,6987.61095435016,5615.37502768993,8359.84618172513,-5481.27084268993
"2008_Na0210350_fvg","Na0210350","D",2008,"eastside","OEC","fvg","Na0210350_fvg","D",2.891135,77698.363545,34149.2375978346,31598.5922376102,36699.8829580589,-31595.7011026102
"2008_Na0210350_fvg","Na0210350","D",2008,"eastside","OSW","fvg","Na0210350_fvg","D",2.22395,77698.363545,34149.2375978346,31598.5922376102,36699.8829580589,-31596.3682876102
"2008_Na0210350_fvg","Na0210350","D",2008,"westside","OCR","fvg","Na0210350_fvg","D",6604.909105,77698.363545,34149.2375978346,31598.5922376102,36699.8829580589,-24993.6831326102
"2008_Na0210350_fvg","Na0210350","D",2008,"westside","OWC","fvg","Na0210350_fvg","D",51.59564,77698.363545,34149.2375978346,31598.5922376102,36699.8829580589,-31546.9965976102
"2008_Na0210350_fvg","Na0210350","E",2008,"eastside","OEC","fvg","Na0210350_fvg","E",454.352985,77698.363545,24721.416842206,22399.3148470834,27043.5203135974,-21944.9618620834
"2008_Na0210350_fvg","Na0210350","E",2008,"eastside","OSW","fvg","Na0210350_fvg","E",149.44944,77698.363545,24721.416842206,22399.3148470834,27043.5203135974,-22249.8654070834
"2008_Na0210350_fvg","Na0210350","E",2008,"westside","OCR","fvg","Na0210350_fvg","E",35653.47682,77698.363545,24721.416842206,22399.3148470834,27043.5203135974,8609.95650640256
"2008_Na0210350_fvg","Na0210350","E",2008,"westside","OWC","fvg","Na0210350_fvg","E",646.27987,77698.363545,24721.416842206,22399.3148470834,27043.5203135974,-21753.0349770834
"2008_Na0710270_fdd","Na0710270","A",2008,"eastside","OSW","fdd","Na0710270_fdd","A",111347.83902,1233970.22204,111386.377886831,90406.0040256523,132366.752981979,0
"2008_Na0710270_fdd","Na0710270","B",2008,"eastside","OEC","fdd","Na0710270_fdd","B",0.44479,1233970.22204,77837.9074908251,58510.556437181,97165.2523746181,-58510.111647181
"2008_Na0710270_fdd","Na0710270","B",2008,"eastside","OSW","fdd","Na0710270_fdd","B",710106.567815,1233970.22204,77837.9074908251,58510.556437181,97165.2523746181,612941.315440382
"2008_Na0710270_fdd","Na0710270","C",2008,"eastside","OSW","fdd","Na0710270_fdd","C",88929.311045,1233970.22204,247417.916306829,219233.419450325,275602.413163334,-130304.108405325
"2008_Na0710270_fdd","Na0710270","D",2008,"eastside","OSW","fdd","Na0710270_fdd","D",25185.78896,1233970.22204,521691.102916833,487980.515980996,555401.644195771,-462794.727020996
"2008_Na0710270_fdd","Na0710270","E",2008,"eastside","OSW","fdd","Na0710270_fdd","E",298400.27041,1233970.22204,275636.917438682,246366.887106088,304906.969982741,0
"2008_Na0710411_fmt","Na0710411","A",2008,"westside","WCR","fmt","Na0710411_fmt","A",6856.15274929263,378447.125155,3476.80357842424,1314.51413929263,5639.09301755584,1217.05973173679
"2008_Na0710411_fmt","Na0710411","A",2008,"westside","WNC","fmt","Na0710411_fmt","A",23238.6580292926,378447.125155,3476.80357842424,1314.51413929263,5639.09301755584,17599.5650117368
"2008_Na0710411_fmt","Na0710411","A",2008,"westside","WWC","fmt","Na0710411_fmt","A",1314.51413929263,378447.125155,3476.80357842424,1314.51413929263,5639.09301755584,0
"2008_Na0710411_fmt","Na0710411","B",2008,"westside","WCR","fmt","Na0710411_fmt","B",66555.8080393283,378447.125155,18193.5617064828,13057.3564193283,23329.7673720844,43226.0406672439
"2008_Na0710411_fmt","Na0710411","B",2008,"westside","WNC","fmt","Na0710411_fmt","B",135412.858359328,378447.125155,18193.5617064828,13057.3564193283,23329.7673720844,112083.090987244
"2008_Na0710411_fmt","Na0710411","B",2008,"westside","WWC","fmt","Na0710411_fmt","B",13057.3564193283,378447.125155,18193.5617064828,13057.3564193283,23329.7673720844,0
"2008_Na0710411_fmt","Na0710411","C",2008,"westside","WCR","fmt","Na0710411_fmt","C",-9243.88664862089,378447.125155,16720.7151296505,11786.3372081297,21655.094943407,-21030.2238567506
"2008_Na0710411_fmt","Na0710411","C",2008,"westside","WNC","fmt","Na0710411_fmt","C",9830.26531637911,378447.125155,16720.7151296505,11786.3372081297,21655.094943407,-1956.07189175057
"2008_Na0710411_fmt","Na0710411","C",2008,"westside","WWC","fmt","Na0710411_fmt","C",-11492.5224936209,378447.125155,16720.7151296505,11786.3372081297,21655.094943407,-23278.8597017506
"2008_Na0710411_fmt","Na0710411","D",2008,"westside","WCR","fmt","Na0710411_fmt","D",1438.45086,378447.125155,13105.676548268,8682.43120621717,17528.9237825545,-7243.98034621717
"2008_Na0710411_fmt","Na0710411","D",2008,"westside","WNC","fmt","Na0710411_fmt","D",2776.156785,378447.125155,13105.676548268,8682.43120621717,17528.9237825545,-5906.27442121717
"2008_Na0710411_fmt","Na0710411","D",2008,"westside","WWC","fmt","Na0710411_fmt","D",42.25505,378447.125155,13105.676548268,8682.43120621717,17528.9237825545,-8640.17615621717
"2008_Na0710411_fmt","Na0710411","E",2008,"westside","WCR","fmt","Na0710411_fmt","E",59245.805605,378447.125155,326950.37273354,318704.786071466,335195.959017167,-259458.980466466
"2008_Na0710411_fmt","Na0710411","E",2008,"westside","WNC","fmt","Na0710411_fmt","E",78740.951305,378447.125155,326950.37273354,318704.786071466,335195.959017167,-239963.834766466
"2008_Na0710411_fmt","Na0710411","E",2008,"westside","WWC","fmt","Na0710411_fmt","E",674.30164,378447.125155,326950.37273354,318704.786071466,335195.959017167,-318030.484431466
"2008_Na0710412_fmc","Na0710412","A",2008,"eastside","OEC","fmc","Na0710412_fmc","A",709.44005,684510.237685,100972.362536764,86450.4778442765,115494.247229251,-85741.0377942765
"2008_Na0710412_fmc","Na0710412","A",2008,"eastside","OSW","fmc","Na0710412_fmc","A",386.300115,684510.237685,100972.362536764,86450.4778442765,115494.247229251,-86064.1777292765
"2008_Na0710412_fmc","Na0710412","A",2008,"westside","OWC","fmc","Na0710412_fmc","A",15912.80704,684510.237685,100972.362536764,86450.4778442765,115494.247229251,-70537.6708042765
"2008_Na0710412_fmc","Na0710412","A",2008,"westside","WCR","fmc","Na0710412_fmc","A",3123.76017,684510.237685,100972.362536764,86450.4778442765,115494.247229251,-83326.7176742765
"2008_Na0710412_fmc","Na0710412","A",2008,"westside","WNC","fmc","Na0710412_fmc","A",9483.145195,684510.237685,100972.362536764,86450.4778442765,115494.247229251,-76967.3326492765
"2008_Na0710412_fmc","Na0710412","A",2008,"westside","WWC","fmc","Na0710412_fmc","A",39166.87303,684510.237685,100972.362536764,86450.4778442765,115494.247229251,-47283.6048142765
"2008_Na0710412_fmc","Na0710412","B",2008,"eastside","OEC","fmc","Na0710412_fmc","B",1072.166295,684510.237685,155323.84990551,138039.825394855,172607.861410471,-136967.659099855
"2008_Na0710412_fmc","Na0710412","B",2008,"eastside","OSW","fmc","Na0710412_fmc","B",4173.90936,684510.237685,155323.84990551,138039.825394855,172607.861410471,-133865.916034855
"2008_Na0710412_fmc","Na0710412","B",2008,"westside","OWC","fmc","Na0710412_fmc","B",99438.809165,684510.237685,155323.84990551,138039.825394855,172607.861410471,-38601.0162298548
"2008_Na0710412_fmc","Na0710412","B",2008,"westside","WCR","fmc","Na0710412_fmc","B",19683.29187,684510.237685,155323.84990551,138039.825394855,172607.861410471,-118356.533524855
"2008_Na0710412_fmc","Na0710412","B",2008,"westside","WNC","fmc","Na0710412_fmc","B",61593.407225,684510.237685,155323.84990551,138039.825394855,172607.861410471,-76446.4181698548
"2008_Na0710412_fmc","Na0710412","B",2008,"westside","WWC","fmc","Na0710412_fmc","B",135629.36991,684510.237685,155323.84990551,138039.825394855,172607.861410471,-2410.45548485479
"2008_Na0710412_fmc","Na0710412","C",2008,"eastside","OEC","fmc","Na0710412_fmc","C",459.46807,684510.237685,109131.015417363,93558.5998574057,124703.424816727,-93099.1317874057
"2008_Na0710412_fmc","Na0710412","C",2008,"eastside","OSW","fmc","Na0710412_fmc","C",440.78689,684510.237685,109131.015417363,93558.5998574057,124703.424816727,-93117.8129674057
"2008_Na0710412_fmc","Na0710412","C",2008,"westside","OWC","fmc","Na0710412_fmc","C",16775.032455,684510.237685,109131.015417363,93558.5998574057,124703.424816727,-76783.5674024057
"2008_Na0710412_fmc","Na0710412","C",2008,"westside","WCR","fmc","Na0710412_fmc","C",1200.710605,684510.237685,109131.015417363,93558.5998574057,124703.424816727,-92357.8892524057
"2008_Na0710412_fmc","Na0710412","C",2008,"westside","WNC","fmc","Na0710412_fmc","C",8524.40035,684510.237685,109131.015417363,93558.5998574057,124703.424816727,-85034.1995074057
"2008_Na0710412_fmc","Na0710412","C",2008,"westside","WWC","fmc","Na0710412_fmc","C",33652.8114,684510.237685,109131.015417363,93558.5998574057,124703.424816727,-59905.7884574057
"2008_Na0710412_fmc","Na0710412","D",2008,"eastside","OEC","fmc","Na0710412_fmc","D",479.92841,684510.237685,33721.3516124186,24026.8507903415,43415.8531190059,-23546.9223803415
"2008_Na0710412_fmc","Na0710412","D",2008,"eastside","OSW","fmc","Na0710412_fmc","D",237.96265,684510.237685,33721.3516124186,24026.8507903415,43415.8531190059,-23788.8881403415
