"type","REST_ACRES","YEAR","BpS_Code","AREA_STRATA","REST_PCT"
"active",28607.0271313162,2017,"Na0210290_fdw",57447.29724,0.497969939504785
"both",16135.5677602368,2017,"Na0210290_fdw",57447.29724,0.280876012196476
"active",23236.4684134071,2017,"Na0210290_fwo",216308.93843,0.107422599278886
"both",127417.500036571,2017,"Na0210290_fwo",216308.93843,0.589053327899366
"active",20852.5278940402,2017,"Na0210350_fvg",93108.557885,0.223959304791247
"both",13644.985249691,2017,"Na0210350_fvg",93108.557885,0.146549206213076
"passive",6284.52405624645,2017,"Na0210350_fvg",93108.557885,0.067496739279418
"active",115129.312419731,2017,"Na0710270_fdd",1403267.971,0.082043711392976
"both",548038.693788274,2017,"Na0710270_fdd",1403267.971,0.390544575315668
"passive",248524.359367819,2017,"Na0710270_fdd",1403267.971,0.177103991898792
"passive",224944.923350212,2017,"Na0710411_fmt",503602.80254,0.446671309642573
"active",158490.658148092,2017,"Na0710412_fmc",833037.183225,0.190256403122986
"active",128844.080091864,2017,"Na0710412_fmh",1420041.44669,0.0907326193838845
"active",15694.469819146,2017,"Na0710412_fmi",107664.08824,0.145772560523251
"active",41105.8693423192,2017,"Na1010471_frn",685999.617,0.0599211257902483
"both",50801.9338412447,2017,"Na1010471_frn",685999.617,0.0740553384904364
"passive",210396.972814667,2017,"Na1010471_frn",685999.617,0.306701297786099
"active",42855.7318596276,2017,"R1RFWF_fcw",149554.85523,0.286555269594691
"active",1180.73315467504,2017,"R1RFWF_frm",3802.50971,0.31051417214528
"active",171983.140204582,2017,"RaABAMlw_fsi",2302986.736655,0.0746783025135355
"both",109831.80270819,2017,"RaABAMlw_fsi",2302986.736655,0.0476910270302801
"passive",336688.729024607,2017,"RaABAMlw_fsi",2302986.736655,0.146196555831509
"active",24975.8512081996,2017,"RaABAMlw_fsw",305406.380095,0.0817790748196898
"both",10824.8287050998,2017,"RaABAMlw_fsw",305406.380095,0.0354440162701664
"passive",33008.1521778653,2017,"RaABAMlw_fsw",305406.380095,0.108079445385515
"active",18377.6428195115,2017,"RaABAMlw_fwc",381817.52138,0.048132004924995
"both",15392.0735802193,2017,"RaABAMlw_fwc",381817.52138,0.0403126433920263
"passive",81951.7510732299,2017,"RaABAMlw_fwc",381817.52138,0.214635909784947
"passive",12827.4379144439,2017,"RaABAMup_fsi",49085.467635,0.261328628054007
"active",70513.0982086737,2017,"RaABAMup_fst",1466341.86174,0.0480877618299739
"both",1046.87759012505,2017,"RaABAMup_fst",1466341.86174,0.000713938282361249
"passive",223028.547646606,2017,"RaABAMup_fst",1466341.86174,0.152098602287705
"passive",219.607530495527,2017,"RaABAMup_fsw",510.17413,0.430456029778553
"active",11271.4527888078,2017,"RaABLA_faf",171601.76116,0.0656837826873957
"both",2045.03694048716,2017,"RaABLA_faf",171601.76116,0.0119173423784409
"passive",19951.5998481674,2017,"RaABLA_faf",171601.76116,0.116266871116577
"both",158492.127678249,2017,"RaDFHEdy_fdg",1480643.6394,0.10704272348914
"passive",428563.320393287,2017,"RaDFHEdy_fdg",1480643.6394,0.289443934373671
"both",553639.944936498,2017,"RaDFHEdy_fwi",5928320.79961,0.0933889989510891
"passive",1343492.38123531,2017,"RaDFHEdy_fwi",5928320.79961,0.226622753162024
"active",2152.69721234667,2017,"RaDFHEdy_fwx",110789.849965,0.0194304551637784
"both",8091.2105041367,2017,"RaDFHEdy_fwx",110789.849965,0.0730320557947576
"passive",14039.9820774983,2017,"RaDFHEdy_fwx",110789.849965,0.126726248676514
"passive",38405.6724451312,2017,"RaDFHEwt_fdm",143058.69728,0.2684609406862
"passive",43347.5332905447,2017,"RaDFHEwt_fhc",136162.22833,0.31835211440201
"passive",184.068676687683,2017,"RaDFHEwt_fwc",365.394985,0.503752608119903
"passive",822836.475817351,2017,"RaDFHEwt_fwm",2203764.762615,0.373377635297593
"passive",1239325.22684262,2017,"RaDFHEwt_fwn",2998723.91873,0.41328420369138
"passive",304812.991547011,2017,"RaDFHEwt_fww",922874.088265,0.33028665060914
"active",221707.384312946,2017,"RaDFWV_fwx",1274809.283075,0.17391415896985
"both",123222.01612334,2017,"RaDFWV_fwx",1274809.283075,0.0966591769916463
"active",211837.212916537,2017,"RaMCONdy_fdd",4248197.74101,0.0498651959798306
"both",1606104.5248148,2017,"RaMCONdy_fdd",4248197.74101,0.378067270576946
"passive",138575.379848994,2017,"RaMCONdy_fdd",4248197.74101,0.0326198045141016
"active",39065.833342315,2017,"RaMCONdy_fdg",1049415.73129,0.0372262699876751
"both",391682.053776877,2017,"RaMCONdy_fdg",1049415.73129,0.373238214463776
"active",526.20167238943,2017,"RaMCONdy_fdx",4596.682255,0.114474232326383
"both",1390.74227878739,2017,"RaMCONdy_fdx",4596.682255,0.302553494376216
"passive",47.7958321168162,2017,"RaMCONdy_fdx",4596.682255,0.0103978977587208
"active",37093.1928330446,2017,"RaMCONdy_fmd",2050495.021305,0.018089872176055
"both",756143.343260348,2017,"RaMCONdy_fmd",2050495.021305,0.36876136513568
"active",7907.52833837538,2017,"RaMCONdy_fmx",596169.8286,0.0132638854887119
"both",221002.757970191,2017,"RaMCONdy_fmx",596169.8286,0.370704365380545
"passive",5797.58506452291,2017,"RaMCONdy_fmx",596169.8286,0.00972472068594535
