"type","REST_ACRES","YEAR","BpS_Code","BPS_LLID","AREA_STRATA","REST_PCT"
"active",3.21992580736215,2008,"Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.371241260769231
"both",2.00838377235679,2008,"Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.231556553897436
"passive",1.31651595370795,2008,"Na0210290_fdw","Na0210290_fdw_1709000105",8.673405,0.151787672051282
"active",26.2435043259093,2008,"Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.66294394011236
"both",0.80669849947458,2008,"Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.0203782191235955
"passive",1.9599843528209,2008,"Na0210290_fdw","Na0210290_fdw_1709000107",39.58631,0.0495116708988764
"active",0.21868193978295,2008,"Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.14047203
"both",0.57146926683327,2008,"Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.367087689428571
"passive",0.24200017117835,2008,"Na0210290_fdw","Na0210290_fdw_1709000109",1.556765,0.155450675714286
"active",60.1173152439872,2008,"Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.305443781412429
"both",76.7614844496348,2008,"Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.390009400485876
"passive",4.82968664183426,2008,"Na0210290_fdw","Na0210290_fdw_1709000110",196.819575,0.0245386498870057
"both",0.4067135074155,2008,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.18287889
"passive",1.022945922558,2008,"Na0210290_fdw","Na0210290_fdw_1709000201",2.22395,0.45996804
"active",12.3121293858428,2008,"Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.629108393636364
"both",1.33837364018968,2008,"Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.0683863907272727
"passive",1.2313571519564,2008,"Na0210290_fdw","Na0210290_fdw_1709000202",19.57076,0.0629182081818182
"active",12.5026426392648,2008,"Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.270279722307692
"both",14.7886217859029,2008,"Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.319697579538462
"passive",3.3148350864424,2008,"Na0210290_fdw","Na0210290_fdw_1709000203",46.25816,0.071659466923077
"active",290.408271963112,2008,"Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.394627363937746
"both",215.464286993041,2008,"Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.292788160006649
"passive",3.54891591845148,2008,"Na0210290_fdw","Na0210290_fdw_1709000204",735.905055,0.00482251873980059
"active",1952.01076068936,2008,"Na0210290_fdw","Na0210290_fdw_1709000301",3382.405555,0.577107247770399
"both",153.452612531247,2008,"Na0210290_fdw","Na0210290_fdw_1709000301",3382.405555,0.0453678927721744
"active",227.406976326399,2008,"Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.265731905259875
"both",306.170370539203,2008,"Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.357769305110187
"passive",32.1907040991846,2008,"Na0210290_fdw","Na0210290_fdw_1709000302",855.77596,0.0376158078794181
"active",178.853442513082,2008,"Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.389261962236205
"both",97.8163793253623,2008,"Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.212890482956438
"passive",26.4372905220673,2008,"Na0210290_fdw","Na0210290_fdw_1709000303",459.46807,0.0575389069409487
"active",110.908892728843,2008,"Na0210290_fdw","Na0210290_fdw_1709000304",387.41209,0.286281444466131
"both",129.682744430892,2008,"Na0210290_fdw","Na0210290_fdw_1709000304",387.41209,0.334741087793341
"active",189.597531961694,2008,"Na0210290_fdw","Na0210290_fdw_1709000305",643.61113,0.29458398577056
"both",256.789409800804,2008,"Na0210290_fdw","Na0210290_fdw_1709000305",643.61113,0.398982239167934
"active",610.728458462995,2008,"Na0210290_fdw","Na0210290_fdw_1709000306",1904.813175,0.320623810502043
"both",600.64894077528,2008,"Na0210290_fdw","Na0210290_fdw_1709000306",1904.813175,0.315332206149445
"passive",18.3013694489382,2008,"Na0210290_fdw","Na0210290_fdw_1709000306",1904.813175,0.00960796034442496
"active",31.5342503384631,2008,"Na0210290_fdw","Na0210290_fdw_1709000406",72.50077,0.434950557607362
"both",16.0980337125209,2008,"Na0210290_fdw","Na0210290_fdw_1709000406",72.50077,0.222039486098159
"passive",5.45625297202031,2008,"Na0210290_fdw","Na0210290_fdw_1709000406",72.50077,0.0752578623926382
"active",151.182871006663,2008,"Na0210290_fdw","Na0210290_fdw_1709000407",264.65005,0.571255781008403
"both",52.6677294619754,2008,"Na0210290_fdw","Na0210290_fdw_1709000407",264.65005,0.199008953378151
"active",234.512107189441,2008,"Na0210290_fdw","Na0210290_fdw_1709000506",567.55204,0.413199302727273
"both",151.567100565501,2008,"Na0210290_fdw","Na0210290_fdw_1709000506",567.55204,0.267054102326019
"passive",32.8182224067356,2008,"Na0210290_fdw","Na0210290_fdw_1709000506",567.55204,0.0578241642946709
"active",6.8221610605006,2008,"Na0210290_fdw","Na0210290_fdw_1709000606",16.90202,0.403629924736842
