"type","REST_ACRES","YEAR","ew","BpS_Code","AREA_STRATA","REST_PCT"
"active",6598.09997039748,2013,"eastside","Na0210290_fdw",9646.16073,0.684013065413381
"both",1129.514129188,2013,"eastside","Na0210290_fdw",9646.16073,0.117094682620741
"active",23742.8618284071,2013,"eastside","Na0210290_fwo",216308.93843,0.10976366488013
"both",127489.556016571,2013,"eastside","Na0210290_fwo",216308.93843,0.589386443953298
"active",55.2701763858188,2013,"eastside","Na0210350_fvg",1960.63432,0.0281899463974592
"both",358.418590724337,2013,"eastside","Na0210350_fvg",1960.63432,0.182807465455535
"passive",263.073641326465,2013,"eastside","Na0210350_fvg",1960.63432,0.134177821250454
"active",130801.043279731,2013,"eastside","Na0710270_fdd",1403267.971,0.0932117357360614
"both",549699.317253274,2013,"eastside","Na0710270_fdd",1403267.971,0.391727972570731
"passive",248538.370252819,2013,"eastside","Na0710270_fdd",1403267.971,0.177113976367397
"active",2472.03747160926,2013,"eastside","Na0710412_fmc",16639.371505,0.148565555547962
"both",264.019003249438,2013,"eastside","Na0710412_fmc",16639.371505,0.015867125941031
"active",148765.166124286,2013,"eastside","Na0710412_fmh",1419398.947535,0.104808564486143
"active",4149.75961608121,2013,"eastside","Na0710412_fmi",48558.391485,0.0854591655360556
"active",45330.2623673192,2013,"eastside","Na1010471_frn",685999.617,0.0660791365533943
"both",50644.9229712447,2013,"eastside","Na1010471_frn",685999.617,0.0738264595434092
"passive",210537.971244667,2013,"eastside","Na1010471_frn",685999.617,0.306906834970823
"active",43158.2634864228,2013,"eastside","R1RFWF_fcw",149284.8677,0.289100055158657
"active",1172.28214467504,2013,"eastside","R1RFWF_frm",3802.50971,0.308291689983624
"active",31926.6478526052,2013,"eastside","RaABAMlw_fsi",470463.056405,0.067862178375003
"both",24249.3639690523,2013,"eastside","RaABAMlw_fsi",470463.056405,0.0515436092992117
"passive",47735.8232044328,2013,"eastside","RaABAMlw_fsi",470463.056405,0.101465614684396
"active",530.922859430807,2013,"eastside","RaABAMlw_fsw",21997.08945,0.024136050391467
"both",1066.2157625776,2013,"eastside","RaABAMlw_fsw",21997.08945,0.0484707654165403
"passive",3090.06308390761,2013,"eastside","RaABAMlw_fsw",21997.08945,0.140475997560105
"active",265.235384821594,2013,"eastside","RaABAMlw_fwc",11407.52913,0.0232509057657426
"both",257.245043744976,2013,"eastside","RaABAMlw_fwc",11407.52913,0.0225504612623309
"passive",1575.02987401312,2013,"eastside","RaABAMlw_fwc",11407.52913,0.138069327377042
"active",1465.63462966492,2013,"eastside","RaABLA_faf",15372.83198,0.0953392733083734
"both",222.184490618778,2013,"eastside","RaABLA_faf",15372.83198,0.014453061798102
"passive",2264.93594627399,2013,"eastside","RaABLA_faf",15372.83198,0.147333682513454
"both",41978.7625794925,2013,"eastside","RaDFHEdy_fwi",499288.78433,0.0840771190881529
